Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
SRR14240748_1 - polya	(1, 0.0615415456886748)	(2, 0.06975738274157389)	(3, 0.07453534285694127)	(4, 0.08290773168295201)	(5, 0.08707827091864623)	(6, 0.09070714101937413)	(7, 0.09584412653441089)	(8, 0.10543031344128058)	(9, 0.12003346283713477)	(12, 0.14251012274201727)	(17, 0.16627990029280193)	(22, 0.18896529589516659)	(27, 0.2223951527897296)	(32, 0.25967430468156183)	(37, 0.28755074834461114)	(42, 0.30908726266803377)	(47, 0.33303655291865314)	(52, 0.3522963869896376)	(57, 0.3719484354361911)	(62, 0.38974878951037994)	(67, 0.4075497697916613)	(72, 0.4265576598757847)	(77, 0.4510179351138405)	(82, 0.4731800303226173)	(87, 0.4945877547206935)	(92, 0.5138296375216944)	(97, 0.5316487778086568)	(102, 0.5488840843497613)	(107, 0.5673857903674904)	(112, 0.5859442724949347)	(117, 0.6006081639787563)	(122, 0.6137449450997979)	(127, 0.6249715858531804)	(132, 0.6373443943214372)	(137, 0.6504824278566639)	(140, 0.6548863336021432)
SRR14240748_2 - polya	(1, 0.021067693946877682)	(2, 0.02560978272409019)	(3, 0.03215260316166951)	(4, 0.04069406790264083)	(5, 0.0485268749506601)	(6, 0.05584201746892353)	(7, 0.06490114673965068)	(8, 0.0808308114930042)	(9, 0.09761107421359766)	(12, 0.1344406094130532)	(17, 0.1985040997987078)	(22, 0.2654195460190617)	(27, 0.3308805218993596)	(32, 0.3854847366822137)	(37, 0.4455592878889837)	(42, 0.48869785954483846)	(47, 0.5311071086736904)	(52, 0.5718370791162982)	(57, 0.6121980048457576)	(62, 0.6493003576018223)	(67, 0.7105557266492489)	(72, 0.7783188485370779)	(77, 0.81322530175563)	(82, 0.8421892584025615)	(87, 0.8767631956550245)	(92, 0.90990019636602)	(97, 0.942391995036098)	(102, 0.9714912124149981)	(107, 1.0000736002069321)	(112, 1.0266736250798778)	(117, 1.0502826761436013)	(122, 1.0724086600767138)	(127, 1.0952299426181393)	(132, 1.1169046399732951)	(137, 1.1400695014727764)	(140, 1.148344828199458)
SRR14240748_2 - polyg	(1, 2.9093842434689834)	(2, 2.93750302927681)	(3, 2.9378610109979917)	(4, 2.938294137570267)	(5, 2.938743962998341)	(6, 2.939238666601374)	(7, 2.939900358762393)	(8, 2.9424709388768857)	(9, 2.949924890633975)	(12, 2.9782847661723935)	(17, 3.004220802791648)	(22, 3.006348863227479)	(27, 3.007170029461374)	(32, 3.0078304692082076)	(37, 3.0085710634628744)	(42, 3.0092429836730696)	(47, 3.0098840110000373)	(52, 3.0128960671147054)	(57, 3.021134238887235)	(62, 3.0245902758304477)	(67, 3.025697201234196)	(72, 3.0267623794984475)	(77, 3.032233968336548)	(82, 3.0545634695747057)	(87, 3.075280070078418)	(92, 3.092170336511585)	(97, 3.105911616212535)	(102, 3.1156347337369534)	(107, 3.124184756641521)	(112, 3.1329973690535216)	(117, 3.1428841353647656)	(122, 3.1537947502721595)	(127, 3.1656638795023926)	(132, 3.178870795817788)	(137, 3.19382482992111)	(140, 3.2034385699400474)
SRR14240749_1 - polya	(1, 0.10145635351126024)	(2, 0.11140019256280817)	(3, 0.11676532189290521)	(4, 0.12554238152508926)	(5, 0.1299823113156026)	(6, 0.13369647346728694)	(7, 0.13867610298922411)	(8, 0.14943617363458256)	(9, 0.16507924184996609)	(12, 0.18913072908098397)	(17, 0.21576372862733809)	(22, 0.2400800285265746)	(27, 0.27414258597568353)	(32, 0.31049593748480164)	(37, 0.339762054920811)	(42, 0.363762553377203)	(47, 0.38993665395192345)	(52, 0.41164800314748773)	(57, 0.43352074826273485)	(62, 0.45356057029011776)	(67, 0.4742356960013483)	(72, 0.49595341879374066)	(77, 0.5210688854952799)	(82, 0.5437227046218333)	(87, 0.5660860110929573)	(92, 0.5870317062695417)	(97, 0.6066708140963362)	(102, 0.6259766444889826)	(107, 0.6448513318961833)	(112, 0.6632268227518039)	(117, 0.678881404561458)	(122, 0.6935412940661104)	(127, 0.7068413458474727)	(132, 0.7216315856872577)	(137, 0.7374315266245751)	(140, 0.7428252343404503)
SRR14240749_2 - polya	(1, 0.03442050687097896)	(2, 0.04057616780767585)	(3, 0.04805075208802373)	(4, 0.05841195893187276)	(5, 0.06781404225302001)	(6, 0.07636391399826184)	(7, 0.08657503291680062)	(8, 0.10326563261089058)	(9, 0.12262594697642375)	(12, 0.16652399233100046)	(17, 0.24787473184761843)	(22, 0.32831589741687683)	(27, 0.402782535559299)	(32, 0.46609394005301163)	(37, 0.5324303358413677)	(42, 0.5868810015445385)	(47, 0.6360269842875315)	(52, 0.684465908982385)	(57, 0.7317024854755751)	(62, 0.7743058682744277)	(67, 0.8346950814223397)	(72, 0.9161101737069333)	(77, 0.956973770171573)	(82, 0.9914532842131877)	(87, 1.0323584118571598)	(92, 1.0708757022894155)	(97, 1.1081795421255325)	(102, 1.1416549062668524)	(107, 1.1739470429969936)	(112, 1.2039642168592473)	(117, 1.2307269499410407)	(122, 1.2556561431352768)	(127, 1.2805542907449627)	(132, 1.303629589661771)	(137, 1.3275069337794494)	(140, 1.3358771112141143)
SRR14240749_2 - polyg	(1, 1.3560670211668076)	(2, 1.3802640731253866)	(3, 1.3805334089913543)	(4, 1.3808027448573221)	(5, 1.3810792767197086)	(6, 1.3813928165636788)	(7, 1.3818985923119844)	(8, 1.383585539472492)	(9, 1.3875042735223733)	(12, 1.4024166397013835)	(17, 1.4152195509301426)	(22, 1.4161525632658383)	(27, 1.4166392182236593)	(32, 1.4170440444222017)	(37, 1.4175387177760326)	(42, 1.4179688327619904)	(47, 1.4183999757474361)	(52, 1.42001352374447)	(57, 1.4245745518747202)	(62, 1.4268822051263395)	(67, 1.427692679923015)	(72, 1.4284924635250102)	(77, 1.4300250051623564)	(82, 1.4369757209034022)	(87, 1.4494332243040504)	(92, 1.4612019680474524)	(97, 1.4721721617882453)	(102, 1.481421895585208)	(107, 1.488546960039491)	(112, 1.4949446120557632)	(117, 1.5018899821994693)	(122, 1.5088984715117646)	(127, 1.517121439419687)	(132, 1.526673816266042)	(137, 1.5385410423604358)	(140, 1.5466786863108186)
SRR14240750_1 - polya	(1, 0.08627625958642822)	(2, 0.09548539947804051)	(3, 0.10043087689402219)	(4, 0.10863120896572732)	(5, 0.1126791952867571)	(6, 0.11621697995174188)	(7, 0.12079835891318234)	(8, 0.13017447389222755)	(9, 0.14448099214741675)	(12, 0.1662241633591492)	(17, 0.19021987488232023)	(22, 0.21195376970030638)	(27, 0.24182259801408645)	(32, 0.274057602462697)	(37, 0.30039073330008514)	(42, 0.3218614104455208)	(47, 0.3455839321728642)	(52, 0.36504998062973026)	(57, 0.38480266965335624)	(62, 0.4026103308182324)	(67, 0.42030945817627724)	(72, 0.4391685985722934)	(77, 0.46212419444666375)	(82, 0.4820266972292919)	(87, 0.5018109259916551)	(92, 0.5209720130041127)	(97, 0.5377666919718959)	(102, 0.5540813175633094)	(107, 0.5709397717380982)	(112, 0.5869865414600881)	(117, 0.6008670413324797)	(122, 0.6136220827336049)	(127, 0.6252243003019118)	(132, 0.6379264662586832)	(137, 0.6513802520187462)	(140, 0.6559894601614255)
SRR14240750_2 - polya	(1, 0.029137152757042782)	(2, 0.0346264587563997)	(3, 0.041916544691751816)	(4, 0.05175068161201924)	(5, 0.06040439742807345)	(6, 0.06869517433880475)	(7, 0.07875078515976443)	(8, 0.09559439710455922)	(9, 0.11343985957395147)	(12, 0.1560597868215144)	(17, 0.23054737332533554)	(22, 0.3079760404664124)	(27, 0.3914670628305223)	(32, 0.45509616663464386)	(37, 0.51584193535258)	(42, 0.5631309034824858)	(47, 0.6095172785008791)	(52, 0.6529456434634298)	(57, 0.6960110695206574)	(62, 0.7367165810088334)	(67, 0.8150545666468887)	(72, 0.8962499134686397)	(77, 0.9321625442179601)	(82, 0.9627929644583091)	(87, 0.9988377838185141)	(92, 1.0329700426980808)	(97, 1.0660255441735491)	(102, 1.0957218315636488)	(107, 1.124722853242465)	(112, 1.1521930380433025)	(117, 1.177112214563915)	(122, 1.2001155838660786)	(127, 1.2234132467598426)	(132, 1.2452085976863976)	(137, 1.267808675770442)	(140, 1.275734890406945)
SRR14240750_2 - polyg	(1, 2.002692241375012)	(2, 2.0255005744986603)	(3, 2.025785823606358)	(4, 2.026066434517183)	(5, 2.0264166183811048)	(6, 2.0267795572864276)	(7, 2.027250334269051)	(8, 2.029153154536255)	(9, 2.035923762421816)	(12, 2.0657911992765343)	(17, 2.0937952405374696)	(22, 2.095246996158761)	(27, 2.095800101135883)	(32, 2.0963086794230223)	(37, 2.097002089855556)	(42, 2.097658162803261)	(47, 2.0982650708641115)	(52, 2.1005503104635053)	(57, 2.1067768578558472)	(62, 2.109396743359638)	(67, 2.1104751241326425)	(72, 2.1115504900776796)	(77, 2.1158718981043805)	(82, 2.14420849808112)	(87, 2.174561786058299)	(92, 2.197947342782809)	(97, 2.216153888878775)	(102, 2.228656612370002)	(107, 2.238664449763168)	(112, 2.2479396839602224)	(117, 2.2574145925326654)	(122, 2.2672784139129205)	(127, 2.277984531845338)	(132, 2.289462677647289)	(137, 2.301812572551545)	(140, 2.30968057781729)
SRR14240751_1 - polya	(1, 0.20739601281452857)	(2, 0.21504004219641687)	(3, 0.2191389761603172)	(4, 0.2254334371522854)	(5, 0.22869169971952638)	(6, 0.23132210236001707)	(7, 0.2348341525187024)	(8, 0.2423460008633801)	(9, 0.2536421923033969)	(12, 0.2706142374812364)	(17, 0.2888324854778973)	(22, 0.3055562946678553)	(27, 0.32862426491977265)	(32, 0.3536812954196349)	(37, 0.37400333680453957)	(42, 0.3905111621796954)	(47, 0.4079770357125536)	(52, 0.42276280653493004)	(57, 0.4378385825529464)	(62, 0.45178156708206807)	(67, 0.4659648567368385)	(72, 0.4804828287778262)	(77, 0.4972896476591525)	(82, 0.5129464915167465)	(87, 0.5288848809835993)	(92, 0.5432587756940275)	(97, 0.5567150696441396)	(102, 0.569457057269166)	(107, 0.5813403968764722)	(112, 0.5930741075496561)	(117, 0.6034439742809011)	(122, 0.613047984082548)	(127, 0.6219638594044765)	(132, 0.6320027448185463)	(137, 0.6425357229497092)	(140, 0.6459594761755378)
SRR14240751_2 - polya	(1, 0.04592101413733031)	(2, 0.05182686287989937)	(3, 0.057912477833074835)	(4, 0.06641304033608773)	(5, 0.07413241290918607)	(6, 0.08127415434967412)	(7, 0.09343216615230399)	(8, 0.11169165463257459)	(9, 0.12712907796839915)	(12, 0.16527520349700267)	(17, 0.23242581402072546)	(22, 0.31064526460046293)	(27, 0.41853988675812615)	(32, 0.5082157321949797)	(37, 0.6511100424714856)	(42, 0.7220190886072543)	(47, 0.7699616795276832)	(52, 0.8056878346270354)	(57, 0.8408353011454794)	(62, 0.8732706771424368)	(67, 0.952483600397849)	(72, 1.0344226253646924)	(77, 1.0646955195928844)	(82, 1.0901644262046948)	(87, 1.1206892574898102)	(92, 1.1489001275375172)	(97, 1.1760567216324325)	(102, 1.2006331418809972)	(107, 1.2237241116333892)	(112, 1.245690220759119)	(117, 1.26546133158093)	(122, 1.2837686695966708)	(127, 1.302017054869816)	(132, 1.3194919167132042)	(137, 1.3379063213690858)	(140, 1.3445032125741918)
SRR14240751_2 - polyg	(1, 5.115102123664164)	(2, 5.13396171405337)	(3, 5.13436354440649)	(4, 5.134935888297612)	(5, 5.13555581736213)	(6, 5.136095115993949)	(7, 5.136767917473351)	(8, 5.1399825602983125)	(9, 5.153742606271934)	(12, 5.212645384435791)	(17, 5.272062082472322)	(22, 5.274446628383602)	(27, 5.275202175192297)	(32, 5.2757435887207125)	(37, 5.276332058698373)	(42, 5.276885368520136)	(47, 5.277505826308803)	(52, 5.282455741790265)	(57, 5.297453266634252)	(62, 5.301290482144477)	(67, 5.302209404715164)	(72, 5.303088408612615)	(77, 5.3155308740073215)	(82, 5.400798217491128)	(87, 5.479213560368011)	(92, 5.533708894027118)	(97, 5.573655854006679)	(102, 5.600466133784103)	(107, 5.6213779669570405)	(112, 5.639957597909435)	(117, 5.654631807936406)	(122, 5.6667575675659565)	(127, 5.678844465970568)	(132, 5.691299620744846)	(137, 5.704766224815861)	(140, 5.713067987038909)
SRR14240752_1 - polya	(1, 0.12406196903255212)	(2, 0.13450127727795483)	(3, 0.1396490947075279)	(4, 0.14773215941832277)	(5, 0.1518297243943603)	(6, 0.155549428364543)	(7, 0.16029208684487253)	(8, 0.17070122367916135)	(9, 0.18554986814877833)	(12, 0.20723650376389072)	(17, 0.23217101994871925)	(22, 0.25624493254987085)	(27, 0.2893584872675136)	(32, 0.3227815144591531)	(37, 0.34973492906765896)	(42, 0.37233590211290823)	(47, 0.3964695828427426)	(52, 0.4163338652265766)	(57, 0.43692168678359866)	(62, 0.45556417069070676)	(67, 0.47457158499890656)	(72, 0.4953165852404934)	(77, 0.5203223634249051)	(82, 0.5426701839635703)	(87, 0.564910824156088)	(92, 0.5848932060634249)	(97, 0.6043526168447879)	(102, 0.6235680702162872)	(107, 0.6437047573404637)	(112, 0.6629498074295318)	(117, 0.6792038649635106)	(122, 0.6943458904878634)	(127, 0.7087488601133126)	(132, 0.7244063857475541)	(137, 0.7409368708766906)	(140, 0.7466217394240907)
SRR14240752_2 - polya	(1, 0.02878496293650471)	(2, 0.034414086210037304)	(3, 0.0425258855980835)	(4, 0.05269221440959872)	(5, 0.06218327830570803)	(6, 0.07116717514833164)	(7, 0.08219841774511143)	(8, 0.1004449377996964)	(9, 0.12030347324808013)	(12, 0.1667206088395367)	(17, 0.2503971383824558)	(22, 0.3342699257710013)	(27, 0.4231379494529154)	(32, 0.4989066958162726)	(37, 0.5744306227294487)	(42, 0.6305437004658163)	(47, 0.6815247648450994)	(52, 0.7298165507804317)	(57, 0.7771029103587406)	(62, 0.8196793689887863)	(67, 0.880949171904675)	(72, 0.9516971081119101)	(77, 0.9907190871659683)	(82, 1.0252725365606745)	(87, 1.0663665731913248)	(92, 1.105269878028335)	(97, 1.1440415780435342)	(102, 1.1805889266927092)	(107, 1.21747879269472)	(112, 1.2516382896643103)	(117, 1.2835343561068149)	(122, 1.3142459791530205)	(127, 1.3462592830787103)	(132, 1.3774680160413635)	(137, 1.4105861683073662)	(140, 1.4220806139014375)
SRR14240752_2 - polyg	(1, 1.7046890381358446)	(2, 1.7282572204173732)	(3, 1.7286207140846024)	(4, 1.7288936935184898)	(5, 1.7292916687984206)	(6, 1.7297715379085175)	(7, 1.7304439293561982)	(8, 1.7327757484151425)	(9, 1.737465247742557)	(12, 1.7571689032805562)	(17, 1.7750134252003953)	(22, 1.7767395172628817)	(27, 1.7775860408547053)	(32, 1.7782886037135)	(37, 1.7791253575150585)	(42, 1.7797787840757533)	(47, 1.7803891086205712)	(52, 1.7824577180358934)	(57, 1.7871986524355876)	(62, 1.789469553978759)	(67, 1.7905166456177972)	(72, 1.7915617258294276)	(77, 1.7948538578021107)	(82, 1.8103869622838542)	(87, 1.8263818330290256)	(92, 1.8412899582805533)	(97, 1.8534751855157456)	(102, 1.861289580994241)	(107, 1.868207454542495)	(112, 1.8749721722609993)	(117, 1.8816334451413994)	(122, 1.8888194132284082)	(127, 1.8968412730766577)	(132, 1.905655347976726)	(137, 1.9152527301786653)	(140, 1.9213614352155222)
SRR14240753_1 - polya	(1, 0.04712394621641157)	(2, 0.056721043715672485)	(3, 0.062185002178498004)	(4, 0.07166709059152768)	(5, 0.07645742440642732)	(6, 0.08071789493119017)	(7, 0.08626400274132372)	(8, 0.09766325154715459)	(9, 0.1144247989985173)	(12, 0.13981326015743303)	(17, 0.16780790935969614)	(22, 0.19438014261332065)	(27, 0.23363335986414963)	(32, 0.27545045824446224)	(37, 0.3076106954753474)	(42, 0.3333733469112513)	(47, 0.36081122891213424)	(52, 0.38311272297258236)	(57, 0.40573172426037607)	(62, 0.4266192226802847)	(67, 0.4478063608444994)	(72, 0.4702544914898924)	(77, 0.4991071906247879)	(82, 0.5242206568435901)	(87, 0.5491593503259943)	(92, 0.5694395596959284)	(97, 0.5906577092387518)	(102, 0.6104138057728605)	(107, 0.6319548022506045)	(112, 0.6522339847536973)	(117, 0.6680296612540857)	(122, 0.6823400775551451)	(127, 0.6950387236620207)	(132, 0.7094528535140565)	(137, 0.7251386552624204)	(140, 0.7299298105707932)
SRR14240753_2 - illumina_universal_adapter	(1, 1.026866841350408e-06)	(2, 2.053733682700816e-06)	(3, 2.053733682700816e-06)	(4, 5.13433420675204e-06)	(5, 5.13433420675204e-06)	(6, 6.161201048102448e-06)	(7, 6.161201048102448e-06)	(8, 6.161201048102448e-06)	(9, 6.161201048102448e-06)	(12, 8.420308099073346e-06)	(17, 1.4786882515445876e-05)	(22, 2.587704440203028e-05)	(27, 3.6145712815534355e-05)	(32, 5.873678332524333e-05)	(37, 8.995353530229573e-05)	(42, 0.00014129687736981613)	(47, 0.00020660560847970207)	(52, 0.00030847079914166255)	(57, 0.00046085783839806317)	(62, 0.0007340044181972716)	(67, 0.0012720826430648855)	(72, 0.002175109343348434)	(77, 0.0036767994121392708)	(82, 0.0060681669122761)	(87, 0.009709025984968107)	(92, 0.014882997251796273)	(97, 0.021839814728577017)	(102, 0.029975064592491486)	(107, 0.0387079509580719)	(112, 0.04828471649387407)	(117, 0.05848704930942692)	(122, 0.06858073961316488)	(127, 0.08321338672903993)	(132, 0.09256259857279886)	(137, 0.10212745245324137)	(140, 0.10278423648496908)
SRR14240753_2 - polya	(1, 0.020876202884653795)	(2, 0.026117331242906276)	(3, 0.03394205657399638)	(4, 0.044514677572540184)	(5, 0.05452046807465856)	(6, 0.06387727873304348)	(7, 0.07432462197694252)	(8, 0.0911405933708968)	(9, 0.11069316489704993)	(12, 0.15329437879741775)	(17, 0.22865593091075592)	(22, 0.3048642374214717)	(27, 0.37728710200823323)	(32, 0.43709572894247806)	(37, 0.4916272871790232)	(42, 0.5375294672275961)	(47, 0.5828153217979904)	(52, 0.6277302720652891)	(57, 0.6710484443942878)	(62, 0.7102907768565985)	(67, 0.7690191398737427)	(72, 0.8318412102406143)	(77, 0.8694456900909712)	(82, 0.901173821755016)	(87, 0.9365625283351069)	(92, 0.9703361787471219)	(97, 1.0037824640101145)	(102, 1.0331691339025117)	(107, 1.061489916013588)	(112, 1.0882248049748822)	(117, 1.1121542937256073)	(122, 1.1343013470131162)	(127, 1.1554203012190656)	(132, 1.1754425616384523)	(137, 1.1960014626691289)	(140, 1.203258946757057)
SRR14240753_2 - polyg	(1, 1.6485576987749786)	(2, 1.6781961564168755)	(3, 1.679197351587192)	(4, 1.680134881013345)	(5, 1.6810703567058152)	(6, 1.681945247254646)	(7, 1.683238072607906)	(8, 1.6861081654294803)	(9, 1.6922077544671017)	(12, 1.717016446607391)	(17, 1.7391593924275348)	(22, 1.7417002717397723)	(27, 1.742545588523572)	(32, 1.7431849158189965)	(37, 1.7441228559918862)	(42, 1.7449798790576772)	(47, 1.7456654153609628)	(52, 1.7493124356347027)	(57, 1.7557985373514087)	(62, 1.7581936015721742)	(67, 1.7590541159852258)	(72, 1.7598936823147142)	(77, 1.7631301612252819)	(82, 1.7752599231020496)	(87, 1.7913985731274493)	(92, 1.8067619386876292)	(97, 1.8198115678808784)	(102, 1.8285253545232099)	(107, 1.83607939775492)	(112, 1.8437106613730996)	(117, 1.8511954937797028)	(122, 1.8591834909385674)	(127, 1.868254832615057)	(132, 1.8790174239792505)	(137, 1.8920758842273357)	(140, 1.901712208039936)
SRR14240754_1 - polya	(1, 0.022613144501507424)	(2, 0.02980547424637726)	(3, 0.03391725362563618)	(4, 0.041257370968003346)	(5, 0.044718884918274034)	(6, 0.04773867816046938)	(7, 0.051489198968068174)	(8, 0.058661823699938366)	(9, 0.07009729957739808)	(12, 0.08889785248035784)	(17, 0.10884950655938011)	(22, 0.1275452944765584)	(27, 0.15373522725438446)	(32, 0.18173079605674447)	(37, 0.2039856377385417)	(42, 0.22203838539816498)	(47, 0.24254473559312723)	(52, 0.25852582955272135)	(57, 0.2754330591232987)	(62, 0.29075370673052137)	(67, 0.30590062180646393)	(72, 0.3223933892702821)	(77, 0.34367414647613037)	(82, 0.36259949779475453)	(87, 0.3806896849790771)	(92, 0.3979095674225821)	(97, 0.41344598492215107)	(102, 0.427904209793756)	(107, 0.44291286136181773)	(112, 0.4577264333011829)	(117, 0.4703534056313544)	(122, 0.4817586671555481)	(127, 0.4913819386708072)	(132, 0.5015612199695396)	(137, 0.5122462632685962)	(140, 0.5160907113048268)
SRR14240754_2 - illumina_universal_adapter	(1, 3.941002599928678e-05)	(2, 3.941002599928678e-05)	(3, 3.941002599928678e-05)	(4, 3.941002599928678e-05)	(5, 3.941002599928678e-05)	(6, 3.941002599928678e-05)	(7, 3.941002599928678e-05)	(8, 4.1052110415923725e-05)	(9, 4.433627924919762e-05)	(12, 4.8277281849126305e-05)	(17, 5.8129788348948e-05)	(22, 7.553588316529966e-05)	(27, 0.0001123185740979673)	(32, 0.0001477875974973254)	(37, 0.0001940943780464874)	(42, 0.00026798817679515006)	(47, 0.0003648711573767301)	(52, 0.000502149414607579)	(57, 0.0007862300186857712)	(62, 0.0012276223098777832)	(67, 0.002022062750646739)	(72, 0.003162326169559437)	(77, 0.004967305360326771)	(82, 0.00772173776079359)	(87, 0.011786225108853365)	(92, 0.01705994342132459)	(97, 0.024303506199993503)	(102, 0.032977981339319846)	(107, 0.04258516042729599)	(112, 0.052346695450435986)	(117, 0.0627581674856809)	(122, 0.07278243601548282)	(127, 0.0865940080438162)	(132, 0.09465105944248704)	(137, 0.1018542269445067)	(140, 0.10232813250714812)
SRR14240754_2 - polya	(1, 0.01884291868090899)	(2, 0.025733104893117628)	(3, 0.035611884743605514)	(4, 0.049045777356112395)	(5, 0.06014955218141144)	(6, 0.07223857765669266)	(7, 0.09410457374863028)	(8, 0.11942387336875539)	(9, 0.13847041051732736)	(12, 0.18683012500416885)	(17, 0.26696909920618517)	(22, 0.3615042274888577)	(27, 0.4813409208799556)	(32, 0.5873850904219531)	(37, 0.7454468816972926)	(42, 0.7940483110102631)	(47, 0.8426274079751673)	(52, 0.8830016659439032)	(57, 0.9210073813500822)	(62, 0.9567598285197516)	(67, 1.0457476672261414)	(72, 1.149443656052348)	(77, 1.1838331731562088)	(82, 1.2115863702986733)	(87, 1.2436602199581928)	(92, 1.2737918121697143)	(97, 1.30386855876172)	(102, 1.3309550696310297)	(107, 1.3568697890606274)	(112, 1.3808369963720935)	(117, 1.401405417358005)	(122, 1.4206985955859555)	(127, 1.439085343215923)	(132, 1.4563341263451606)	(137, 1.47424040007482)	(140, 1.480513162546373)
SRR14240754_2 - polyg	(1, 4.594870762127011)	(2, 4.615628351237719)	(3, 4.617728577206598)	(4, 4.62052997322138)	(5, 4.6230883407425)	(6, 4.625462794808957)	(7, 4.627553168271336)	(8, 4.640844199539596)	(9, 4.670513380779392)	(12, 4.778092242417178)	(17, 4.870341917608775)	(22, 4.882425688413924)	(27, 4.885295723557322)	(32, 4.886562755893199)	(37, 4.887497430343148)	(42, 4.8880941638201545)	(47, 4.888718812732243)	(52, 4.892907113245316)	(57, 4.917080894776396)	(62, 4.927113373728281)	(67, 4.92836661255506)	(72, 4.929468122781739)	(77, 4.944381861870519)	(82, 5.022712572712935)	(87, 5.1001263436171005)	(92, 5.169721165363008)	(97, 5.2296500213988235)	(102, 5.26829910547944)	(107, 5.294279508285704)	(112, 5.315170763067925)	(117, 5.335610773052456)	(122, 5.356853433899838)	(127, 5.3773890131974165)	(132, 5.4013072863932665)	(137, 5.428206271222197)	(140, 5.444647805652216)
SRR14240755_1 - polya	(1, 0.08647201330429187)	(2, 0.09546127349658359)	(3, 0.10094355477749292)	(4, 0.10987561058674279)	(5, 0.11478351316445634)	(6, 0.11912987883924882)	(7, 0.1249297028178599)	(8, 0.13553702984476412)	(9, 0.15175388871893608)	(12, 0.17672815491862198)	(17, 0.20331768610558773)	(22, 0.2277089345728021)	(27, 0.26252305511752044)	(32, 0.3020256001988938)	(37, 0.33297830814464796)	(42, 0.35720588203017933)	(47, 0.3828381153784854)	(52, 0.4037410639165352)	(57, 0.4255202902078751)	(62, 0.44549699471520227)	(67, 0.46549004333196986)	(72, 0.4864245126525121)	(77, 0.5128529376178498)	(82, 0.5373410833053187)	(87, 0.5606832734337288)	(92, 0.5818327845370528)	(97, 0.6015024532741757)	(102, 0.6212701866679418)	(107, 0.642650383201655)	(112, 0.6636572335782912)	(117, 0.6801362986653446)	(122, 0.6954497952620107)	(127, 0.7085976973578065)	(132, 0.7229377854936503)	(137, 0.7381151590074045)	(140, 0.7431923398614664)
SRR14240755_2 - polya	(1, 0.026938594667159917)	(2, 0.033318634530909816)	(3, 0.04404037032389775)	(4, 0.058687027255390205)	(5, 0.07191641641111095)	(6, 0.08538279515371938)	(7, 0.1036344956532374)	(8, 0.12923637565543966)	(9, 0.1548277487301444)	(12, 0.21349866536337184)	(17, 0.3145610651652252)	(22, 0.4234546282618698)	(27, 0.5453233128687961)	(32, 0.6300266600443448)	(37, 0.7067905058282393)	(42, 0.76349942886677)	(47, 0.8189687679478752)	(52, 0.8698727302876847)	(57, 0.9187673011154202)	(62, 0.9664573110773883)	(67, 1.0596206027866333)	(72, 1.14455580282896)	(77, 1.1848227852575945)	(82, 1.2198472778395402)	(87, 1.258947524341399)	(92, 1.2963412123303883)	(97, 1.3331747643401233)	(102, 1.3663958011889452)	(107, 1.3984339914888284)	(112, 1.4296724878625142)	(117, 1.4580467958003858)	(122, 1.484417549408126)	(127, 1.5100955462628654)	(132, 1.5338528767710653)	(137, 1.5574778199927963)	(140, 1.5659279580608283)
SRR14240755_2 - polyg	(1, 2.221202998368905)	(2, 2.2421888348905457)	(3, 2.2433516015336004)	(4, 2.244628776942739)	(5, 2.245859254896333)	(6, 2.2470570446310463)	(7, 2.248460303170155)	(8, 2.2528627057916006)	(9, 2.2647320315545914)	(12, 2.3113491674754276)	(17, 2.3515853295834033)	(22, 2.3542942489795324)	(27, 2.3552106865445905)	(32, 2.3558742573878764)	(37, 2.356631456629528)	(42, 2.357307168811255)	(47, 2.357983814942093)	(52, 2.3618062351656777)	(57, 2.370654702529503)	(62, 2.374156311233498)	(67, 2.375351532608156)	(72, 2.376581543587195)	(77, 2.3860942822561393)	(82, 2.4271693641529692)	(87, 2.4772785357994134)	(92, 2.5221676323778306)	(97, 2.557430748957608)	(102, 2.5782447388428453)	(107, 2.5931662103002164)	(112, 2.605451143417552)	(117, 2.619346905263891)	(122, 2.6345361866288095)	(127, 2.6501562520211244)	(132, 2.6673005223624076)	(137, 2.684687619472521)	(140, 2.695931666305773)
SRR14240756_1 - polya	(1, 0.014432628654315072)	(2, 0.02194057391300864)	(3, 0.0269541439700536)	(4, 0.03554174416677417)	(5, 0.03973094715291181)	(6, 0.04355671949488601)	(7, 0.048088079136260446)	(8, 0.056870690898141896)	(9, 0.07154265192788167)	(12, 0.09371440318722649)	(17, 0.11654422983736867)	(22, 0.13800259333470682)	(27, 0.16896688421743217)	(32, 0.20214686104686713)	(37, 0.22718563688055884)	(42, 0.24753668925426534)	(47, 0.2704622488545774)	(52, 0.2889766468509506)	(57, 0.30855084406235256)	(62, 0.3266574906042985)	(67, 0.34391140475676824)	(72, 0.36290730403584764)	(77, 0.3865547609937371)	(82, 0.4072188955711473)	(87, 0.42621585854967303)	(92, 0.44553618615988394)	(97, 0.4632765655258094)	(102, 0.47943912404634254)	(107, 0.4962349383039252)	(112, 0.5127853925558874)	(117, 0.5269545783139942)	(122, 0.539582818140848)	(127, 0.5505566507621735)	(132, 0.5620839616620736)	(137, 0.5736555933722377)	(140, 0.5781241947462785)
