Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
SRR14240766_1 - polya	(1, 0.054653046255633254)	(2, 0.06407412821705256)	(3, 0.06920290015323753)	(4, 0.07826533474735882)	(5, 0.08260233246372614)	(6, 0.08616245185732013)	(7, 0.0910414310584541)	(8, 0.10078793107838022)	(9, 0.11572851581383951)	(12, 0.13902019876764182)	(17, 0.1650153724511659)	(22, 0.18945060196267882)	(27, 0.22347374748250748)	(32, 0.2603889887054038)	(37, 0.2896003011446213)	(42, 0.3128069629014476)	(47, 0.337510776895052)	(52, 0.35730123654049717)	(57, 0.3779774291409625)	(62, 0.39688261416668097)	(67, 0.41595463323929593)	(72, 0.4359788438845135)	(77, 0.4596035074291683)	(82, 0.48089730683785614)	(87, 0.5013140816621035)	(92, 0.5202740377554156)	(97, 0.5382013644320858)	(102, 0.5554370631506055)	(107, 0.5729560130806143)	(112, 0.5900757529698352)	(117, 0.6042648969913198)	(122, 0.6177482046605504)	(127, 0.6297112141606722)	(132, 0.6433558558532751)	(137, 0.6577088547422474)	(140, 0.6625397087375459)
SRR14240766_2 - polya	(1, 0.02654219685652114)	(2, 0.03200669939532054)	(3, 0.03925756374120492)	(4, 0.04883562554070674)	(5, 0.056894305841687275)	(6, 0.06458173455479384)	(7, 0.07310677101708521)	(8, 0.08870162938426068)	(9, 0.10582732763229923)	(12, 0.14564933128766072)	(17, 0.21782797333506093)	(22, 0.28797137751091256)	(27, 0.35061137459406677)	(32, 0.404489834203395)	(37, 0.45526971805985667)	(42, 0.49930130221994473)	(47, 0.5415698996729251)	(52, 0.5843399159371822)	(57, 0.6250400900152183)	(62, 0.6608745766156371)	(67, 0.7062731457891007)	(72, 0.7593499769697974)	(77, 0.7945393566443733)	(82, 0.8247516733649697)	(87, 0.8590188824286784)	(92, 0.8907471431330934)	(97, 0.922236152814212)	(102, 0.9501483138635175)	(107, 0.9770505330932175)	(112, 1.0034034374734524)	(117, 1.0261953057895057)	(122, 1.0473376253836353)	(127, 1.067678774884427)	(132, 1.0872075250771853)	(137, 1.107256714995908)	(140, 1.1142589324449756)
SRR14240766_2 - polyg	(1, 0.9607624425943638)	(2, 0.9800411708844247)	(3, 0.9807458613984447)	(4, 0.9813669057213696)	(5, 0.9820051376178074)	(6, 0.982611286043688)	(7, 0.9833916018811639)	(8, 0.9852948391881351)	(9, 0.9882648518911269)	(12, 0.9985297291281956)	(17, 1.0072126620991568)	(22, 1.0089295861092507)	(27, 1.0098806318436193)	(32, 1.010819990027999)	(37, 1.01181939013585)	(42, 1.0126102476850805)	(47, 1.013266354657971)	(52, 1.0146904024154086)	(57, 1.017496331083266)	(62, 1.0195817566694716)	(67, 1.0207631158889103)	(72, 1.0219582251671588)	(77, 1.023939608641701)	(82, 1.0283680442491558)	(87, 1.0347169047370945)	(92, 1.0416180592539075)	(97, 1.0484188383414064)	(102, 1.0542330507092772)	(107, 1.060037638035981)	(112, 1.0662652688387435)	(117, 1.0744064494925851)	(122, 1.0844116797857886)	(127, 1.0971987761439324)	(132, 1.1133594494311452)	(137, 1.1337216823554457)	(140, 1.1483487657500335)
SRR14240767_1 - polya	(1, 0.03843621116155657)	(2, 0.049017123890935876)	(3, 0.05460458627676357)	(4, 0.06424468703385945)	(5, 0.06906356579102223)	(6, 0.07331772304053792)	(7, 0.07861462332284595)	(8, 0.08978017512342006)	(9, 0.10624379882768736)	(12, 0.1314263945560378)	(17, 0.15953031104614598)	(22, 0.18601949894322678)	(27, 0.22230391026879864)	(32, 0.2604701798632144)	(37, 0.2911270593515861)	(42, 0.3159560597458952)	(47, 0.3433787955626715)	(52, 0.3653942643626576)	(57, 0.38805787411291426)	(62, 0.4090048242096344)	(67, 0.4299932497033893)	(72, 0.45265803107503116)	(77, 0.47917440058824773)	(82, 0.5028411525684782)	(87, 0.5252610650706215)	(92, 0.5462848735302083)	(97, 0.5662964011130168)	(102, 0.5854713910268213)	(107, 0.6053160797243831)	(112, 0.6247860839029707)	(117, 0.6408447952565268)	(122, 0.6556318287586302)	(127, 0.6689667547159666)	(132, 0.6836138966246819)	(137, 0.6988173243670711)	(140, 0.7040214322356745)
SRR14240767_2 - illumina_universal_adapter	(1, 1.1716213851599271e-06)	(2, 1.1716213851599271e-06)	(3, 1.1716213851599271e-06)	(4, 1.1716213851599271e-06)	(5, 2.3432427703198543e-06)	(6, 2.3432427703198543e-06)	(7, 2.3432427703198543e-06)	(8, 2.3432427703198543e-06)	(9, 3.5148641554797816e-06)	(12, 8.201349696119489e-06)	(17, 1.382513234488714e-05)	(22, 2.57756704735184e-05)	(27, 4.124107275762944e-05)	(32, 7.146890449475557e-05)	(37, 0.00010568024894142542)	(42, 0.00015582564422627032)	(47, 0.00020901725511253102)	(52, 0.0002964202104454616)	(57, 0.00044357585642154846)	(62, 0.0007505406593334494)	(67, 0.001349942159981268)	(72, 0.002390576274280315)	(77, 0.004148945649128334)	(82, 0.0069254540076803305)	(87, 0.010985122107259477)	(92, 0.016583832058384707)	(97, 0.02368104576112948)	(102, 0.03209984838633466)	(107, 0.04097722362169142)	(112, 0.0505029741315957)	(117, 0.06090486311332255)	(122, 0.07229911540827988)	(127, 0.09041894310260926)	(132, 0.100666178061495)	(137, 0.1096147878770695)	(140, 0.11014998452581055)
SRR14240767_2 - polya	(1, 0.024588818010351392)	(2, 0.030642585707472737)	(3, 0.037480168111266074)	(4, 0.04698084592352792)	(5, 0.05481664974747751)	(6, 0.06230799688419009)	(7, 0.07063353844713653)	(8, 0.08537722195798905)	(9, 0.1024477455397692)	(12, 0.1395684602100682)	(17, 0.2050215575405816)	(22, 0.270262357076104)	(27, 0.3287386833822671)	(32, 0.3780161415449855)	(37, 0.42429776382585)	(42, 0.46416593064434897)	(47, 0.5035246764845805)	(52, 0.5431868722635684)	(57, 0.5820715800913642)	(62, 0.6155858098138639)	(67, 0.6580233423300187)	(72, 0.7093466857555033)	(77, 0.7443854292243731)	(82, 0.7727173432360335)	(87, 0.8050695588687315)	(92, 0.8353323049231355)	(97, 0.8653923604779067)	(102, 0.8920284696966865)	(107, 0.9174407032165283)	(112, 0.9421970630849577)	(117, 0.9639573527472558)	(122, 0.9845446150787321)	(127, 1.0044893602425866)	(132, 1.0236920004210808)	(137, 1.0437890563650059)	(140, 1.050961956809232)
SRR14240767_2 - polyg	(1, 0.8030035217181406)	(2, 0.8240563863880793)	(3, 0.8247546727336347)	(4, 0.8253111928915856)	(5, 0.825900518448321)	(6, 0.8264722696842791)	(7, 0.8273837911219335)	(8, 0.8291341934713624)	(9, 0.8318148632006084)	(12, 0.8429459693324588)	(17, 0.8535728096201364)	(22, 0.8554476381606693)	(27, 0.8563376017648368)	(32, 0.8571251656599411)	(37, 0.8580380930432578)	(42, 0.8590154596027583)	(47, 0.8599180767178854)	(52, 0.8624356567503171)	(57, 0.8664217470269081)	(62, 0.8685147314693579)	(67, 0.8695152961322845)	(72, 0.8705631942991715)	(77, 0.8721821407291855)	(82, 0.8754659611475117)	(87, 0.8809896873299866)	(92, 0.8876880811132232)	(97, 0.8945195710858135)	(102, 0.9002089645321503)	(107, 0.9058355590722422)	(112, 0.9120430434950965)	(117, 0.9194842452365244)	(122, 0.9285973506945752)	(127, 0.9402779472560656)	(132, 0.955152618037779)	(137, 0.9742615285054604)	(140, 0.988068149232462)
SRR14240768_1 - polya	(1, 0.04682649299252616)	(2, 0.055382105806878586)	(3, 0.060344696096847394)	(4, 0.0687261829361132)	(5, 0.07299059503751351)	(6, 0.0766522633789986)	(7, 0.0815261163932021)	(8, 0.09123531379250342)	(9, 0.10567270113069539)	(12, 0.1279665185217381)	(17, 0.1535054413446356)	(22, 0.1764137225131475)	(27, 0.20543282083426667)	(32, 0.23719105468655624)	(37, 0.2633451110022117)	(42, 0.285005712587699)	(47, 0.3082307690878108)	(52, 0.3276103203996633)	(57, 0.3472935875949843)	(62, 0.3666677811845265)	(67, 0.38537292920056265)	(72, 0.40579790607822386)	(77, 0.42868341692691664)	(82, 0.4495835568019776)	(87, 0.47018132022414766)	(92, 0.48937335125513776)	(97, 0.5074539897643728)	(102, 0.5249322193713372)	(107, 0.5423220465601807)	(112, 0.5593609429376957)	(117, 0.5741653342541472)	(122, 0.5885397683551925)	(127, 0.6020254902680071)	(132, 0.6164226946888715)	(137, 0.6312428243146095)	(140, 0.6369578397315393)
SRR14240768_2 - polya	(1, 0.02437428793568349)	(2, 0.03026443390063297)	(3, 0.03769157645336631)	(4, 0.04747779111087902)	(5, 0.056381655875404696)	(6, 0.06468110259179315)	(7, 0.07345939573966981)	(8, 0.0882383378751471)	(9, 0.10484560274903393)	(12, 0.14221437643320117)	(17, 0.2041275457364058)	(22, 0.26466411526349287)	(27, 0.31854907254227094)	(32, 0.36479693152527837)	(37, 0.40808933693883487)	(42, 0.444101267447904)	(47, 0.47867531923193096)	(52, 0.5134144558346458)	(57, 0.5474493868111929)	(62, 0.5776793303744531)	(67, 0.6175531740963569)	(72, 0.6652439346690727)	(77, 0.6959677932578188)	(82, 0.7215964579294148)	(87, 0.7501514435553992)	(92, 0.7771925377710632)	(97, 0.8038040096289656)	(102, 0.8279184480325966)	(107, 0.8518885627914926)	(112, 0.8754139865986288)	(117, 0.8968354998260164)	(122, 0.9174078140672123)	(127, 0.9376020740278836)	(132, 0.9566367219660069)	(137, 0.9760427270317666)	(140, 0.9831186039155273)
SRR14240768_2 - polyg	(1, 1.0513860318788162)	(2, 1.0748963870919543)	(3, 1.0757619941027217)	(4, 1.0764886351910639)	(5, 1.0772537849085118)	(6, 1.0780206089141817)	(7, 1.0791725192109087)	(8, 1.0814311340223688)	(9, 1.0854109171260313)	(12, 1.098392678284028)	(17, 1.110029651142125)	(22, 1.1123542329095313)	(27, 1.113642430267528)	(32, 1.115186458865844)	(37, 1.1168011424271282)	(42, 1.1179125349488832)	(47, 1.1186492217665573)	(52, 1.1206479870459651)	(57, 1.1239577200031887)	(62, 1.1258516748399)	(67, 1.1269285770242818)	(72, 1.1279378379644955)	(77, 1.1294751694099239)	(82, 1.133331724900448)	(87, 1.139649484077293)	(92, 1.1471044198145113)	(97, 1.154665170567359)	(102, 1.1611021390656096)	(107, 1.1667394675090388)	(112, 1.1723151821458995)	(117, 1.1779699231868377)	(122, 1.1846315811644783)	(127, 1.1926537657513059)	(132, 1.2028002872341903)	(137, 1.2156353807439408)	(140, 1.2251436635566038)
SRR14240769_1 - polya	(1, 0.04129153614297468)	(2, 0.0500275093877761)	(3, 0.05505398434947166)	(4, 0.06426779127141892)	(5, 0.06896481248729287)	(6, 0.07289981473382372)	(7, 0.07842256607599354)	(8, 0.08876556942445915)	(9, 0.10545621593669371)	(12, 0.13011360730399457)	(17, 0.15583246007831658)	(22, 0.17987403281538708)	(27, 0.21334871298307378)	(32, 0.25200864302202003)	(37, 0.28215055903731906)	(42, 0.3053767966263333)	(47, 0.3304104191415343)	(52, 0.3507367931235609)	(57, 0.37161913078047026)	(62, 0.3909301501137969)	(67, 0.4099823009567681)	(72, 0.43085055509477205)	(77, 0.45568583471872265)	(82, 0.47847347129039886)	(87, 0.49976691357059294)	(92, 0.51954688055128)	(97, 0.53830294217536)	(102, 0.556368576051199)	(107, 0.5758615075037199)	(112, 0.595647342617284)	(117, 0.6112726715208924)	(122, 0.6253939141375972)	(127, 0.6378068594432706)	(132, 0.6517758659270461)	(137, 0.666805998495964)	(140, 0.6719951045688285)
SRR14240769_2 - polya	(1, 0.02331912174941381)	(2, 0.029214918681636094)	(3, 0.03691390901656137)	(4, 0.047667681666433044)	(5, 0.05751608524381786)	(6, 0.06689168497223733)	(7, 0.07815766179182146)	(8, 0.09545356429510743)	(9, 0.11446799142672492)	(12, 0.15731827132283116)	(17, 0.23015873408412518)	(22, 0.3072706945972243)	(27, 0.3903708332201273)	(32, 0.4782241594735862)	(37, 0.5843148044047781)	(42, 0.6295416781161624)	(47, 0.671257396435691)	(52, 0.7126634450002414)	(57, 0.7530477678003963)	(62, 0.7880696231163996)	(67, 0.8373364548223474)	(72, 0.8945953481852031)	(77, 0.9305944991166741)	(82, 0.9601747509851526)	(87, 0.993819104023461)	(92, 1.0257970749855756)	(97, 1.0572821227860028)	(102, 1.0854302149105586)	(107, 1.1125483658846906)	(112, 1.1390515365332896)	(117, 1.1625842583194343)	(122, 1.1843672705425288)	(127, 1.2053523843552592)	(132, 1.2253446100851626)	(137, 1.2455718964520337)	(140, 1.2529394211098652)
SRR14240769_2 - polyg	(1, 1.7294913303743804)	(2, 1.751044144127748)	(3, 1.7521104677020105)	(4, 1.7532564302224636)	(5, 1.7543940096959494)	(6, 1.7553874007615948)	(7, 1.7566850964321592)	(8, 1.760302381198623)	(9, 1.7676819774440875)	(12, 1.7953661517494637)	(17, 1.8208454170414552)	(22, 1.82323575905376)	(27, 1.8241148053587686)	(32, 1.8247499049970244)	(37, 1.8254609550408052)	(42, 1.8261146650433286)	(47, 1.826670461057272)	(52, 1.8284474993534368)	(57, 1.8331143416002278)	(62, 1.8355402277316741)	(67, 1.8365832464353673)	(72, 1.8375729489603465)	(77, 1.8414881672160344)	(82, 1.8581858554877215)	(87, 1.8810204371224153)	(92, 1.9028713520259466)	(97, 1.921381958034819)	(102, 1.9336139971869344)	(107, 1.9440643035365839)	(112, 1.9550546457718774)	(117, 1.9657877961262091)	(122, 1.9752054787504054)	(127, 1.9848677786851119)	(132, 1.9959558672480469)	(137, 2.008649309305252)	(140, 2.01752527943441)
SRR14240770_1 - polya	(1, 0.0932427570920068)	(2, 0.1016763683322957)	(3, 0.10684687042185347)	(4, 0.1151349329086565)	(5, 0.11933354493461522)	(6, 0.12310724850281686)	(7, 0.12755587572629562)	(8, 0.13735928854172955)	(9, 0.15180734988574013)	(12, 0.1743089524185983)	(17, 0.19982881353785578)	(22, 0.22218322402485002)	(27, 0.2521714318761231)	(32, 0.2842111728833845)	(37, 0.31002893943518)	(42, 0.3311630879534332)	(47, 0.3543398488976225)	(52, 0.37328442770012976)	(57, 0.3928095582242024)	(62, 0.4111090273902917)	(67, 0.42949817336901275)	(72, 0.44882869112431134)	(77, 0.472385522119942)	(82, 0.4930302042655856)	(87, 0.5137251242067871)	(92, 0.5335714010127447)	(97, 0.5513537025918512)	(102, 0.56819345861411)	(107, 0.5840397270158006)	(112, 0.5996538216800762)	(117, 0.613215209408093)	(122, 0.626281027106096)	(127, 0.6383794151055262)	(132, 0.651960757098134)	(137, 0.6660580928974544)	(140, 0.6707567353184533)
SRR14240770_2 - illumina_universal_adapter	(1, 5.751523323231115e-05)	(2, 5.986279377240548e-05)	(3, 5.986279377240548e-05)	(4, 6.103657404245265e-05)	(5, 6.103657404245265e-05)	(6, 6.103657404245265e-05)	(7, 6.103657404245265e-05)	(8, 6.103657404245265e-05)	(9, 6.103657404245265e-05)	(12, 6.385364669056586e-05)	(17, 6.690547539268848e-05)	(22, 7.864327809316015e-05)	(27, 0.00010540546825023554)	(32, 0.0001685548467787731)	(37, 0.0002382773948195748)	(42, 0.0003169206729127349)	(47, 0.0004242041895950459)	(52, 0.0006077834238304227)	(57, 0.0009873839631636763)	(62, 0.0016695850561150895)	(67, 0.002923651896633482)	(72, 0.004654038770737014)	(77, 0.00739411143313512)	(82, 0.011423464344153032)	(87, 0.016699841414069057)	(92, 0.023153754850896397)	(97, 0.031376555154684814)	(102, 0.04077994365408667)	(107, 0.05040095101555527)	(112, 0.060172671763697935)	(117, 0.07108131608140829)	(122, 0.08173149398365423)	(127, 0.09595019866289758)	(132, 0.10432887698654827)	(137, 0.11260027179351666)	(140, 0.11317706741821783)
SRR14240770_2 - polya	(1, 0.03710436811646098)	(2, 0.044391196032913784)	(3, 0.0541194869110647)	(4, 0.06693716745997975)	(5, 0.07725000091261416)	(6, 0.08752527339660705)	(7, 0.0993769327832733)	(8, 0.11882764563822489)	(9, 0.13914460833247128)	(12, 0.18642940748710532)	(17, 0.27009270903920324)	(22, 0.3541919525835966)	(27, 0.4264726373449391)	(32, 0.4852748032653299)	(37, 0.5401455095492248)	(42, 0.589276195556535)	(47, 0.6385094699594474)	(52, 0.6856149154888183)	(57, 0.7311843521568056)	(62, 0.7763370968289258)	(67, 0.8539354757256901)	(72, 0.9289224282776531)	(77, 0.9676703235282341)	(82, 1.0003185522274882)	(87, 1.0378776428205654)	(92, 1.0733138344172353)	(97, 1.1068384074661064)	(102, 1.1370266274753953)	(107, 1.1656260185111487)	(112, 1.1929542055144409)	(117, 1.2175035851064233)	(122, 1.2403467576978653)	(127, 1.2624537353039336)	(132, 1.2826519114348511)	(137, 1.302930608892294)	(140, 1.3101723636463771)
SRR14240770_2 - polyg	(1, 2.3815520429346284)	(2, 2.4061838219015685)	(3, 2.4075864893242747)	(4, 2.4090044158904917)	(5, 2.410431732698869)	(6, 2.4118085769556346)	(7, 2.413543424194764)	(8, 2.4179591855706817)	(9, 2.426926866833842)	(12, 2.4591452571982044)	(17, 2.487459419628337)	(22, 2.49098498604745)	(27, 2.4925449400263426)	(32, 2.4943739244431304)	(37, 2.4959601711000716)	(42, 2.4968703203214666)	(47, 2.4976100366476506)	(52, 2.5012766914552236)	(57, 2.5083543517275535)	(62, 2.511226826804413)	(67, 2.512260692466271)	(72, 2.513333762389148)	(77, 2.517794596927435)	(82, 2.533839938462926)	(87, 2.5548874619972497)	(92, 2.5758166684803525)	(97, 2.5941748266599447)	(102, 2.606324860991257)	(107, 2.6165440267783415)	(112, 2.6276282686244508)	(117, 2.6397203182104225)	(122, 2.6512381544882877)	(127, 2.664214060617605)	(132, 2.680146484491117)	(137, 2.69958146869045)	(140, 2.7136802130260946)
SRR14240771_1 - polya	(1, 0.15519060244919086)	(2, 0.16571905593169775)	(3, 0.17164524233714296)	(4, 0.18009346511023275)	(5, 0.18448755935172284)	(6, 0.1883305197551528)	(7, 0.1934509724516949)	(8, 0.2046024467946176)	(9, 0.2204984646130142)	(12, 0.2447076175083239)	(17, 0.27200371895528985)	(22, 0.2972591275551343)	(27, 0.3306728146045675)	(32, 0.36561230370349956)	(37, 0.39382855903661806)	(42, 0.4177384822013723)	(47, 0.4441842200797227)	(52, 0.46563950096029083)	(57, 0.48702109764294443)	(62, 0.5067642692744083)	(67, 0.5262926784265847)	(72, 0.5474936589655697)	(77, 0.5726771805430586)	(82, 0.5961851354411407)	(87, 0.6188508140606224)	(92, 0.6406945843911709)	(97, 0.6612413930267192)	(102, 0.681100182952472)	(107, 0.7020834057195711)	(112, 0.7227359481838342)	(117, 0.7402443320078166)	(122, 0.7563898576996392)	(127, 0.77099819923009)	(132, 0.7869532243126702)	(137, 0.8032889510844757)	(140, 0.8091094036612061)
SRR14240771_2 - polya	(1, 0.02998138126120988)	(2, 0.035915055898150465)	(3, 0.04520345824502212)	(4, 0.05759947666247725)	(5, 0.06884530272224172)	(6, 0.08037418393253164)	(7, 0.09499720239671333)	(8, 0.11702308651722952)	(9, 0.13793771708383104)	(12, 0.18896162790558357)	(17, 0.2781898967582547)	(22, 0.3747775995245871)	(27, 0.48035387584871614)	(32, 0.5467993501413179)	(37, 0.6065419586577734)	(42, 0.6566364301863192)	(47, 0.7078466482076768)	(52, 0.7544653822053261)	(57, 0.7986513395547558)	(62, 0.8425099114232072)	(67, 0.945304159982172)	(72, 1.0596749149037372)	(77, 1.0980682758975995)	(82, 1.1298201746135774)	(87, 1.165888889022013)	(92, 1.2003886691675363)	(97, 1.234832736870734)	(102, 1.26623119106013)	(107, 1.297021301322841)	(112, 1.3267157335531479)	(117, 1.3539195799880908)	(122, 1.3798504270688188)	(127, 1.40546796654378)	(132, 1.4296187112334255)	(137, 1.4541795114797584)	(140, 1.4631525095160445)
SRR14240771_2 - polyg	(1, 3.1544759256352717)	(2, 3.1842596175850035)	(3, 3.185586532205985)	(4, 3.186879000962088)	(5, 3.1883991119556505)	(6, 3.18976197008781)	(7, 3.191475277453953)	(8, 3.1958678740491444)	(9, 3.209095086162587)	(12, 3.2627135194328596)	(17, 3.3149786795072864)	(22, 3.318664087520053)	(27, 3.3202186443784947)	(32, 3.3221736718573083)	(37, 3.3248966923582897)	(42, 3.3261532176032147)	(47, 3.327023050573718)	(52, 3.332546070595452)	(57, 3.3457415326073545)	(62, 3.3502194950415927)	(67, 3.351267547921686)	(72, 3.3523006243387896)	(77, 3.3568720399020906)	(82, 3.38372363992749)	(87, 3.426777376674818)	(92, 3.4701441214986533)	(97, 3.5071090274524557)	(102, 3.5293984973216093)	(107, 3.5477521527167903)	(112, 3.5647360608068355)	(117, 3.5817319500672746)	(122, 3.597716029488056)	(127, 3.614003232519772)	(132, 3.631919575195622)	(137, 3.6508366451285164)	(140, 3.663004721779252)
SRR14240772_1 - polya	(1, 0.0837487157143402)	(2, 0.09346132465470196)	(3, 0.09851872312245816)	(4, 0.10650007454346462)	(5, 0.11034628617524996)	(6, 0.11387120969596667)	(7, 0.11838080037722461)	(8, 0.12793623239994129)	(9, 0.14180709538211905)	(12, 0.16240351244182433)	(17, 0.1864920307835616)	(22, 0.2097768665625755)	(27, 0.24208342627189064)	(32, 0.27550987151942696)	(37, 0.3019340850858752)	(42, 0.323198735188098)	(47, 0.3459144980682264)	(52, 0.3649467736548372)	(57, 0.38436390154715244)	(62, 0.4020571684809429)	(67, 0.4195648279663965)	(72, 0.4391543881830695)	(77, 0.4619436543864495)	(82, 0.4818290770363368)	(87, 0.5013962164279928)	(92, 0.5194123894705334)	(97, 0.5360467924929531)	(102, 0.5518574035528918)	(107, 0.5688822063016388)	(112, 0.5852142749001176)	(117, 0.5989233381141312)	(122, 0.6116121382186076)	(127, 0.6234068790327149)	(132, 0.6363628798971879)	(137, 0.6498969682190584)	(140, 0.6546927133474407)
SRR14240772_2 - illumina_universal_adapter	(1, 7.280989567382092e-05)	(2, 7.39656083035641e-05)	(3, 7.858845882253686e-05)	(4, 7.858845882253686e-05)	(5, 7.858845882253686e-05)	(6, 7.974417145228005e-05)	(7, 8.089988408202323e-05)	(8, 8.089988408202323e-05)	(9, 8.089988408202323e-05)	(12, 8.783415986048237e-05)	(17, 0.00010540099183257885)	(22, 0.00012019411349329166)	(27, 0.00016064405553430327)	(32, 0.0002255951053258705)	(37, 0.00030048528373322915)	(42, 0.0004183679719670344)	(47, 0.0005593649127957035)	(52, 0.0007609211954229157)	(57, 0.0012507122079080794)	(62, 0.0018907458622598571)	(67, 0.003078356160583959)	(72, 0.004943445202463518)	(77, 0.008027579926196191)	(82, 0.012986742820424219)	(87, 0.019760836828400942)	(92, 0.029144067669285893)	(97, 0.04107749399896217)	(102, 0.05474633841346081)	(107, 0.06841310254522592)	(112, 0.0825782099629363)	(117, 0.09823048839260021)	(122, 0.11505858885176483)	(127, 0.14154105033475214)	(132, 0.153687821215879)	(137, 0.1638333601073426)	(140, 0.16449604572923734)
SRR14240772_2 - polya	(1, 0.025525069140508075)	(2, 0.030933804247706198)	(3, 0.03867823457961531)	(4, 0.048606961781739046)	(5, 0.05769086305152051)	(6, 0.066770141470783)	(7, 0.07713457233431993)	(8, 0.09522147498980084)	(9, 0.11380417836344157)	(12, 0.1549193485941334)	(17, 0.2276379429702046)	(22, 0.30011730483191895)	(27, 0.3674798645967083)	(32, 0.4214488706954039)	(37, 0.47250039583157566)	(42, 0.5158477094353536)	(47, 0.559691054899817)	(52, 0.5978734887612726)	(57, 0.6344890074393221)	(62, 0.6684380659380283)	(67, 0.7309863891723596)	(72, 0.7978857393151477)	(77, 0.8293865361790062)	(82, 0.8562510762573865)	(87, 0.8861216248857289)	(92, 0.9134923670959371)	(97, 0.9413055161008106)	(102, 0.9664961220062709)	(107, 0.9912521799629479)	(112, 1.0154116590601514)	(117, 1.036811527540054)	(122, 1.056770684655719)	(127, 1.0764656458642246)	(132, 1.0952868883246443)	(137, 1.1145896006666152)	(140, 1.12132671187044)
SRR14240772_2 - polyg	(1, 2.5473986642273427)	(2, 2.5709983161266985)	(3, 2.5726960579797913)	(4, 2.574459675452779)	(5, 2.5761504830300934)	(6, 2.577799684952737)	(7, 2.579982826110322)	(8, 2.584766320684829)	(9, 2.5942697456392074)	(12, 2.627717455999131)	(17, 2.6563127913118145)	(22, 2.6609749360601986)	(27, 2.662928783832043)	(32, 2.6649774000395254)	(37, 2.667263168478631)	(42, 2.6689865671521047)	(47, 2.6701489829151)	(52, 2.6741207049384754)	(57, 2.680927390042611)	(62, 2.683934323162677)	(67, 2.6854744258130725)	(72, 2.6870436524217376)	(77, 2.691240276122861)	(82, 2.705293972843065)	(87, 2.724392124049571)	(92, 2.744373239705201)	(97, 2.762004791584563)	(102, 2.7746304897794554)	(107, 2.7854983490645084)	(112, 2.7962231311259993)	(117, 2.8075296989253027)	(122, 2.8202127204666305)	(127, 2.834349628496175)	(132, 2.850759360983373)	(137, 2.8696853110080474)	(140, 2.883260311557011)
SRR14240773_1 - polya	(1, 0.050836547190146616)	(2, 0.06118699830117966)	(3, 0.06689090944120257)	(4, 0.07642878270852481)	(5, 0.08108665570385447)	(6, 0.08535580596502403)	(7, 0.0909577198861711)	(8, 0.102681733544732)	(9, 0.11972093560915573)	(12, 0.14529526494910908)	(17, 0.1741903970751731)	(22, 0.20112423601249807)	(27, 0.23750075081286118)	(32, 0.275480435233466)	(37, 0.30610884009895994)	(42, 0.3314716952051107)	(47, 0.35922060525149685)	(52, 0.38166158002758455)	(57, 0.4044955840870739)	(62, 0.4256117283202078)	(67, 0.4468695353573359)	(72, 0.46952107772528073)	(77, 0.49554532813071966)	(82, 0.5189788491767124)	(87, 0.5417410018620159)	(92, 0.5628947717358906)	(97, 0.5819206529635291)	(102, 0.600664795206584)	(107, 0.6203645380602621)	(112, 0.6394504843167943)	(117, 0.6553699835784478)	(122, 0.6697166857250358)	(127, 0.6825783083647919)	(132, 0.696563033714614)	(137, 0.7108947762691004)	(140, 0.7158221485827486)
SRR14240773_2 - polya	(1, 0.023409495034435394)	(2, 0.029180271017943578)	(3, 0.03821382470304643)	(4, 0.04969531164116925)	(5, 0.060228224443746835)	(6, 0.07082233557764991)	(7, 0.08241828606140006)	(8, 0.10080838462471256)	(9, 0.12195807460983231)	(12, 0.1682605054302186)	(17, 0.2494056395395619)	(22, 0.3292433959634034)	(27, 0.4047877494540315)	(32, 0.46752102559336883)	(37, 0.5238173705796956)	(42, 0.5705234837263438)	(47, 0.6150985349799463)	(52, 0.6590085643664783)	(57, 0.7014357808510421)	(62, 0.7398635730532414)	(67, 0.7931815992483937)	(72, 0.8522645082544082)	(77, 0.8883540708790006)	(82, 0.9192206959156914)	(87, 0.9533174595439364)	(92, 0.9853849318375254)	(97, 1.0169131788339905)	(102, 1.045680927766703)	(107, 1.0732990547124417)	(112, 1.0997362805240845)	(117, 1.1236301490179368)	(122, 1.146341756414775)	(127, 1.1681233758359522)	(132, 1.188664482415113)	(137, 1.2097933196354844)	(140, 1.217378739473037)
