Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR14240730_1	(0.0, 1.541064601166123)	(1.0, 0.7768826074053271)	(2.0, 0.008970007638208884)	(3.0, 0.004757518916854687)	(4.0, 0.00410949088913363)	(5.0, 0.0034933431428141766)	(6.0, 0.0030500846148649573)	(7.0, 0.0035387112355779967)	(8.0, 0.003092387295955547)	(9.0, 0.0018876805083757194)	(10.0, 0.001503890966887184)	(11.0, 0.001459749038792656)	(12.0, 0.0016847502556078197)	(13.0, 0.0020869322671357416)	(14.0, 0.0028410235387505956)	(15.0, 0.004203292486334502)	(16.0, 0.006691180600328874)	(17.0, 0.010857075064249957)	(18.0, 0.01842435032078828)	(19.0, 0.03154492536455209)	(20.0, 0.053220451305969294)	(21.0, 0.08777377168663039)	(22.0, 0.14099238374559575)	(23.0, 0.21374257282172046)	(24.0, 0.3105200716749653)	(25.0, 0.4263288723602981)	(26.0, 0.5601028246977693)	(27.0, 0.7148086341047317)	(28.0, 0.8851155496814365)	(29.0, 1.066363532602238)	(30.0, 1.2431531807854919)	(31.0, 1.4145550614118751)	(32.0, 1.584508228481489)	(33.0, 1.7392379480995028)	(34.0, 1.8840014012855073)	(35.0, 2.011648208770524)	(36.0, 2.109118490661919)	(37.0, 2.188802027860558)	(38.0, 2.250519800324724)	(39.0, 2.292385966793045)	(40.0, 2.3224190311203596)	(41.0, 2.340716473397876)	(42.0, 2.3302793597328586)	(43.0, 2.2897441950130544)	(44.0, 2.2452644585521364)	(45.0, 2.1835969588394115)	(46.0, 2.103695164329639)	(47.0, 2.022402899084888)	(48.0, 1.9213706088291986)	(49.0, 1.824441678639296)	(50.0, 1.8325564364206737)	(51.0, 1.9690046539018715)	(52.0, 2.120177269814268)	(53.0, 1.8586841662762916)	(54.0, 1.4920014611713899)	(55.0, 1.4458529145955645)	(56.0, 1.444764080369233)	(57.0, 1.5744996593683895)	(58.0, 1.7800637138459294)	(59.0, 1.9473266756311156)	(60.0, 3.3775956503623084)	(61.0, 5.806844278294772)	(62.0, 5.584289259994847)	(63.0, 4.5008587413607275)	(64.0, 3.305367807435302)	(65.0, 1.3636612575658882)	(66.0, 0.7586440210319366)	(67.0, 0.7571346123240376)	(68.0, 0.8128202676976193)	(69.0, 0.5718157627011854)	(70.0, 0.33499063998003464)	(71.0, 0.28759140544153117)	(72.0, 0.261668445085685)	(73.0, 0.23193333877300853)	(74.0, 0.2079415877712979)	(75.0, 0.271133823250288)	(76.0, 0.3015537425307643)	(77.0, 0.31654605794220303)	(78.0, 0.3553492650666317)	(79.0, 0.3365889456264573)	(80.0, 0.31406491373388973)	(81.0, 0.48263190164486863)	(82.0, 1.1453978156084863)	(83.0, 1.2597609681487236)	(84.0, 0.863024966999464)	(85.0, 0.6731729865942375)	(86.0, 0.41385080760324355)	(87.0, 0.20978083477523657)	(88.0, 0.08754570505814199)	(89.0, 0.0653821655783464)	(90.0, 0.042283062455880684)	(91.0, 0.01923300592018665)	(92.0, 0.00885045658295287)	(93.0, 0.005000912603709238)	(94.0, 0.002778489140616681)	(95.0, 0.001742993077399211)	(96.0, 0.0011550471184734832)	(97.0, 0.0007179194138707266)	(98.0, 0.0006161477463194537)	(99.0, 0.0005284769724650439)	(100.0, 0.0002470721808624277)
SRR14240730_2	(0.0, 0.03480509388516747)	(1.0, 0.02600460160160305)	(2.0, 0.01948459653594177)	(3.0, 0.025356742939536773)	(4.0, 0.0313543810496198)	(5.0, 0.03335853923895078)	(6.0, 0.03317617444380808)	(7.0, 0.03639692218175208)	(8.0, 0.03445458256704574)	(9.0, 0.027650212058111093)	(10.0, 0.025271433306554767)	(11.0, 0.024652011188815822)	(12.0, 0.024527137668074038)	(13.0, 0.024713211577694225)	(14.0, 0.025558271492813114)	(15.0, 0.0273788285155089)	(16.0, 0.030226810248466286)	(17.0, 0.035199496391272705)	(18.0, 0.044848139518687255)	(19.0, 0.061447044991150605)	(20.0, 0.08855634452129606)	(21.0, 0.1295562777695992)	(22.0, 0.1899171704045948)	(23.0, 0.2711096863166032)	(24.0, 0.3733984090050178)	(25.0, 0.4980370191632265)	(26.0, 0.6407501441701888)	(27.0, 0.7982731450999772)	(28.0, 0.9667250518376567)	(29.0, 1.1423843861908234)	(30.0, 1.310475890638441)	(31.0, 1.470521089412915)	(32.0, 1.6254112372494398)	(33.0, 1.7744156385959522)	(34.0, 1.905169342156031)	(35.0, 2.0106176121935113)	(36.0, 2.093178791347709)	(37.0, 2.158441278764693)	(38.0, 2.2180356210743426)	(39.0, 2.253738938848806)	(40.0, 2.2695076208640605)	(41.0, 2.271657670889506)	(42.0, 2.2484182141308633)	(43.0, 2.2042061877450636)	(44.0, 2.147574809717173)	(45.0, 2.0852938321543357)	(46.0, 2.0078778129661465)	(47.0, 1.9243541186050432)	(48.0, 1.8530463927755154)	(49.0, 1.770855506883319)	(50.0, 1.7034429694408901)	(51.0, 1.6815981397257793)	(52.0, 1.670933199231536)	(53.0, 1.611949624439177)	(54.0, 1.5345162960500935)	(55.0, 1.4749336992696223)	(56.0, 1.4907450361013677)	(57.0, 1.5196990018983125)	(58.0, 1.6286981308622321)	(59.0, 2.3213177682569754)	(60.0, 3.051027932240759)	(61.0, 4.148133921633508)	(62.0, 4.7622618966415935)	(63.0, 3.977593783445008)	(64.0, 3.852270223479958)	(65.0, 3.5962430330002757)	(66.0, 2.1146996917317864)	(67.0, 0.9975978661909505)	(68.0, 0.7118662324183801)	(69.0, 0.5522451090658311)	(70.0, 0.40976689464244254)	(71.0, 0.3611008399549372)	(72.0, 0.35459010767546967)	(73.0, 0.3450298651097683)	(74.0, 0.3137335935202957)	(75.0, 0.3124817673841466)	(76.0, 0.33768458207286806)	(77.0, 0.3843619332146986)	(78.0, 0.41344448164686265)	(79.0, 0.3819367905321737)	(80.0, 0.3963695731497895)	(81.0, 0.5992661714825747)	(82.0, 1.2227361694879366)	(83.0, 1.316289927581889)	(84.0, 0.8879100783057122)	(85.0, 0.7779311249339916)	(86.0, 0.5920129981218651)	(87.0, 0.3015775890061056)	(88.0, 0.13084828597925427)	(89.0, 0.10804279561447656)	(90.0, 0.08224961353808981)	(91.0, 0.04934296807964517)	(92.0, 0.03179143837221604)	(93.0, 0.024240917667561937)	(94.0, 0.019074739386180376)	(95.0, 0.015350788450791778)	(96.0, 0.012724117214990623)	(97.0, 0.01117247099191204)	(98.0, 0.01102472459855914)	(99.0, 0.013190847453406691)	(100.0, 0.053578776812925825)
SRR14240731_1	(0.0, 0.679160759237108)	(1.0, 0.3425820311326691)	(2.0, 0.0045751711524428555)	(3.0, 0.0029087648880476366)	(4.0, 0.0026285905539854292)	(5.0, 0.0024074799984552552)	(6.0, 0.002210600736681812)	(7.0, 0.002449379943909603)	(8.0, 0.002258053686955411)	(9.0, 0.0016436894264982827)	(10.0, 0.0015220281390946936)	(11.0, 0.0016982098374509285)	(12.0, 0.002009682925948914)	(13.0, 0.002533684653438231)	(14.0, 0.0034681039189321874)	(15.0, 0.004955804391871511)	(16.0, 0.00781711632964555)	(17.0, 0.012819868853170728)	(18.0, 0.02169508501019355)	(19.0, 0.036758872628961596)	(20.0, 0.06202201564483385)	(21.0, 0.10215004774322096)	(22.0, 0.16473544096789883)	(23.0, 0.2506197279582939)	(24.0, 0.36809001117920837)	(25.0, 0.514159278856505)	(26.0, 0.6801047700563807)	(27.0, 0.8660567279827777)	(28.0, 1.074497345789901)	(29.0, 1.299457648115676)	(30.0, 1.5197801817801369)	(31.0, 1.731120982558769)	(32.0, 1.9296959300765633)	(33.0, 2.115536323087955)	(34.0, 2.299007602316007)	(35.0, 2.455051076285918)	(36.0, 2.5714147970919417)	(37.0, 2.6701724637092203)	(38.0, 2.7474223330243004)	(39.0, 2.7960626166919793)	(40.0, 2.825747465999835)	(41.0, 2.8324363127139325)	(42.0, 2.796858210836992)	(43.0, 2.7361507428784604)	(44.0, 2.668293528805834)	(45.0, 2.590052195721208)	(46.0, 2.5065723598175484)	(47.0, 2.4134676521062675)	(48.0, 2.3019830032618853)	(49.0, 2.195596012841576)	(50.0, 2.1729791290313867)	(51.0, 2.250292605492578)	(52.0, 2.3082225614042438)	(53.0, 2.057312057920869)	(54.0, 1.7599567269478995)	(55.0, 1.679968216619689)	(56.0, 1.6050718117107319)	(57.0, 1.6266164607721858)	(58.0, 1.7006718378603365)	(59.0, 1.7519750397481562)	(60.0, 2.3379907057843883)	(61.0, 3.476627781329738)	(62.0, 3.4334607411393603)	(63.0, 2.9714845630252165)	(64.0, 2.313055694871472)	(65.0, 1.1994646903354242)	(66.0, 0.8117700480511603)	(67.0, 0.737334037723581)	(68.0, 0.7903374687233313)	(69.0, 0.6142456280814443)	(70.0, 0.38185591012613146)	(71.0, 0.3258523420681258)	(72.0, 0.29139796643915333)	(73.0, 0.25165662540363404)	(74.0, 0.21254428836854988)	(75.0, 0.2598483171492691)	(76.0, 0.2788597863759046)	(77.0, 0.2869606107699519)	(78.0, 0.3206511958269674)	(79.0, 0.2821062749206867)	(80.0, 0.2515965519878621)	(81.0, 0.389079864577357)	(82.0, 0.8973277173944595)	(83.0, 0.9719126492149187)	(84.0, 0.6674418997940088)	(85.0, 0.5043900289235829)	(86.0, 0.2963426648213864)	(87.0, 0.15657151424636007)	(88.0, 0.05988410878942223)	(89.0, 0.04062578325763999)	(90.0, 0.026024914313349502)	(91.0, 0.011636574008050342)	(92.0, 0.005394491772592337)	(93.0, 0.003112206791880194)	(94.0, 0.0017769615421603059)	(95.0, 0.0011191828803890334)	(96.0, 0.0007496556505988789)	(97.0, 0.0005300595509285002)	(98.0, 0.0006905918720668461)	(99.0, 0.000606287162538218)	(100.0, 0.00019738408039337487)
SRR14240731_2	(0.0, 0.022520433968580094)	(1.0, 0.01665765960825333)	(2.0, 0.01263238801951437)	(3.0, 0.01695419453828888)	(4.0, 0.021590784290485738)	(5.0, 0.024192181317737767)	(6.0, 0.02490335825250678)	(7.0, 0.02655381591437985)	(8.0, 0.02636220872881842)	(9.0, 0.024048729377224843)	(10.0, 0.023184976350249503)	(11.0, 0.023470359539326448)	(12.0, 0.023893111901120718)	(13.0, 0.024379733324768796)	(14.0, 0.025780797507022224)	(15.0, 0.02799898016315139)	(16.0, 0.03161467872031989)	(17.0, 0.03826365081822807)	(18.0, 0.04976819230897476)	(19.0, 0.06925484583949885)	(20.0, 0.10137338049222103)	(21.0, 0.1499868607146642)	(22.0, 0.22309463305535998)	(23.0, 0.3226325383652584)	(24.0, 0.44821432088933877)	(25.0, 0.6008091682963669)	(26.0, 0.7775586866197266)	(27.0, 0.9714986136307711)	(28.0, 1.1785281500406324)	(29.0, 1.3941161407389044)	(30.0, 1.5992975295335357)	(31.0, 1.7942279339006304)	(32.0, 1.9737552495173147)	(33.0, 2.144492965669355)	(34.0, 2.303522874506813)	(35.0, 2.43651144061667)	(36.0, 2.5363717326197355)	(37.0, 2.6105090134098368)	(38.0, 2.676943989478758)	(39.0, 2.717252464070941)	(40.0, 2.72881834013696)	(41.0, 2.7187807594795856)	(42.0, 2.6808967747512664)	(43.0, 2.6198516378465637)	(44.0, 2.5442985928520363)	(45.0, 2.4650492526270487)	(46.0, 2.381730033849488)	(47.0, 2.282772525966753)	(48.0, 2.185870993598931)	(49.0, 2.0969475180923567)	(50.0, 2.0262246976248526)	(51.0, 1.9758685044289699)	(52.0, 1.9227938209257696)	(53.0, 1.8429362039212218)	(54.0, 1.7544405497496043)	(55.0, 1.6705576611563178)	(56.0, 1.6116607550780946)	(57.0, 1.5626209742126431)	(58.0, 1.5739739534058161)	(59.0, 1.8673803132051607)	(60.0, 2.1684403155833203)	(61.0, 2.650749563761635)	(62.0, 2.963406362942108)	(63.0, 2.6910311727960536)	(64.0, 2.707943801754406)	(65.0, 2.5176439043717127)	(66.0, 1.6389602169447521)	(67.0, 0.9510554448643885)	(68.0, 0.718050969275362)	(69.0, 0.5622844653602443)	(70.0, 0.42419803294035713)	(71.0, 0.3635736208081835)	(72.0, 0.33745320209924023)	(73.0, 0.31513603395449646)	(74.0, 0.27931461440620214)	(75.0, 0.2599131196248165)	(76.0, 0.2656253454822022)	(77.0, 0.3129584030836713)	(78.0, 0.3420705297534177)	(79.0, 0.29639249188966826)	(80.0, 0.29439683715539483)	(81.0, 0.457174237852259)	(82.0, 0.9347779582433604)	(83.0, 0.9748486979941983)	(84.0, 0.6212964371292673)	(85.0, 0.5686668094697785)	(86.0, 0.4552596866885936)	(87.0, 0.22089621939456652)	(88.0, 0.08527128034263257)	(89.0, 0.07366029041546288)	(90.0, 0.0609878575079608)	(91.0, 0.045535599717869066)	(92.0, 0.03986595323505263)	(93.0, 0.03948628714514387)	(94.0, 0.040623257825604955)	(95.0, 0.04167354906497873)	(96.0, 0.04258190905578848)	(97.0, 0.04324138246429489)	(98.0, 0.04294535443157564)	(99.0, 0.04228537412575293)	(100.0, 0.08012677947950304)
SRR14240732_1	(0.0, 1.20332561935913)	(1.0, 0.6046632813116699)	(2.0, 0.004454806513366805)	(3.0, 0.002694264080277836)	(4.0, 0.0023802050527628226)	(5.0, 0.0021494924594729473)	(6.0, 0.0019157600678415818)	(7.0, 0.002029908445149923)	(8.0, 0.001887977923099869)	(9.0, 0.001412057704480964)	(10.0, 0.0012755628194455928)	(11.0, 0.001447087365242254)	(12.0, 0.001747255320386411)	(13.0, 0.002193581515258709)	(14.0, 0.0031629367828771636)	(15.0, 0.004751954670169471)	(16.0, 0.007539832499033514)	(17.0, 0.012255549589105099)	(18.0, 0.020650588978448726)	(19.0, 0.03568978867873978)	(20.0, 0.06226884576120269)	(21.0, 0.10579803093445184)	(22.0, 0.17495805651093588)	(23.0, 0.26966618001609793)	(24.0, 0.3998569340337736)	(25.0, 0.5611691257991821)	(26.0, 0.7487680581675972)	(27.0, 0.9659326281782094)	(28.0, 1.2056267056953456)	(29.0, 1.4546628313617171)	(30.0, 1.6979081917284464)	(31.0, 1.9378891500880242)	(32.0, 2.1739715487887374)	(33.0, 2.372859091317313)	(34.0, 2.5505295306985754)	(35.0, 2.7091220920776373)	(36.0, 2.812451135888087)	(37.0, 2.8925633660894885)	(38.0, 2.957530703648647)	(39.0, 2.987157341217342)	(40.0, 2.9976481206556804)	(41.0, 2.9923501864453694)	(42.0, 2.955735735514465)	(43.0, 2.8780586706956415)	(44.0, 2.767985209269307)	(45.0, 2.6665338760675965)	(46.0, 2.5614340225096974)	(47.0, 2.4316165155670304)	(48.0, 2.285672077561467)	(49.0, 2.150530666142752)	(50.0, 2.160709802392248)	(51.0, 2.307525150239497)	(52.0, 2.3998434053372035)	(53.0, 2.0735868083612417)	(54.0, 1.647531311836033)	(55.0, 1.5222296113332308)	(56.0, 1.455469117518895)	(57.0, 1.531130768924608)	(58.0, 1.613568847808626)	(59.0, 1.5673647252644844)	(60.0, 2.08567808092057)	(61.0, 3.191447906938512)	(62.0, 3.2444791895730956)	(63.0, 2.9254260195609247)	(64.0, 2.2023262472959972)	(65.0, 1.0298043828990753)	(66.0, 0.6834625031941917)	(67.0, 0.6902491979868575)	(68.0, 0.8378653963542698)	(69.0, 0.6015595325762859)	(70.0, 0.28674857527424147)	(71.0, 0.2382391386762062)	(72.0, 0.21513707740413546)	(73.0, 0.18434842143363478)	(74.0, 0.14727496115482405)	(75.0, 0.16784039182004273)	(76.0, 0.17374288965832008)	(77.0, 0.1825588889364675)	(78.0, 0.20377418020477495)	(79.0, 0.18312177934732132)	(80.0, 0.1648248211962303)	(81.0, 0.24291861818617988)	(82.0, 0.5622085403883231)	(83.0, 0.6020481359479392)	(84.0, 0.3886728088962293)	(85.0, 0.2923841229391311)	(86.0, 0.1674272834069268)	(87.0, 0.08087744710113552)	(88.0, 0.035219908056803854)	(89.0, 0.027462650077183022)	(90.0, 0.018411106528399362)	(91.0, 0.008355178051235953)	(92.0, 0.0037131440406967353)	(93.0, 0.0021198984357263403)	(94.0, 0.0011541669261176742)	(95.0, 0.0007694446174117828)	(96.0, 0.0005151775970582815)	(97.0, 0.00031466298718331145)	(98.0, 0.0003007719148124551)	(99.0, 0.0002760095684122329)	(100.0, 9.965334526918693e-05)
SRR14240732_2	(0.0, 0.020190048491959225)	(1.0, 0.01556699109267614)	(2.0, 0.013701215920081437)	(3.0, 0.01959003077500607)	(4.0, 0.0245995093206028)	(5.0, 0.027089643699682225)	(6.0, 0.02840773535781664)	(7.0, 0.030553437660024378)	(8.0, 0.030364182578916432)	(9.0, 0.028065128892659816)	(10.0, 0.027515619766484666)	(11.0, 0.02789534700317713)	(12.0, 0.02823186809595106)	(13.0, 0.028612812407120103)	(14.0, 0.029636980579160834)	(15.0, 0.03139687027229321)	(16.0, 0.03460872981598363)	(17.0, 0.04069957903402028)	(18.0, 0.052404792812513125)	(19.0, 0.07262344255467194)	(20.0, 0.10688408907035414)	(21.0, 0.15895601201352308)	(22.0, 0.2372236374533274)	(23.0, 0.34772061210740457)	(24.0, 0.48857629250525353)	(25.0, 0.6614434657860678)	(26.0, 0.8620952322926907)	(27.0, 1.0814108358976433)	(28.0, 1.3170893973029543)	(29.0, 1.5633376420001108)	(30.0, 1.7923764535984483)	(31.0, 2.0069101715849245)	(32.0, 2.21531165982116)	(33.0, 2.4138201581745284)	(34.0, 2.5763032520211757)	(35.0, 2.691871776019155)	(36.0, 2.77953704202986)	(37.0, 2.8392534097604174)	(38.0, 2.8915924805511954)	(39.0, 2.9166617806197577)	(40.0, 2.910143738260442)	(41.0, 2.888736006754666)	(42.0, 2.8258497685498596)	(43.0, 2.7297745179059985)	(44.0, 2.6266682280109435)	(45.0, 2.5266210548127686)	(46.0, 2.4210860927997016)	(47.0, 2.2990999350867245)	(48.0, 2.1876664216229202)	(49.0, 2.0776380206423255)	(50.0, 1.9844168096460404)	(51.0, 1.9364086983801672)	(52.0, 1.896164305200387)	(53.0, 1.8092651875726884)	(54.0, 1.6999627715173733)	(55.0, 1.5829477545039803)	(56.0, 1.5242020036684936)	(57.0, 1.496497128820901)	(58.0, 1.457216050089333)	(59.0, 1.7254452683707338)	(60.0, 2.051491001124753)	(61.0, 2.557235346196622)	(62.0, 2.995383983376564)	(63.0, 2.757135569213957)	(64.0, 2.538870300882292)	(65.0, 2.240528225901388)	(66.0, 1.5079236325442575)	(67.0, 0.9094875038734155)	(68.0, 0.6684544233083978)	(69.0, 0.4814454531469807)	(70.0, 0.329259417909425)	(71.0, 0.28741274618122953)	(72.0, 0.27972266110096883)	(73.0, 0.26528694073427234)	(74.0, 0.22976479652361662)	(75.0, 0.2134584326864191)	(76.0, 0.21696178156725004)	(77.0, 0.24389503119669192)	(78.0, 0.2603912586522357)	(79.0, 0.23666865149200764)	(80.0, 0.23516799866238647)	(81.0, 0.3230839820152661)	(82.0, 0.6178362958275018)	(83.0, 0.6459288088958846)	(84.0, 0.415520179974158)	(85.0, 0.3635194558878689)	(86.0, 0.28299111460782017)	(87.0, 0.1502636661018001)	(88.0, 0.07697448380843976)	(89.0, 0.06747643459322185)	(90.0, 0.05464116716322596)	(91.0, 0.03876382207902232)	(92.0, 0.029610813477914395)	(93.0, 0.02442425059597551)	(94.0, 0.02022412657730342)	(95.0, 0.01689481934662318)	(96.0, 0.014504485074623185)	(97.0, 0.013065903043307507)	(98.0, 0.013036693255869626)	(99.0, 0.015887690217254547)	(100.0, 0.14346752222458625)
SRR14240733_1	(0.0, 1.1377641890162942)	(1.0, 0.5709988438901594)	(2.0, 0.0031556402735663665)	(3.0, 0.0019366161417925932)	(4.0, 0.0018116257302114463)	(5.0, 0.00170501626150988)	(6.0, 0.0016660486626051694)	(7.0, 0.0019086771086156311)	(8.0, 0.001732955294686842)	(9.0, 0.0013329859776271722)	(10.0, 0.0013101936084564925)	(11.0, 0.0014726811435119833)	(12.0, 0.0018322123862365763)	(13.0, 0.0024299606486805317)	(14.0, 0.0033225392349129574)	(15.0, 0.0049591783889107975)	(16.0, 0.007751611231176655)	(17.0, 0.012898275237459173)	(18.0, 0.022124038087578176)	(19.0, 0.03801987748983933)	(20.0, 0.06422080870810844)	(21.0, 0.10561983873692983)	(22.0, 0.16993696358572727)	(23.0, 0.2567288349122453)	(24.0, 0.3780783493278049)	(25.0, 0.5293998292028083)	(26.0, 0.7029335756912118)	(27.0, 0.9029638189593882)	(28.0, 1.1298596483403593)	(29.0, 1.3774237451328457)	(30.0, 1.61719285166896)	(31.0, 1.8404558714992105)	(32.0, 2.0581943151375746)	(33.0, 2.264475549460239)	(34.0, 2.463698501717144)	(35.0, 2.6370271168830115)	(36.0, 2.7550518863505125)	(37.0, 2.850934236787556)	(38.0, 2.928353297720918)	(39.0, 2.964547579963958)	(40.0, 2.9793626199248995)	(41.0, 2.974526226234424)	(42.0, 2.9296517275259317)	(43.0, 2.8441428460124087)	(44.0, 2.7580053362524035)	(45.0, 2.6714935904953703)	(46.0, 2.5599521472003546)	(47.0, 2.4514376775787485)	(48.0, 2.32015877781964)	(49.0, 2.18354058177287)	(50.0, 2.182220830074116)	(51.0, 2.3449862849859464)	(52.0, 2.532608656572691)	(53.0, 2.1526208948985555)	(54.0, 1.6485441230820872)	(55.0, 1.5694215163626453)	(56.0, 1.5150176016276635)	(57.0, 1.5704765824839335)	(58.0, 1.5881215524106156)	(59.0, 1.509204812251425)	(60.0, 2.370373308053508)	(61.0, 3.957268483955198)	(62.0, 3.9900424403472052)	(63.0, 3.283161373363174)	(64.0, 2.2423993018241473)	(65.0, 0.9784131780537747)	(66.0, 0.6581348064673833)	(67.0, 0.7498358600181797)	(68.0, 0.8559630127785859)	(69.0, 0.5481336861856766)	(70.0, 0.2652120076700292)	(71.0, 0.21843250804149705)	(72.0, 0.18208676682912994)	(73.0, 0.15237654599629133)	(74.0, 0.13262144382703348)	(75.0, 0.13808352481312958)	(76.0, 0.14273463859937863)	(77.0, 0.1660585846381358)	(78.0, 0.17408958620108209)	(79.0, 0.14977380448454275)	(80.0, 0.1283702993578441)	(81.0, 0.15215082801773008)	(82.0, 0.3100828301899458)	(83.0, 0.33396335117909665)	(84.0, 0.2228255533897168)	(85.0, 0.17237280613612926)	(86.0, 0.11042094101707625)	(87.0, 0.053801755046247075)	(88.0, 0.022417397935936282)	(89.0, 0.016253900169555375)	(90.0, 0.00963602549519124)	(91.0, 0.004377605356200873)	(92.0, 0.0022130655227014825)	(93.0, 0.0012263765089256056)	(94.0, 0.0006337749104879329)	(95.0, 0.00040143979249003645)	(96.0, 0.00029483032378847)	(97.0, 0.00019410275680836926)	(98.0, 0.00019042656823245317)	(99.0, 0.00018013324021988813)	(100.0, 7.352377151832169e-05)
SRR14240733_2	(0.0, 0.014759318597449507)	(1.0, 0.011887806893183339)	(2.0, 0.011050991707013527)	(3.0, 0.015614631024692922)	(4.0, 0.019945205104844915)	(5.0, 0.02288922599411961)	(6.0, 0.02490838482971414)	(7.0, 0.026784744964220453)	(8.0, 0.02680916132243761)	(9.0, 0.0254744004065664)	(10.0, 0.02527241053404265)	(11.0, 0.025662332375874206)	(12.0, 0.0261802551259351)	(13.0, 0.02704074678067912)	(14.0, 0.028474652908704847)	(15.0, 0.030524147219660087)	(16.0, 0.034287225943673935)	(17.0, 0.041138604037336574)	(18.0, 0.053320147118768736)	(19.0, 0.07405037513477737)	(20.0, 0.10772127300587885)	(21.0, 0.15898156735869112)	(22.0, 0.2345931096400806)	(23.0, 0.3370966808839174)	(24.0, 0.46875634339761063)	(25.0, 0.6312435078845711)	(26.0, 0.8194625543738424)	(27.0, 1.027741488862615)	(28.0, 1.255614180875834)	(29.0, 1.4914177499717713)	(30.0, 1.719498350974658)	(31.0, 1.9333205386683678)	(32.0, 2.129293628615694)	(33.0, 2.3186025325490216)	(34.0, 2.4850532858532337)	(35.0, 2.620448651174152)	(36.0, 2.7168140979401243)	(37.0, 2.783559542630114)	(38.0, 2.8468171475432658)	(39.0, 2.879356754150306)	(40.0, 2.884101666430506)	(41.0, 2.864271884109961)	(42.0, 2.8041469719450345)	(43.0, 2.7206667033109344)	(44.0, 2.624683039600721)	(45.0, 2.5283901020197574)	(46.0, 2.42652727520671)	(47.0, 2.3104711453730657)	(48.0, 2.2071514758530615)	(49.0, 2.1012444122516816)	(50.0, 2.0079643052967864)	(51.0, 1.9681005311142425)	(52.0, 1.930615502133764)	(53.0, 1.8220796106310038)	(54.0, 1.7003352092224047)	(55.0, 1.6029442754113117)	(56.0, 1.57619430526031)	(57.0, 1.552142712637125)	(58.0, 1.5349728335829635)	(59.0, 1.8241505617416043)	(60.0, 2.1749573977092767)	(61.0, 2.9506059070968966)	(62.0, 3.439787643977623)	(63.0, 3.0068656357670824)	(64.0, 2.8816755682912922)	(65.0, 2.5768262376054523)	(66.0, 1.6200172289222479)	(67.0, 0.8993129244196589)	(68.0, 0.6486109374733986)	(69.0, 0.4677826486274962)	(70.0, 0.3241804273870418)	(71.0, 0.28098714981124934)	(72.0, 0.26327715131773866)	(73.0, 0.24085035635045912)	(74.0, 0.21056593337511292)	(75.0, 0.20099916029184534)	(76.0, 0.20440339253903128)	(77.0, 0.22128027529458688)	(78.0, 0.22240712722079078)	(79.0, 0.19394653221530186)	(80.0, 0.1768573011322213)	(81.0, 0.21912571665433359)	(82.0, 0.37551767026272026)	(83.0, 0.39520169432360586)	(84.0, 0.2767039286682458)	(85.0, 0.25099424335522313)	(86.0, 0.21147229818771948)	(87.0, 0.12251906586476144)	(88.0, 0.06739284812756609)	(89.0, 0.059146778056953765)	(90.0, 0.049643635482979356)	(91.0, 0.038960368928509057)	(92.0, 0.03223477207414692)	(93.0, 0.02738627524393403)	(94.0, 0.02247932713192856)	(95.0, 0.018353702482872093)	(96.0, 0.015068592468200153)	(97.0, 0.012478238828252754)	(98.0, 0.011265559703467324)	(99.0, 0.012670610135418226)	(100.0, 0.05256545968296573)
