Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
SRR14240740_1	(1, 1.3496836454128698)	(2, 1.3219679269273088)	(3, 1.3165231077317283)	(4, 1.3486584326225108)	(5, 1.3165231077317283)	(6, 1.346360197322486)	(7, 1.3165231077317283)	(8, 1.3165271046626847)	(9, 1.3165231077317283)	(12, 1.316754929727209)	(17, 1.3165750678341634)	(22, 1.3167695185252004)	(27, 1.3188419272261795)	(32, 1.322893016597206)	(37, 0.26874890994736034)	(42, 0.00023942546105165452)	(47, 4.4571787481984715e-06)	(52, 1.2566028526242696e-05)	(57, 8.519029066785192e-06)	(62, 4.875292882458149e-06)	(67, 9.535988518082994e-05)	(72, 2.3765646582081767e-05)	(77, 2.4211536918192265e-05)	(82, 1.4727703673653578e-06)	(87, 3.929581307062905e-05)	(92, 4.699147560982533e-06)	(97, 2.4622262542284485e-05)	(102, 9.040164731669905e-05)	(107, 4.756151605164967e-06)	(112, 5.923567581292862e-06)	(117, 9.681645500456615e-06)	(122, 3.911272394601231e-06)	(127, 3.5191776318141765e-07)	(132, 6.248324334666804e-05)	(137, 0.00013454413313146926)	(142, 0.00024587045786910285)	(147, 9.861811512641655e-05)	(150, 8.185905851113599e-06)
SRR14240740_2	(1, 0.01765544326788675)	(2, 0.020422318722568875)	(3, 0.017520546848102683)	(4, 0.017520546848102683)	(5, 0.01752454377905925)	(6, 0.017528540710015816)	(7, 0.017520546848102683)	(8, 0.017520546848102683)	(9, 0.017520546848102683)	(12, 0.01755412106813783)	(17, 0.01752714178418102)	(22, 0.017735981426661537)	(27, 0.01965770583057799)	(32, 0.023376650239113898)	(37, 0.005538475784478359)	(42, 5.33801821803241e-05)	(47, 0.00019796372908555693)	(52, 3.980780400151207e-05)	(57, 0.0002099987785438062)	(62, 6.515599269867158e-05)	(67, 4.6851348866018e-05)	(72, 2.9716248638561188e-05)	(77, 1.7351103500685768e-05)	(82, 6.057551108585583e-05)	(87, 5.190893248357049e-05)	(92, 1.6740329144342768e-05)	(97, 0.0009080167149856116)	(102, 5.9228136151075267e-05)	(107, 1.578986148266359e-05)	(112, 4.163512507235688e-05)	(117, 2.5370239932701605e-05)	(122, 8.840823398801321e-05)	(127, 0.0001790368226124339)	(132, 0.00011624517747132851)	(137, 3.57247749051398e-05)	(142, 7.722302633796852e-06)	(147, 4.663700553114886e-06)	(150, 1.5729358641850416e-06)
SRR14240741_1	(1, 2.0159639181226745)	(2, 1.9884997516964449)	(3, 1.982921274619841)	(4, 2.0149721418721334)	(5, 1.982921274619841)	(6, 2.012501159891841)	(7, 1.982921274619841)	(8, 1.9829329052581735)	(9, 1.982925503942871)	(12, 1.9831418338158566)	(17, 1.9829779475484433)	(22, 1.9830050152158354)	(27, 1.9839492115822885)	(32, 1.986433092997823)	(37, 0.40481127642078435)	(42, 0.00023562781557707782)	(47, 3.0213306070342213e-06)	(52, 9.498677072830076e-06)	(57, 7.1284996656258425e-06)	(62, 3.676840625984798e-06)	(67, 9.194043351050645e-05)	(72, 2.4178291505724014e-05)	(77, 1.6911849722164333e-05)	(82, 8.90201409760341e-07)	(87, 3.634164784960496e-05)	(92, 3.971747168098127e-06)	(97, 1.6503792918677766e-05)	(102, 7.816522358217604e-05)	(107, 3.227319075242056e-06)	(112, 4.27679968778678e-06)	(117, 4.867585682460352e-06)	(122, 3.2647944158956313e-06)	(127, 3.5106650282252553e-07)	(132, 5.5615447886032605e-05)	(137, 0.0001003008143741146)	(142, 0.00023174378523416978)	(147, 8.945661640174337e-05)	(150, 1.1344520294447349e-05)
SRR14240741_2	(1, 0.0177124048497478)	(2, 0.020506930041837308)	(3, 0.017603499781724638)	(4, 0.017603499781724638)	(5, 0.017607729104754666)	(6, 0.01760878643551217)	(7, 0.017603499781724638)	(8, 0.017603499781724638)	(9, 0.017603499781724638)	(12, 0.017633950907540823)	(17, 0.01760836350320917)	(22, 0.01766123004108449)	(27, 0.018566305169509998)	(32, 0.020825186599846748)	(37, 0.004815636055547025)	(42, 5.3306519646270114e-05)	(47, 0.00020394872920202685)	(52, 3.830526032510991e-05)	(57, 0.00020837250376410952)	(62, 6.6361181343008e-05)	(67, 5.1648114830312174e-05)	(72, 2.4336063774935025e-05)	(77, 1.506328875199525e-05)	(82, 6.538436891069242e-05)	(87, 4.5122633526535925e-05)	(92, 1.2562355507073188e-05)	(97, 0.0009216613445660079)	(102, 5.706112519715983e-05)	(107, 1.2027627418344711e-05)	(112, 3.7878613818137125e-05)	(117, 1.7644455280361882e-05)	(122, 9.59041772249829e-05)	(127, 0.00015592682754745455)	(132, 0.00011671201807823633)	(137, 3.0229050515173365e-05)	(142, 5.416276852708013e-06)	(147, 3.1546265484816776e-06)	(150, 3.0526966881476788e-06)
SRR14240742_1	(1, 0.6320979145841464)	(2, 0.6045328473090189)	(3, 0.5990848060771649)	(4, 0.6309596974893289)	(5, 0.5990848060771649)	(6, 0.6288300523964884)	(7, 0.5990848060771649)	(8, 0.5990920252130728)	(9, 0.5990896188344368)	(12, 0.5993182248048547)	(17, 0.5991387089586108)	(22, 0.5991622914692433)	(27, 0.59979613160196)	(32, 0.6009641877918637)	(37, 0.12159171533427944)	(42, 0.0002299975968398466)	(47, 3.389621189107005e-06)	(52, 1.1138666449988932e-05)	(57, 9.203835796419465e-06)	(62, 2.9080130196977314e-06)	(67, 9.801485753850998e-05)	(72, 2.820329924236845e-05)	(77, 1.9042509702781238e-05)	(82, 2.4584650564569537e-06)	(87, 4.723124265762367e-05)	(92, 3.030572016528376e-06)	(97, 2.0646767422341107e-05)	(102, 8.22137099031007e-05)	(107, 6.021997030312385e-06)	(112, 1.7022343039499816e-06)	(117, 5.323465788693874e-06)	(122, 5.576090265203996e-06)	(127, 0.0)	(132, 5.6344801545810005e-05)	(137, 0.00010972714499655228)	(142, 0.00022049054906965132)	(147, 8.162530796136234e-05)	(150, 5.516490375724022e-06)
SRR14240742_2	(1, 0.0013860740943233045)	(2, 0.004143784011154047)	(3, 0.0012753806770683185)	(4, 0.0012753806770683185)	(5, 0.0012801934343402745)	(6, 0.0012874125702482084)	(7, 0.0012753806770683185)	(8, 0.0012753806770683185)	(9, 0.0012753806770683185)	(12, 0.001317251665334335)	(17, 0.0012835623644306435)	(22, 0.001339871624512528)	(27, 0.0019318407689631059)	(32, 0.0028419331690899704)	(37, 0.0009346709883761149)	(42, 6.016372870493993e-05)	(47, 0.00021034353098506295)	(52, 4.139973485587951e-05)	(57, 0.00020560554482811433)	(62, 7.515483377174375e-05)	(67, 5.450009582129678e-05)	(72, 3.093231978947695e-05)	(77, 1.6984584771450476e-05)	(82, 7.280327276998457e-05)	(87, 5.532239881181318e-05)	(92, 1.204000617130583e-05)	(97, 0.0009167522024484848)	(102, 5.8417461802440045e-05)	(107, 1.4113567688545784e-05)	(112, 3.878950633219296e-05)	(117, 2.2831622956939298e-05)	(122, 8.023721452602036e-05)	(127, 0.00014986733781848755)	(132, 0.00010499816961094066)	(137, 3.0752932045331884e-05)	(142, 3.7872966918539067e-06)	(147, 7.287801803662927e-06)	(150, 8.219667884319134e-06)
SRR14240743_1	(1, 0.715946955080433)	(2, 0.6881622833484001)	(3, 0.682607147750703)	(4, 0.7153203909466399)	(5, 0.682607147750703)	(6, 0.7127137042751894)	(7, 0.682607147750703)	(8, 0.6826116446224766)	(9, 0.6826086467079608)	(12, 0.6828355888368036)	(17, 0.6826554141744067)	(22, 0.6827555445192329)	(27, 0.684104905842775)	(32, 0.686892066968074)	(37, 0.13923682158846273)	(42, 0.00023367108989938478)	(47, 4.831164231680885e-06)	(52, 1.1779512961115908e-05)	(57, 9.06638917874471e-06)	(62, 5.445743400473752e-06)	(67, 9.975796201724389e-05)	(72, 2.6483961265873318e-05)	(77, 2.1159723668115377e-05)	(82, 2.4826003540610147e-06)	(87, 4.043428724197973e-05)	(92, 5.18631267515434e-06)	(97, 2.3899644142040863e-05)	(102, 8.863791402937385e-05)	(107, 3.720089457735208e-06)	(112, 3.13647287472402e-06)	(117, 8.353902520968024e-06)	(122, 4.481981859232209e-06)	(127, 4.836132767474849e-07)	(132, 6.93388153469654e-05)	(137, 0.00010309695405652335)	(142, 0.0002465309865399747)	(147, 9.614480585044415e-05)	(150, 4.305111519178281e-06)
SRR14240743_2	(1, 0.009711744073793785)	(2, 0.012574752436341421)	(3, 0.009605318108484423)	(4, 0.009605318108484423)	(5, 0.009612812894773814)	(6, 0.009618808723805328)	(7, 0.009605318108484423)	(8, 0.009605318108484423)	(9, 0.009605318108484423)	(12, 0.009643091831382957)	(17, 0.009611014146064361)	(22, 0.009740224261693475)	(27, 0.011024530840243638)	(32, 0.013564064226541129)	(37, 0.0033812393918748757)	(42, 5.5475489929990105e-05)	(47, 0.00021443815260577807)	(52, 4.590040970705704e-05)	(57, 0.00021552454128723192)	(62, 7.031575527296122e-05)	(67, 5.601469907617728e-05)	(72, 2.7511590376049037e-05)	(77, 1.948946244658007e-05)	(82, 7.209543350173861e-05)	(87, 4.8597404596350044e-05)	(92, 1.8973119829266104e-05)	(97, 0.0009036950384849778)	(102, 6.226181990019353e-05)	(107, 1.4356110763210603e-05)	(112, 4.378763695130802e-05)	(117, 2.5966268103136004e-05)	(122, 7.460319531577396e-05)	(127, 0.00018109983039264125)	(132, 0.00012730415536407714)	(137, 3.1244952158715934e-05)	(142, 9.412252703501934e-06)	(147, 1.1475329278835992e-05)	(150, 6.5167989718055256e-06)
SRR14240744_1	(1, 1.4381863013006027)	(2, 1.4108701908248191)	(3, 1.4052600853310262)	(4, 1.4377433751998288)	(5, 1.4052600853310262)	(6, 1.4348897406375314)	(7, 1.4052600853310262)	(8, 1.4052723402033798)	(9, 1.4052600853310262)	(12, 1.4054960791586322)	(17, 1.4053180333702975)	(22, 1.4054083692865027)	(27, 1.4067357470319837)	(32, 1.4094403973603846)	(37, 0.28618407290511105)	(42, 0.0002310485872677982)	(47, 3.5524066391567114e-06)	(52, 1.1726690210235995e-05)	(57, 9.422554281410704e-06)	(62, 4.805813641888688e-06)	(67, 9.562893825302257e-05)	(72, 2.096091419941613e-05)	(77, 2.076229146701993e-05)	(82, 1.8285573484708673e-06)	(87, 3.6951239866101474e-05)	(92, 4.228900951124035e-06)	(97, 2.0420720660205262e-05)	(102, 7.795899014941384e-05)	(107, 5.8018618737087035e-06)	(112, 4.748634420360255e-06)	(117, 5.081097543287813e-06)	(122, 3.2761968336764332e-06)	(127, 5.88872825157952e-07)	(132, 4.8671941229031796e-05)	(137, 9.967668047012251e-05)	(142, 0.0002213966001913886)	(147, 7.287885308573072e-05)	(150, 4.079233841563265e-06)
SRR14240744_2	(1, 0.007968293073801747)	(2, 0.010680996604034815)	(3, 0.007859749918671414)	(4, 0.007859749918671414)	(5, 0.007863251310772392)	(6, 0.00787025409497435)	(7, 0.007859749918671414)	(8, 0.007859749918671414)	(9, 0.007859749918671414)	(12, 0.00789458877007615)	(17, 0.007864476798007737)	(22, 0.00799052691364296)	(27, 0.00926363308155873)	(32, 0.01176135113679172)	(37, 0.002970263325329836)	(42, 4.727976552010049e-05)	(47, 0.00019352564016477864)	(52, 3.661489346425483e-05)	(57, 0.00019808202920755982)	(62, 5.8790658775041514e-05)	(67, 4.309482135072591e-05)	(72, 2.525514660901363e-05)	(77, 1.4591395505674021e-05)	(82, 5.477031735910906e-05)	(87, 4.557680288931054e-05)	(92, 1.3429142967492042e-05)	(97, 0.0008758174088388843)	(102, 5.603692526515944e-05)	(107, 1.1148968563338598e-05)	(112, 3.7836149320470066e-05)	(117, 1.9574942755062184e-05)	(122, 8.391368832401333e-05)	(127, 0.00015959352858690816)	(132, 0.00010636014811406827)	(137, 2.944877030703652e-05)	(142, 5.351987917951499e-06)	(147, 5.8069516776103385e-06)	(150, 2.6214171273512357e-06)
SRR14240745_1	(1, 1.597880419192547)	(2, 1.5703620804946388)	(3, 1.5649078908749243)	(4, 1.597268385157734)	(5, 1.5649078908749243)	(6, 1.5945110107693123)	(7, 1.5649078908749243)	(8, 1.5649156218311537)	(9, 1.5649130448457438)	(12, 1.5651529621873908)	(17, 1.5649643268553977)	(22, 1.5650045278277895)	(27, 1.5660077482478014)	(32, 1.5683605359268942)	(37, 0.31870418430146785)	(42, 0.00025580933441610767)	(47, 5.237340630834275e-06)	(52, 1.3096819511247757e-05)	(57, 9.172438777561515e-06)	(62, 3.410369800747282e-06)	(67, 8.937844254215339e-05)	(72, 1.7678262819910098e-05)	(77, 2.019178733482467e-05)	(82, 1.8808932718980568e-06)	(87, 4.45578237252528e-05)	(92, 4.761705757283197e-06)	(97, 1.9428908406210105e-05)	(102, 8.911539908276368e-05)	(107, 3.820962813915459e-06)	(112, 4.692161526319925e-06)	(117, 4.63244702517989e-06)	(122, 3.4294095370690365e-06)	(127, 8.16704728237704e-07)	(132, 5.776406489995741e-05)	(137, 0.00010399296250579644)	(142, 0.000238452028067882)	(147, 7.641220526193413e-05)	(150, 7.255342811773644e-06)
SRR14240745_2	(1, 0.030438063167143672)	(2, 0.03325599671269433)	(3, 0.030311790882066418)	(4, 0.030311790882066418)	(5, 0.030314367867476155)	(6, 0.030320810331000505)	(7, 0.030311790882066418)	(8, 0.030311790882066418)	(9, 0.030311790882066418)	(12, 0.03034709558217985)	(17, 0.030315914058722)	(22, 0.030385234966244002)	(27, 0.03130264177211143)	(32, 0.03339773091023003)	(37, 0.007283195141575245)	(42, 5.852297624293294e-05)	(47, 0.0002129791609869538)	(52, 4.487630801252217e-05)	(57, 0.0002164930416556042)	(62, 6.947995929352571e-05)	(67, 5.279638526132072e-05)	(72, 3.038937193170752e-05)	(77, 2.013413501950421e-05)	(82, 7.005557080167453e-05)	(87, 4.8652803730307766e-05)	(92, 1.84392008537317e-05)	(97, 0.0009066940607799546)	(102, 6.118712224934554e-05)	(107, 1.2770507856435123e-05)	(112, 4.5152942242280196e-05)	(117, 2.0468740896939463e-05)	(122, 7.914498211271627e-05)	(127, 0.00017182739177715395)	(132, 0.00012358822596483178)	(137, 3.148871397258152e-05)	(142, 7.203225592895337e-06)	(147, 4.136472207712828e-06)	(150, 3.4973983902594374e-06)
SRR14240746_1	(1, 0.8522903296841303)	(2, 0.8246614970366871)	(3, 0.8191306526111044)	(4, 0.8514443521948702)	(5, 0.8191306526111044)	(6, 0.8489429805789669)	(7, 0.8191306526111044)	(8, 0.8191408084032924)	(9, 0.8191336993487609)	(12, 0.8193682981483036)	(17, 0.8191814315720445)	(22, 0.8193077696268631)	(27, 0.8209292434075985)	(32, 0.824219110728978)	(37, 0.16711215957374667)	(42, 0.00023617009483126468)	(47, 3.482682005217672e-06)	(52, 9.221670761529076e-06)	(57, 8.611611351754732e-06)	(62, 5.131024760507059e-06)	(67, 9.315533275413886e-05)	(72, 2.3522203823502868e-05)	(77, 1.91029656388624e-05)	(82, 1.8884549147220659e-06)	(87, 4.054034449942941e-05)	(92, 3.28169037105642e-06)	(97, 1.7474062732407162e-05)	(102, 9.069875312091493e-05)	(107, 3.768158028167318e-06)	(112, 4.520473261960397e-06)	(117, 6.524512794559661e-06)	(122, 5.785687113865526e-06)	(127, 9.85302233446318e-07)	(132, 5.9615157967234255e-05)	(137, 0.00010751839890426431)	(142, 0.0002501188095351756)	(147, 9.522160898108656e-05)	(150, 1.0386233457067006e-05)
SRR14240746_2	(1, 0.0304338624497678)	(2, 0.033182019815839535)	(3, 0.030313008522730646)	(4, 0.030313008522730646)	(5, 0.030317070839605845)	(6, 0.030319101998043448)	(7, 0.030313008522730646)	(8, 0.030313008522730646)	(9, 0.030313008522730646)	(12, 0.030347741332013595)	(17, 0.030318086418824646)	(22, 0.030463517362956754)	(27, 0.03197490235637432)	(32, 0.034958674101207565)	(37, 0.007716009326545443)	(42, 5.4664376406768165e-05)	(47, 0.00020791947813145913)	(52, 4.249080868407468e-05)	(57, 0.00021195789211155336)	(62, 6.637714638596371e-05)	(67, 5.283574448845309e-05)	(72, 2.947298628676391e-05)	(77, 1.8328771947278264e-05)	(82, 6.512377797675369e-05)	(87, 4.801004507193606e-05)	(92, 1.9723397726491746e-05)	(97, 0.00089358065606247)	(102, 5.578449533362932e-05)	(107, 1.364408275927054e-05)	(112, 4.168919827995717e-05)	(117, 1.9821492994271974e-05)	(122, 8.252828190398057e-05)	(127, 0.00016439677508476344)	(132, 0.00011404481084064908)	(137, 3.167787303103013e-05)	(142, 7.628147130609826e-06)	(147, 6.096713383749088e-06)	(150, 1.4761420460787188e-06)
SRR14240747_1	(1, 1.1221092411595956)	(2, 1.0949725963972703)	(3, 1.0893640299256344)	(4, 1.1217541135882476)	(5, 1.0893640299256344)	(6, 1.1190396327267935)	(7, 1.0893640299256344)	(8, 1.0893776363459926)	(9, 1.0893653905676701)	(12, 1.089584998192251)	(17, 1.089408114727595)	(22, 1.089435055439904)	(27, 1.0901210911543626)	(32, 1.0916014696893312)	(37, 0.2211147637474539)	(42, 0.00022837511684929796)	(47, 4.953195508265099e-06)	(52, 1.0183817492889184e-05)	(57, 9.913180584731821e-06)	(62, 5.512844988085323e-06)	(67, 9.364511022526704e-05)	(72, 1.9968714958805385e-05)	(77, 1.9000048832919626e-05)	(82, 2.2625341194387463e-06)	(87, 4.5809481191203245e-05)	(92, 6.502410439116318e-06)	(97, 2.1406537788442815e-05)	(102, 8.292188530369208e-05)	(107, 3.0080853926190155e-06)	(112, 4.920209386117565e-06)	(117, 5.9532100387567e-06)	(122, 3.1654747493561263e-06)	(127, 8.436187542759343e-07)	(132, 5.9427085082568085e-05)	(137, 0.00011829716937571352)	(142, 0.00023887929859436627)	(147, 8.598689348936644e-05)	(150, 1.117345589124652e-05)
SRR14240747_2	(1, 0.01188656882489348)	(2, 0.014635065737242934)	(3, 0.011766832325741623)	(4, 0.011766832325741623)	(5, 0.011770914251849071)	(6, 0.01177499617795652)	(7, 0.011766832325741623)	(8, 0.011766832325741623)	(9, 0.011766832325741623)	(12, 0.011804930302744486)	(17, 0.011773363407513542)	(22, 0.011821530135581447)	(27, 0.012485795577467094)	(32, 0.013773507200163886)	(37, 0.0032115355657655106)	(42, 5.851973863843561e-05)	(47, 0.00020824129657814744)	(52, 4.764723001562249e-05)	(57, 0.0002192770454877837)	(62, 7.307322417491509e-05)	(67, 5.5194384814015885e-05)	(72, 3.291701059570866e-05)	(77, 2.0723344126815417e-05)	(82, 7.353557166405223e-05)	(87, 5.153395779469077e-05)	(92, 1.722295688674702e-05)	(97, 0.0008763771154299536)	(102, 6.47685839090823e-05)	(107, 1.5796718038317744e-05)	(112, 4.5959727205037044e-05)	(117, 2.1911285179554363e-05)	(122, 7.751710901430259e-05)	(127, 0.00016779830890637968)	(132, 0.00011765369763226236)	(137, 3.741712889371179e-05)	(142, 7.490760745880816e-06)	(147, 6.449994856129102e-06)	(150, 3.661123548659691e-06)
SRR14240748_1	(1, 2.497591503154602)	(2, 2.4704047222360335)	(3, 2.464983856172421)	(4, 2.496799351182657)	(5, 2.464983856172421)	(6, 2.4942746929216097)	(7, 2.464983856172421)	(8, 2.4649911619218328)	(9, 2.4649859435293955)	(12, 2.4652134654396516)	(17, 2.465032700325632)	(22, 2.4651061752911456)	(27, 2.4664143219072665)	(32, 2.469264816592083)	(37, 0.5049437967212723)	(42, 0.00024251431876350473)	(47, 4.281560936120398e-06)	(52, 1.177783962214292e-05)	(57, 1.114165510152154e-05)	(62, 3.2173292250012427e-06)	(67, 8.382978334119413e-05)	(72, 2.4164811105839944e-05)	(77, 1.781602551103634e-05)	(82, 2.4180035221958216e-06)	(87, 4.502176957111106e-05)	(92, 3.453692164427843e-06)	(97, 2.058039080788523e-05)	(102, 8.475570337978582e-05)	(107, 1.8616094432745265e-06)	(112, 4.80193743826315e-06)	(117, 5.432287610825797e-06)	(122, 3.888328917320379e-06)	(127, 0.0)	(132, 5.388364039622909e-05)	(137, 0.00011477142836595633)	(142, 0.00024331358188315277)	(147, 8.3982954282108e-05)	(150, 8.027131962902834e-06)
SRR14240748_2	(1, 0.0022981800292789386)	(2, 0.005136985515036756)	(3, 0.0021760696462518564)	(4, 0.0021760696462518564)	(5, 0.002181288038688911)	(6, 0.0021802443602015)	(7, 0.0021760696462518564)	(8, 0.0021760696462518564)	(9, 0.0021760696462518564)	(12, 0.0022130158647062042)	(17, 0.0021819142457813576)	(22, 0.002285447151732525)	(27, 0.0035253371947767485)	(32, 0.006099257080429663)	(37, 0.001892768057446694)	(42, 6.0961680658753754e-05)	(47, 0.00021736359396207534)	(52, 4.7203103636646786e-05)	(57, 0.00021545453318573868)	(62, 7.530782512816785e-05)	(67, 5.869357702330757e-05)	(72, 3.197764789340796e-05)	(77, 2.0544326244510738e-05)	(82, 7.410843652668957e-05)	(87, 4.950591904217675e-05)	(92, 1.5899240021925276e-05)	(97, 0.0009078607310780092)	(102, 6.555015230334206e-05)	(107, 1.5677833052476948e-05)	(112, 4.762934942611655e-05)	(117, 2.3759947134465333e-05)	(122, 8.551402461606713e-05)	(127, 0.00018476361349935067)	(132, 0.00012596850825119957)	(137, 3.564777714720821e-05)	(142, 7.015717224633604e-06)	(147, 6.706342041917875e-06)	(150, 4.516144222042072e-06)
SRR14240749_1	(1, 0.9827048029667819)	(2, 0.955609820450329)	(3, 0.9498797513018405)	(4, 0.9821774392292192)	(5, 0.9498797513018405)	(6, 0.9798829443710516)	(7, 0.9498797513018405)	(8, 0.9498890032972364)	(9, 0.9498818073008173)	(12, 0.9501200975822346)	(17, 0.9499303288766711)	(22, 0.9499634304601984)	(27, 0.9508452484213706)	(32, 0.9529867769556604)	(37, 0.1930746029274113)	(42, 0.00023043301989086616)	(47, 3.321952531582166e-06)	(52, 7.891514420888036e-06)	(57, 7.895102854480878e-06)	(62, 4.57495189755207e-06)	(67, 9.125022261252224e-05)	(72, 2.1736595422515868e-05)	(77, 1.6820974790039227e-05)	(82, 6.369863580878264e-07)	(87, 4.097815830085991e-05)	(92, 2.647057219724155e-06)	(97, 1.77689408531895e-05)	(102, 8.150910394073966e-05)	(107, 4.994333217272521e-06)	(112, 4.479541588377674e-06)	(117, 5.0453604957304376e-06)	(122, 1.8006173146370637e-06)	(127, 6.444285231217491e-07)	(132, 5.375429144351223e-05)	(137, 9.443470914663873e-05)	(142, 0.0002156198214844404)	(147, 8.005825230927811e-05)	(150, 5.908258569737037e-06)
SRR14240749_2	(1, 0.008074935981588859)	(2, 0.010869038591131634)	(3, 0.007980360028653636)	(4, 0.007980360028653636)	(5, 0.007985500026095766)	(6, 0.007993724022003178)	(7, 0.007980360028653636)	(8, 0.007980360028653636)	(9, 0.007980360028653636)	(12, 0.008014284011771705)	(17, 0.00798447202660734)	(22, 0.0080492359943782)	(27, 0.008898569171716037)	(32, 0.010831619409752916)	(37, 0.0027514546622699103)	(42, 5.737396995216204e-05)	(47, 0.00021286386300896213)	(52, 3.805704570946595e-05)	(57, 0.00021980065788518448)	(62, 7.085965958508686e-05)	(67, 5.3034166923612384e-05)	(72, 2.773962561446143e-05)	(77, 1.8740972863808437e-05)	(82, 6.664597235641119e-05)	(87, 4.952828408303386e-05)	(92, 1.549537832990852e-05)	(97, 0.0008878258361921874)	(102, 5.8443624315313574e-05)	(107, 1.1085715953005965e-05)	(112, 3.893750068562449e-05)	(117, 2.0947403775744175e-05)	(122, 0.0001001233546232199)	(127, 0.00016781948982370372)	(132, 0.00011344685121017414)	(137, 3.2711438844513055e-05)	(142, 6.260904906664523e-06)	(147, 5.0909851749111684e-06)	(150, 1.4543979415731404e-06)
SRR14240750_1	(1, 1.7810815138749918)	(2, 1.7541011226639578)	(3, 1.7484784685044983)	(4, 1.7806176941876786)	(5, 1.7484784685044983)	(6, 1.7781559711972612)	(7, 1.7484784685044983)	(8, 1.748485425799808)	(9, 1.7484807876029347)	(12, 1.748703652962689)	(17, 1.748534590686663)	(22, 1.7485979020739815)	(27, 1.7498532300576957)	(32, 1.7528497371475855)	(37, 0.35672923443322)	(42, 0.00021742768240195367)	(47, 4.7223207403269115e-06)	(52, 8.503096433271802e-06)	(57, 1.1345096236374229e-05)	(62, 3.076831558480011e-06)	(67, 9.35162026694917e-05)	(72, 2.1945690198969837e-05)	(77, 1.2756892832015044e-05)	(82, 1.7094537485968987e-06)	(87, 4.718532496248692e-05)	(92, 3.0868586538920933e-06)	(97, 2.0604754908447322e-05)	(102, 8.402927772263369e-05)	(107, 2.6691458800802106e-06)	(112, 5.645412258237416e-06)	(117, 5.341484652572545e-06)	(122, 4.285774255941195e-06)	(127, 0.0)	(132, 5.5418047415870204e-05)	(137, 0.00010880602871739102)	(142, 0.00022692291863823718)	(147, 8.60542028890619e-05)	(150, 1.7193420634989818e-06)
SRR14240750_2	(1, 0.04279432344999288)	(2, 0.04554941239263589)	(3, 0.04270619770940328)	(4, 0.04270619770940328)	(5, 0.04270851680783985)	(6, 0.042721271849240974)	(7, 0.04270619770940328)	(8, 0.04270619770940328)	(9, 0.04270619770940328)	(12, 0.04274075227610815)	(17, 0.042710835906276425)	(22, 0.04281357196701639)	(27, 0.043996312169666166)	(32, 0.04673609506262783)	(37, 0.01007022693915885)	(42, 5.963629042400987e-05)	(47, 0.00020191342678683546)	(52, 4.805754524691597e-05)	(57, 0.00019584084685763834)	(62, 6.815826873866036e-05)	(67, 5.668303040440662e-05)	(72, 3.1409628669955216e-05)	(77, 2.0335557988203247e-05)	(82, 7.074345837578531e-05)	(87, 4.801986403415598e-05)	(92, 1.8411255951845175e-05)	(97, 0.0008759792163017222)	(102, 5.714977587685045e-05)	(107, 1.7076355002474347e-05)	(112, 4.7039105483843965e-05)	(117, 2.1726642056801926e-05)	(122, 9.097087437745483e-05)	(127, 0.00016733267966712056)	(132, 0.00011572527029374731)	(137, 3.336005417368757e-05)	(142, 6.78560315045964e-06)	(147, 6.830369681464344e-06)	(150, 3.3039502574429782e-06)
SRR14240751_1	(1, 5.476096467148511)	(2, 5.449558480307742)	(3, 5.444365087355737)	(4, 5.475224072302922)	(5, 5.444365087355737)	(6, 5.472798550270108)	(7, 5.444365087355737)	(8, 5.444378305459459)	(9, 5.444369052786854)	(12, 5.4445813355326145)	(17, 5.4444126725291335)	(22, 5.444507842875925)	(27, 5.4468722972695485)	(32, 5.454545406479623)	(37, 1.1430063867897782)	(42, 0.0002262874436700205)	(47, 3.9175736460612234e-06)	(52, 1.2041458427728684e-05)	(57, 8.973101093699325e-06)	(62, 3.3732234149368644e-06)	(67, 9.180555792994545e-05)	(72, 2.021327337905633e-05)	(77, 2.0191294749411293e-05)	(82, 2.0579856871211434e-06)	(87, 4.4085237393356826e-05)	(92, 4.690181933970756e-06)	(97, 1.868227344021748e-05)	(102, 8.1745805157482e-05)	(107, 2.601070821469555e-06)	(112, 4.3658462640901835e-06)	(117, 5.98448606625056e-06)	(122, 2.785439684137825e-06)	(127, 5.035736963436309e-07)	(132, 5.2909629817720435e-05)	(137, 9.495260720750916e-05)	(142, 0.0002233377257061164)	(147, 7.71120191651128e-05)	(150, 4.722960466860864e-06)
