Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
SRR14240740_1	(1, 35.96403762371063)	(2, 35.91500955990942)	(3, 36.05061740342678)	(4, 36.07087806627681)	(5, 36.1071688404059)	(6, 36.09937322626821)	(7, 36.06764910563424)	(8, 36.099852977890926)	(9, 36.11010788366153)	(12, 36.115294585052865)	(17, 36.1074335891186)	(22, 36.07371193229278)	(27, 36.03158396025612)	(32, 36.01048989533387)	(37, 36.35515937137971)	(42, 36.4182596193742)	(47, 36.394169877815926)	(52, 36.37752290463855)	(57, 36.35235923578915)	(62, 36.338167229112436)	(67, 36.29773798583446)	(72, 36.2448911751473)	(77, 36.256859566653205)	(82, 36.222047927803885)	(87, 36.169778107211854)	(92, 36.14372609048989)	(97, 36.09453947027819)	(102, 36.03682179547867)	(107, 36.004149725701105)	(112, 35.9741032982743)	(117, 35.90631135209989)	(122, 35.86157792906745)	(127, 35.83005400370351)	(132, 35.75558881142391)	(137, 35.72410036876569)	(142, 35.60375276426164)	(147, 35.59347949294873)	(150, 35.36476858651589)
SRR14240740_2	(1, 36.33726794880551)	(2, 36.25182046965238)	(3, 36.25847064331653)	(4, 36.27287997910804)	(5, 36.29674275607475)	(6, 36.290132891459294)	(7, 36.19518881426897)	(8, 36.15124395732737)	(9, 36.16662081021088)	(12, 36.10425459410992)	(17, 36.11511286658539)	(22, 36.06930058554539)	(27, 35.92619959364202)	(32, 35.87412878621151)	(37, 35.85008257721455)	(42, 35.89693577763633)	(47, 35.84529590397485)	(52, 35.80656402944359)	(57, 35.86086194843541)	(62, 35.90583423306045)	(67, 35.84353981885197)	(72, 35.70814622379816)	(77, 35.63899777745961)	(82, 35.64995351209454)	(87, 35.67060987938432)	(92, 35.734344903169635)	(97, 35.75137095253491)	(102, 35.693934296945244)	(107, 35.64785251683797)	(112, 35.564338766454945)	(117, 35.53605044791378)	(122, 35.37665204507729)	(127, 35.33162021961114)	(132, 35.30898970763892)	(137, 35.17861492528662)	(142, 35.04374557547531)	(147, 34.815986943931875)	(150, 34.39751737800855)
SRR14240741_1	(1, 35.766666683583956)	(2, 35.71295585652546)	(3, 35.85059454342893)	(4, 35.87500548754663)	(5, 35.904913811471836)	(6, 35.88907569456269)	(7, 35.852311141060355)	(8, 35.88852270000321)	(9, 35.89390856313572)	(12, 35.90174819067446)	(17, 35.89273526434072)	(22, 35.86426045888324)	(27, 35.82883400609175)	(32, 35.804471980438876)	(37, 36.33193308026883)	(42, 36.44505042110511)	(47, 36.41910025131641)	(52, 36.41527555498812)	(57, 36.397274443756196)	(62, 36.381566373789404)	(67, 36.35020485194666)	(72, 36.317215435311574)	(77, 36.316815746253866)	(82, 36.28666586311403)	(87, 36.25892598342022)	(92, 36.24547138113817)	(97, 36.20777949326517)	(102, 36.15515349927778)	(107, 36.134438084893915)	(112, 36.10555086499672)	(117, 36.05924811868475)	(122, 36.016338986602634)	(127, 35.99592944275938)	(132, 35.91891819619862)	(137, 35.89421752823539)	(142, 35.78381132429355)	(147, 35.769521564138415)	(150, 35.53623336046759)
SRR14240741_2	(1, 36.28526138865762)	(2, 36.08084229378857)	(3, 36.128291343768424)	(4, 36.15897520923095)	(5, 36.19029651826057)	(6, 36.182701827735784)	(7, 36.071290811804175)	(8, 36.00443337729292)	(9, 36.039436565779546)	(12, 35.94564102918715)	(17, 35.972124595348944)	(22, 35.90988936683059)	(27, 35.673926760643916)	(32, 35.58506406959165)	(37, 35.5227615624711)	(42, 35.566090525025864)	(47, 35.46882835894189)	(52, 35.446984144220494)	(57, 35.57783001482001)	(62, 35.661696939359175)	(67, 35.503525030350865)	(72, 35.35525023378312)	(77, 35.323593892724844)	(82, 35.522454522794135)	(87, 35.6111436497829)	(92, 35.63898452016607)	(97, 35.624678488126854)	(102, 35.54771309070013)	(107, 35.496321450083535)	(112, 35.40180403665026)	(117, 35.382801644818244)	(122, 35.21956168473628)	(127, 35.184725819572364)	(132, 35.17472158244795)	(137, 35.05100019050293)	(142, 34.929477915085386)	(147, 34.70795009179645)	(150, 34.308488338080934)
SRR14240742_1	(1, 36.24698338780573)	(2, 36.192305965268254)	(3, 36.33303382742704)	(4, 36.34609868270021)	(5, 36.37841177566198)	(6, 36.363371355720034)	(7, 36.33236172587401)	(8, 36.372850466187735)	(9, 36.37580744831941)	(12, 36.37879471231984)	(17, 36.369802522943615)	(22, 36.34170076104131)	(27, 36.306040275077955)	(32, 36.28390263599528)	(37, 36.43375372541125)	(42, 36.45795433176819)	(47, 36.43371773351047)	(52, 36.41131504764699)	(57, 36.3931868385123)	(62, 36.379295878534265)	(67, 36.34624481888115)	(72, 36.31406466721123)	(77, 36.315367292705446)	(82, 36.292244337155765)	(87, 36.25302310785903)	(92, 36.23522989730014)	(97, 36.19848313722197)	(102, 36.15388221545019)	(107, 36.13040129268334)	(112, 36.10422964757808)	(117, 36.05927791356416)	(122, 36.02369840819022)	(127, 36.011080373020334)	(132, 35.94465153896163)	(137, 35.92677187320218)	(142, 35.83418011935906)	(147, 35.83630700410448)	(150, 35.61738227248201)
SRR14240742_2	(1, 36.31074024538324)	(2, 36.24522653889117)	(3, 36.259409205168325)	(4, 36.279682897048865)	(5, 36.28869661388837)	(6, 36.267218120416146)	(7, 36.22346652318233)	(8, 36.210373609534265)	(9, 36.214031690081534)	(12, 36.176858718141354)	(17, 36.17493454890748)	(22, 36.12743658590699)	(27, 36.030589028549755)	(32, 35.99114464693854)	(37, 35.95326027711168)	(42, 35.94852181304752)	(47, 35.90438300679695)	(52, 35.85881878616184)	(57, 35.870284027411415)	(62, 35.9031637549657)	(67, 35.82461709294621)	(72, 35.764791157880055)	(77, 35.7322992198867)	(82, 35.76432074498676)	(87, 35.776588375081275)	(92, 35.786449852272995)	(97, 35.77166004982337)	(102, 35.70488294124651)	(107, 35.67230496840279)	(112, 35.59807101842622)	(117, 35.590319346565536)	(122, 35.45194596362022)	(127, 35.436725250106086)	(132, 35.44900539433691)	(137, 35.34766653578092)	(142, 35.24953952054409)	(147, 35.05338218718198)	(150, 34.66460176555208)
SRR14240743_1	(1, 36.18891644621877)	(2, 36.16535382743671)	(3, 36.290350943817685)	(4, 36.32086059992796)	(5, 36.35283051021972)	(6, 36.33180174377595)	(7, 36.30162819885161)	(8, 36.34309935464943)	(9, 36.363061208285764)	(12, 36.365941685496196)	(17, 36.35701620146453)	(22, 36.32944312253902)	(27, 36.301536564596525)	(32, 36.25806595570824)	(37, 36.416309738709074)	(42, 36.41330866751354)	(47, 36.41748880850397)	(52, 36.460669243537225)	(57, 36.44082488293302)	(62, 36.40919948052872)	(67, 36.36439293501381)	(72, 36.308734359619415)	(77, 36.34436443190518)	(82, 36.33866110739115)	(87, 36.3230002877635)	(92, 36.31359260510464)	(97, 36.264007142436505)	(102, 36.205866430057235)	(107, 36.20154578967767)	(112, 36.17900559244367)	(117, 36.140985408391714)	(122, 36.12109462634861)	(127, 36.09270368354362)	(132, 36.04330907803559)	(137, 36.01742759468608)	(142, 35.86656020462906)	(147, 35.884010719973034)	(150, 35.74540984374502)
SRR14240743_2	(1, 36.42618664539107)	(2, 36.38550728378557)	(3, 36.38142668743202)	(4, 36.39549497090097)	(5, 36.40840259677557)	(6, 36.411653295443294)	(7, 36.289241295738826)	(8, 36.30829669994217)	(9, 36.320173507900094)	(12, 36.2606145697776)	(17, 36.27119458484302)	(22, 36.23000111987097)	(27, 36.17623593934998)	(32, 36.136178977775)	(37, 36.086092340538855)	(42, 36.11650137931798)	(47, 36.07711512109633)	(52, 36.03784298296539)	(57, 36.041362908487194)	(62, 36.07485409842127)	(67, 36.00967203294992)	(72, 35.988060242649176)	(77, 35.956918634959585)	(82, 35.98939721510736)	(87, 36.01791415076228)	(92, 36.04667135957645)	(97, 36.03164170367429)	(102, 35.97577567131509)	(107, 35.914529114019054)	(112, 35.85119286724834)	(117, 35.854801036164815)	(122, 35.684696327176844)	(127, 35.69847270072516)	(132, 35.69583018501082)	(137, 35.60891844178965)	(142, 35.489061340171595)	(147, 35.325154969460684)	(150, 35.02141530799901)
SRR14240744_1	(1, 35.983436244499266)	(2, 35.92655381890009)	(3, 36.053854377942855)	(4, 36.07275122479571)	(5, 36.10373820350364)	(6, 36.08998231061697)	(7, 36.05415383450229)	(8, 36.0927726312566)	(9, 36.099618745669)	(12, 36.1043559190981)	(17, 36.09473703652467)	(22, 36.06589360480886)	(27, 36.03005338677578)	(32, 36.004722192722994)	(37, 36.376471617622926)	(42, 36.44868349663514)	(47, 36.42449849914865)	(52, 36.415540272535935)	(57, 36.395095829264264)	(62, 36.37791637118731)	(67, 36.342823334360126)	(72, 36.30198067758268)	(77, 36.30833949965527)	(82, 36.28794430005441)	(87, 36.24734263602831)	(92, 36.23349244344952)	(97, 36.194516051838995)	(102, 36.14260603801752)	(107, 36.11370943104146)	(112, 36.08605746615528)	(117, 36.03656698909208)	(122, 35.999137225729)	(127, 35.97582484256842)	(132, 35.90581795235802)	(137, 35.88128216000687)	(142, 35.76642720078319)	(147, 35.76478245164129)	(150, 35.565005098345495)
SRR14240744_2	(1, 36.37534342966748)	(2, 36.33531799240401)	(3, 36.30917055032325)	(4, 36.30531257645071)	(5, 36.340481539102726)	(6, 36.35233075767429)	(7, 36.217547119721594)	(8, 36.147595608049826)	(9, 36.166751951824764)	(12, 36.118625998417585)	(17, 36.135028392263344)	(22, 36.09659979813074)	(27, 35.98548732147671)	(32, 35.94270276272792)	(37, 35.93472374446106)	(42, 35.92615080937655)	(47, 35.88075005086437)	(52, 35.84611005800254)	(57, 35.85154071300585)	(62, 35.89397208567736)	(67, 35.80618594267436)	(72, 35.80377132434468)	(77, 35.763057181948376)	(82, 35.782649345857465)	(87, 35.876256410947434)	(92, 35.92890230474622)	(97, 35.92090823083282)	(102, 35.860316947150565)	(107, 35.8185489443317)	(112, 35.73934948017157)	(117, 35.71973097656017)	(122, 35.57711448225659)	(127, 35.54445648545088)	(132, 35.530895523524165)	(137, 35.41854170246999)	(142, 35.297255577412066)	(147, 35.09176404384054)	(150, 34.72094960276186)
SRR14240745_1	(1, 35.902107965045715)	(2, 35.86399225059255)	(3, 35.993094748550845)	(4, 36.01878663595467)	(5, 36.049816181697985)	(6, 36.03013689088231)	(7, 36.00020841369501)	(8, 36.03788561542593)	(9, 36.05189186613597)	(12, 36.054385473182776)	(17, 36.045974945285124)	(22, 36.02250711740822)	(27, 35.98874308606089)	(32, 35.95417802199181)	(37, 36.35771812558016)	(42, 36.42999026078017)	(47, 36.421813911609895)	(52, 36.43662946380826)	(57, 36.42509021637352)	(62, 36.40171946028561)	(67, 36.3668822549702)	(72, 36.32500791629989)	(77, 36.33413357770436)	(82, 36.30936656034303)	(87, 36.28816210450975)	(92, 36.27593874490926)	(97, 36.23136147292634)	(102, 36.17769978958124)	(107, 36.164570565510445)	(112, 36.14107817903294)	(117, 36.09675348457778)	(122, 36.06338757667449)	(127, 36.040609845283505)	(132, 35.977860675457194)	(137, 35.95408775717408)	(142, 35.837696449094935)	(147, 35.83629159542903)	(150, 35.64022035405185)
SRR14240745_2	(1, 36.185955782563916)	(2, 35.951094112628155)	(3, 36.03880610172936)	(4, 36.085651727920904)	(5, 36.118742746027664)	(6, 36.113778814997225)	(7, 36.00143022690241)	(8, 36.008087044073136)	(9, 36.039883358940195)	(12, 35.95483974030533)	(17, 35.9846091711071)	(22, 35.92450055606835)	(27, 35.7523409792877)	(32, 35.688317359051744)	(37, 35.62232664049948)	(42, 35.6300016056509)	(47, 35.5578836486956)	(52, 35.51798141767911)	(57, 35.617593301989515)	(62, 35.701643587787046)	(67, 35.56668512517586)	(72, 35.42831396204538)	(77, 35.3976326055214)	(82, 35.58704264183167)	(87, 35.62389232398463)	(92, 35.64735954025704)	(97, 35.633452772334245)	(102, 35.56370032869451)	(107, 35.49222899087975)	(112, 35.416022273656914)	(117, 35.41527414552306)	(122, 35.22858858809175)	(127, 35.22832090074037)	(132, 35.22652076597759)	(137, 35.12445763204832)	(142, 35.01031811323076)	(147, 34.81149062092746)	(150, 34.426191176893894)
SRR14240746_1	(1, 36.16761398711354)	(2, 36.11893509166115)	(3, 36.249530149891264)	(4, 36.27102419346329)	(5, 36.30415667332484)	(6, 36.291082624407416)	(7, 36.25701964039823)	(8, 36.29101203149592)	(9, 36.30553614473352)	(12, 36.31327478729023)	(17, 36.30351479882234)	(22, 36.27705646591004)	(27, 36.24318507295165)	(32, 36.21592734310654)	(37, 36.422785893138254)	(42, 36.437115999438205)	(47, 36.421702625531694)	(52, 36.43117452681811)	(57, 36.42621986207393)	(62, 36.40893021894227)	(67, 36.375549408074455)	(72, 36.320792611361675)	(77, 36.34139245765094)	(82, 36.325731538623835)	(87, 36.29706467201102)	(92, 36.287099182860295)	(97, 36.24903801495603)	(102, 36.198540041250354)	(107, 36.17430630090439)	(112, 36.153959585335556)	(117, 36.10699265285958)	(122, 36.083813160524116)	(127, 36.050632838924706)	(132, 35.99457508876461)	(137, 35.96545891914546)	(142, 35.82822931742371)	(147, 35.83322881183848)	(150, 35.66443502858976)
SRR14240746_2	(1, 36.33854091550831)	(2, 36.3019300361992)	(3, 36.30860615946562)	(4, 36.328301855980165)	(5, 36.345127931854066)	(6, 36.33784988494046)	(7, 36.236677944098396)	(8, 36.23382713198489)	(9, 36.2473680325134)	(12, 36.186303096347686)	(17, 36.19052682938392)	(22, 36.14871523389242)	(27, 36.05866398908529)	(32, 36.028864737715445)	(37, 35.99310418968192)	(42, 36.00921247728415)	(47, 35.97412437095433)	(52, 35.955345494961925)	(57, 35.991760051634785)	(62, 36.02097328974309)	(67, 35.96144869100258)	(72, 35.86456956105568)	(77, 35.80788077375397)	(82, 35.834485643500315)	(87, 35.836927453299225)	(92, 35.88120789230358)	(97, 35.88385146019828)	(102, 35.830570427037415)	(107, 35.773379485781426)	(112, 35.69802133594159)	(117, 35.70167088875864)	(122, 35.53338575104438)	(127, 35.52103045199339)	(132, 35.51170938932116)	(137, 35.40810411440672)	(142, 35.28417176696926)	(147, 35.09185727285845)	(150, 34.734744572387626)
SRR14240747_1	(1, 36.07726502405969)	(2, 36.016801275890366)	(3, 36.15499823143748)	(4, 36.1704924473754)	(5, 36.20268612236014)	(6, 36.18583432583099)	(7, 36.15157485607537)	(8, 36.19454134634659)	(9, 36.19922874455355)	(12, 36.202179898212)	(17, 36.19257270413836)	(22, 36.16336521390191)	(27, 36.12275308336452)	(32, 36.10540077194121)	(37, 36.3857786797802)	(42, 36.43815903040885)	(47, 36.41282007399982)	(52, 36.401419510989584)	(57, 36.377809219636816)	(62, 36.37096087128203)	(67, 36.336813171797004)	(72, 36.30873966439832)	(77, 36.31352899551759)	(82, 36.28860996060442)	(87, 36.25953732359076)	(92, 36.24619127324193)	(97, 36.20968970053872)	(102, 36.16281482270515)	(107, 36.14583342169509)	(112, 36.11758633556321)	(117, 36.07690846846319)	(122, 36.03475947148053)	(127, 36.020093386763975)	(132, 35.94850987009738)	(137, 35.927585027558806)	(142, 35.825236501023355)	(147, 35.81920936882351)	(150, 35.5915557186966)
SRR14240747_2	(1, 36.360070783864245)	(2, 36.25994968128049)	(3, 36.26145297302734)	(4, 36.28102447528337)	(5, 36.294994146245834)	(6, 36.28890106875166)	(7, 36.211828697997824)	(8, 36.175595616969254)	(9, 36.18588503695966)	(12, 36.134630484183376)	(17, 36.14262517593782)	(22, 36.08080949656299)	(27, 35.964916612508574)	(32, 35.91901426491668)	(37, 35.87900054019046)	(42, 35.88190009473048)	(47, 35.83192220665371)	(52, 35.795082526397415)	(57, 35.824996991363534)	(62, 35.87635561858044)	(67, 35.782403875523514)	(72, 35.71562855155777)	(77, 35.68163371767646)	(82, 35.7405200909224)	(87, 35.79786473022328)	(92, 35.824054617223794)	(97, 35.81191838181559)	(102, 35.74502739364568)	(107, 35.707207004537814)	(112, 35.62727458656182)	(117, 35.61237774805328)	(122, 35.466109592527296)	(127, 35.44544429086013)	(132, 35.44622004414275)	(137, 35.34021023344801)	(142, 35.23646185865644)	(147, 35.03541007051243)	(150, 34.657538983492095)
SRR14240748_1	(1, 35.604843077303556)	(2, 35.55081222817133)	(3, 35.684544409500695)	(4, 35.70456441723477)	(5, 35.73766175816325)	(6, 35.723564678029156)	(7, 35.69043870899977)	(8, 35.72341407522342)	(9, 35.730947273488056)	(12, 35.73506346629756)	(17, 35.7263843737618)	(22, 35.69978985951127)	(27, 35.660841642370876)	(32, 35.63872177021898)	(37, 36.30270454589661)	(42, 36.445176451989525)	(47, 36.41812253646418)	(52, 36.415004974829586)	(57, 36.39437512434893)	(62, 36.378466017516736)	(67, 36.34850960719815)	(72, 36.304837846820774)	(77, 36.31384249427204)	(82, 36.29190580460786)	(87, 36.254980445868526)	(92, 36.242565103425136)	(97, 36.20532147015303)	(102, 36.15206491704406)	(107, 36.12872876179789)	(112, 36.10080729644862)	(117, 36.055950690259856)	(122, 36.018156249547076)	(127, 35.99611864691877)	(132, 35.93059093441889)	(137, 35.910851466865815)	(142, 35.79466467999252)	(147, 35.79272034718834)	(150, 35.59578399699995)
SRR14240748_2	(1, 36.25194542713732)	(2, 36.09624320831443)	(3, 36.11048968058721)	(4, 36.133319479545094)	(5, 36.16370543769433)	(6, 36.16748135165715)	(7, 36.01749813609459)	(8, 35.91502247645117)	(9, 35.948435884972774)	(12, 35.85581857227538)	(17, 35.90217856403783)	(22, 35.84442404748788)	(27, 35.58245711097187)	(32, 35.53083279656949)	(37, 35.45132076930091)	(42, 35.43199713846084)	(47, 35.394589255491795)	(52, 35.35539698167376)	(57, 35.50054128871972)	(62, 35.640556640005514)	(67, 35.465905689608185)	(72, 35.27662610000034)	(77, 35.250074605637444)	(82, 35.51089807780236)	(87, 35.630257523634995)	(92, 35.670855141508966)	(97, 35.661859000627985)	(102, 35.589878202564556)	(107, 35.533534813482504)	(112, 35.44950975891862)	(117, 35.43771854541212)	(122, 35.27276551847993)	(127, 35.256336524662586)	(132, 35.24826436567772)	(137, 35.13549206063273)	(142, 35.01557095192571)	(147, 34.802686034780244)	(150, 34.43337755667329)
SRR14240749_1	(1, 36.13630430256953)	(2, 36.08892003338983)	(3, 36.219310810022165)	(4, 36.23908575770136)	(5, 36.267749117917326)	(6, 36.24972220112824)	(7, 36.21357181783812)	(8, 36.257547980873824)	(9, 36.265040524305235)	(12, 36.267925261517675)	(17, 36.25520886466986)	(22, 36.22971482482072)	(27, 36.190413045362845)	(32, 36.16855863975848)	(37, 36.408391870863056)	(42, 36.44665643416685)	(47, 36.420198288901815)	(52, 36.419852975512114)	(57, 36.39993909988166)	(62, 36.385472627039874)	(67, 36.349082287731335)	(72, 36.315208844343616)	(77, 36.31346989001135)	(82, 36.28122136708532)	(87, 36.25521313186752)	(92, 36.25069778549728)	(97, 36.20933916436325)	(102, 36.16344316758229)	(107, 36.14059176384632)	(112, 36.11166353935575)	(117, 36.066708953123864)	(122, 36.02524906967655)	(127, 36.00631979425341)	(132, 35.931086869594694)	(137, 35.90893222841143)	(142, 35.79742269054051)	(147, 35.787576877544154)	(150, 35.553648415757905)
SRR14240749_2	(1, 36.375387438872195)	(2, 36.3181072662571)	(3, 36.31967940643474)	(4, 36.328958417657134)	(5, 36.344175739884385)	(6, 36.330925361038304)	(7, 36.23624787259361)	(8, 36.2301286028388)	(9, 36.23032396386158)	(12, 36.18439099146367)	(17, 36.18597775596203)	(22, 36.13441604638119)	(27, 36.02407050522155)	(32, 35.986430994768476)	(37, 35.9583358799364)	(42, 35.95034854790499)	(47, 35.902768819279885)	(52, 35.86952504645825)	(57, 35.889528363468536)	(62, 35.93594606518786)	(67, 35.87187004957199)	(72, 35.786704120802895)	(77, 35.74897829921444)	(82, 35.762473915847266)	(87, 35.80094551647992)	(92, 35.85388629842115)	(97, 35.84861099423455)	(102, 35.791669405985566)	(107, 35.747290678300956)	(112, 35.66960168401481)	(117, 35.662381344434685)	(122, 35.51655628339198)	(127, 35.491176297965445)	(132, 35.4859974513854)	(137, 35.370964236437054)	(142, 35.25592482361008)	(147, 35.05016161048181)	(150, 34.65235612564436)
SRR14240750_1	(1, 35.83239105658241)	(2, 35.797402563369076)	(3, 35.930336891951235)	(4, 35.9550935576489)	(5, 35.985851076079065)	(6, 35.96906115126308)	(7, 35.93393242216729)	(8, 35.97307483811823)	(9, 35.98216120493861)	(12, 35.98544698941019)	(17, 35.976993738782085)	(22, 35.94822482870849)	(27, 35.90993364015779)	(32, 35.88502063011992)	(37, 36.346300585724336)	(42, 36.43833516199652)	(47, 36.41362978985313)	(52, 36.40921223892427)	(57, 36.38748468590492)	(62, 36.36860332526075)	(67, 36.33207851634931)	(72, 36.28789150486449)	(77, 36.2809338730567)	(82, 36.220845987941814)	(87, 36.18965464095653)	(92, 36.16887088883575)	(97, 36.10521716171641)	(102, 36.04063008715346)	(107, 36.021044438457466)	(112, 35.97883905690277)	(117, 35.92869035998305)	(122, 35.89135427374974)	(127, 35.865609295261955)	(132, 35.79769931431892)	(137, 35.77832745494341)	(142, 35.65894690204626)	(147, 35.66555622294992)	(150, 35.47097977472035)
SRR14240750_2	(1, 36.36599853827226)	(2, 36.29707933902448)	(3, 36.28993310676515)	(4, 36.28634882417651)	(5, 36.31498560825488)	(6, 36.318344555643925)	(7, 36.167386750596386)	(8, 36.101823054876476)	(9, 36.133684336612035)	(12, 36.04464929375915)	(17, 36.07530327835872)	(22, 36.03452925838363)	(27, 35.8761198862575)	(32, 35.82775512546844)	(37, 35.78662338006707)	(42, 35.80737000168527)	(47, 35.75605345932381)	(52, 35.71632029352618)	(57, 35.76389655142647)	(62, 35.829115011378164)	(67, 35.713298459197986)	(72, 35.66034794018893)	(77, 35.622191322231856)	(82, 35.703120754810584)	(87, 35.8209791745372)	(92, 35.87585684612215)	(97, 35.869526522226984)	(102, 35.80815742323964)	(107, 35.762710201983445)	(112, 35.68425857131483)	(117, 35.666671237715285)	(122, 35.51770290282031)	(127, 35.49102610245867)	(132, 35.4842979891127)	(137, 35.374078781595166)	(142, 35.260385941019955)	(147, 35.05872953605965)	(150, 34.66423572600122)
SRR14240751_1	(1, 34.550379592876325)	(2, 34.519622004002784)	(3, 34.643654992318496)	(4, 34.67151812049351)	(5, 34.70319337621788)	(6, 34.68499023651378)	(7, 34.654364775805035)	(8, 34.691493556762644)	(9, 34.69905532988508)	(12, 34.704991968878446)	(17, 34.69701690001973)	(22, 34.67873928687563)	(27, 34.63908313575242)	(32, 34.614630677524175)	(37, 36.09493411264857)	(42, 36.42093964185343)	(47, 36.398827490253105)	(52, 36.42217467924038)	(57, 36.39604057017414)	(62, 36.36999127248225)	(67, 36.35888935949813)	(72, 36.31577224484689)	(77, 36.31006603909384)	(82, 36.256338481486054)	(87, 36.2493795741416)	(92, 36.25331259194034)	(97, 36.198794676469234)	(102, 36.1413587910745)	(107, 36.127488078957015)	(112, 36.09569334464465)	(117, 36.04995019490332)	(122, 36.00611709671044)	(127, 35.96479409543777)	(132, 35.89093817546193)	(137, 35.86002526641926)	(142, 35.7155498672645)	(147, 35.69730698943671)	(150, 35.50322562108502)
SRR14240751_2	(1, 36.28167020310423)	(2, 36.157106151035315)	(3, 36.104694202012304)	(4, 36.06285255904537)	(5, 36.127870137735414)	(6, 36.1697446276901)	(7, 35.83409791471592)	(8, 35.509653584299656)	(9, 35.616683372367056)	(12, 35.40626944705248)	(17, 35.44581079630126)	(22, 35.350316611255714)	(27, 35.022475452890895)	(32, 34.919925303967155)	(37, 34.956805084870254)	(42, 34.95395722281234)	(47, 34.922327927787215)	(52, 34.88586349263833)	(57, 35.048116870903684)	(62, 35.19854648966998)	(67, 34.94885885543852)	(72, 34.88934934940504)	(77, 34.82968454809888)	(82, 35.17953894737165)	(87, 35.61658462438855)	(92, 35.77877979391563)	(97, 35.80011459589478)	(102, 35.75149659100134)	(107, 35.703477158916364)	(112, 35.629872801494024)	(117, 35.627976097033226)	(122, 35.47387996904603)	(127, 35.44785460356338)	(132, 35.426084635758016)	(137, 35.31824981562632)	(142, 35.207783017990025)	(147, 35.00103410540953)	(150, 34.595599605298816)
SRR14240752_1	(1, 36.06732621084015)	(2, 36.017764036088856)	(3, 36.16657624582103)	(4, 36.18537582220867)	(5, 36.21993648400736)	(6, 36.19936461019621)	(7, 36.16525657703358)	(8, 36.2118557755401)	(9, 36.21729570969861)	(12, 36.224790670390504)	(17, 36.218169591576654)	(22, 36.191455416143995)	(27, 36.155263549934034)	(32, 36.12814673270987)	(37, 36.38870698954165)	(42, 36.43452055178265)	(47, 36.41387844401747)	(52, 36.410464422268284)	(57, 36.38646122019438)	(62, 36.369975483430686)	(67, 36.343225126910966)	(72, 36.30075127361276)	(77, 36.30845213819513)	(82, 36.28592552119527)	(87, 36.25343468479794)	(92, 36.23535598192377)	(97, 36.198327459849224)	(102, 36.145380898470506)	(107, 36.13012915403167)	(112, 36.098809275605184)	(117, 36.05972090978649)	(122, 36.018810078225826)	(127, 36.00126754271018)	(132, 35.9363858179848)	(137, 35.91698208488747)	(142, 35.807172836037466)	(147, 35.81123468825594)	(150, 35.610569460056404)
SRR14240752_2	(1, 36.22868112155985)	(2, 36.14078779249764)	(3, 36.15050489773235)	(4, 36.17205311840714)	(5, 36.179608930525056)	(6, 36.16371386968132)	(7, 36.05071309914658)	(8, 36.04563542306418)	(9, 36.04891131994421)	(12, 35.98028239377619)	(17, 35.98151813431832)	(22, 35.92678027524746)	(27, 35.8100970724924)	(32, 35.76021357795968)	(37, 35.71389531206475)	(42, 35.72447897121383)	(47, 35.672243905689896)	(52, 35.632148353951074)	(57, 35.65443088938616)	(62, 35.698493012161904)	(67, 35.60635110670726)	(72, 35.55851002808396)	(77, 35.51997058302489)	(82, 35.57749106877525)	(87, 35.621478799047864)	(92, 35.642932604675536)	(97, 35.62999679225055)	(102, 35.555300881689746)	(107, 35.51029403863997)	(112, 35.43291272274189)	(117, 35.42444796308248)	(122, 35.270741444729126)	(127, 35.2552507331864)	(132, 35.25637295333492)	(137, 35.14767977647889)	(142, 35.038780802172134)	(147, 34.836982592538604)	(150, 34.47735900537223)
SRR14240753_1	(1, 35.74604613651106)	(2, 35.49214829887699)	(3, 35.79286850220484)	(4, 35.83782156976929)	(5, 35.86425328656434)	(6, 35.86093728708558)	(7, 35.74590683175536)	(8, 35.84562897185676)	(9, 35.824281396017255)	(12, 35.84913018936144)	(17, 35.849274934457654)	(22, 35.81709965568128)	(27, 35.74543777746584)	(32, 35.73075884124649)	(37, 36.05169090243066)	(42, 36.11059762552755)	(47, 36.0735197843437)	(52, 36.06469288844012)	(57, 36.01481726778061)	(62, 35.9992264025643)	(67, 35.9842908475582)	(72, 35.949456603236904)	(77, 35.93790313593636)	(82, 35.92501319489173)	(87, 35.875682014114695)	(92, 35.857712455877554)	(97, 35.79763918323064)	(102, 35.72832919677164)	(107, 35.68921780879507)	(112, 35.66386730904075)	(117, 35.60472824320257)	(122, 35.50315515716302)	(127, 35.48887461308782)	(132, 35.450235740625715)	(137, 35.36493083041821)	(142, 35.34774539873113)	(147, 35.27716408147431)	(150, 35.037553565305956)
