Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
SRR14240753_2	(1, 35.522110743276)	(2, 35.38462264851344)	(3, 35.5902233651022)	(4, 35.622658227601136)	(5, 35.70195222789543)	(6, 35.66120827724501)	(7, 35.538867207736494)	(8, 35.6269875187416)	(9, 35.61193435938553)	(12, 35.590864452447384)	(17, 35.617416310609144)	(22, 35.57643482512098)	(27, 35.42976873418432)	(32, 35.36660423863933)	(37, 35.299378424727806)	(42, 35.32478612869221)	(47, 35.24628126538961)	(52, 35.216305917135784)	(57, 35.25364022942186)	(62, 35.289920926989204)	(67, 35.16253663934005)	(72, 35.07171755302126)	(77, 35.06421882475503)	(82, 35.08111030551191)	(87, 35.112892618842785)	(92, 35.09446824908389)	(97, 35.09176623369365)	(102, 35.02336150484242)	(107, 34.8748875629236)	(112, 34.853280355361925)	(117, 34.798906596063304)	(122, 34.67984156532235)	(127, 34.6358355271194)	(132, 34.53999952659253)	(137, 34.45571736774317)	(142, 34.21793356175688)	(147, 34.05705777318991)	(150, 33.5602926065978)
SRR14240754_1	(1, 34.397707246201605)	(2, 34.173517960109464)	(3, 34.39712286119941)	(4, 34.486311132729696)	(5, 34.50611795496317)	(6, 34.481842676194304)	(7, 34.38599882305242)	(8, 34.46561139425299)	(9, 34.47320815296883)	(12, 34.47821908851211)	(17, 34.47123553994831)	(22, 34.43583913280603)	(27, 34.36316054877739)	(32, 34.334775106440325)	(37, 35.70963425896704)	(42, 35.97374919207677)	(47, 35.96626956419932)	(52, 36.00107935500758)	(57, 35.970974218469514)	(62, 35.906213907723554)	(67, 35.91056106623876)	(72, 35.86010335465812)	(77, 35.87430111460231)	(82, 35.84857340784469)	(87, 35.79014183864595)	(92, 35.76479602388453)	(97, 35.72674816512695)	(102, 35.646909612045704)	(107, 35.60350455986602)	(112, 35.56313812664594)	(117, 35.516523163335066)	(122, 35.458582868165436)	(127, 35.32716185230329)	(132, 35.35737348177238)	(137, 35.27382440143646)	(142, 35.1642271160447)	(147, 35.11110113426407)	(150, 34.884853203538235)
SRR14240754_2	(1, 35.46933840041174)	(2, 35.50871072415282)	(3, 35.52921892990317)	(4, 35.50372019971885)	(5, 35.61620930428348)	(6, 35.63297956759287)	(7, 35.232058433771016)	(8, 35.0624407361471)	(9, 35.14752479830729)	(12, 35.00617855937274)	(17, 35.07350753451551)	(22, 35.05647916180917)	(27, 34.75043016125482)	(32, 34.60693464728987)	(37, 34.62610428127673)	(42, 34.53597729266409)	(47, 34.51354509429464)	(52, 34.41740060417017)	(57, 34.588763074793825)	(62, 34.815679150409395)	(67, 34.56857050296871)	(72, 34.398261891718406)	(77, 34.39665080455558)	(82, 34.71763612510224)	(87, 35.006064330527735)	(92, 35.09507226911114)	(97, 35.1312023351251)	(102, 35.0763869814068)	(107, 35.0006043180929)	(112, 34.941300002960666)	(117, 34.873870788043874)	(122, 34.76458293329881)	(127, 34.77779711220777)	(132, 34.60705971515852)	(137, 34.59239013410633)	(142, 34.37370609164782)	(147, 34.313325970745645)	(150, 34.009717687718975)
SRR14240755_1	(1, 35.48118077364889)	(2, 35.25070966123191)	(3, 35.533520706095416)	(4, 35.5825843917584)	(5, 35.60613510937455)	(6, 35.60977416036457)	(7, 35.49680738835934)	(8, 35.590461540372544)	(9, 35.57609443775866)	(12, 35.59696187521664)	(17, 35.598067091915496)	(22, 35.56293462781171)	(27, 35.49680918387651)	(32, 35.47994215632879)	(37, 36.0187539379391)	(42, 36.12672825249984)	(47, 36.100395652780335)	(52, 36.08268937144861)	(57, 36.04586691811859)	(62, 36.028263528015366)	(67, 36.00848839208804)	(72, 35.976566228551846)	(77, 35.967012730510426)	(82, 35.94756968823257)	(87, 35.89501924129506)	(92, 35.878756068560754)	(97, 35.81714721304395)	(102, 35.75100700817099)	(107, 35.70456101599468)	(112, 35.68245623431842)	(117, 35.60969574193135)	(122, 35.518224649945516)	(127, 35.499728829130675)	(132, 35.460358914049735)	(137, 35.37043681904119)	(142, 35.35834111256904)	(147, 35.2839716858471)	(150, 35.05812873226414)
SRR14240755_2	(1, 35.65986999988746)	(2, 35.629279243919626)	(3, 35.74814257368263)	(4, 35.72910570216559)	(5, 35.813146926118975)	(6, 35.79017466155902)	(7, 35.640392783039)	(8, 35.58750086331921)	(9, 35.6063215839889)	(12, 35.54880754544958)	(17, 35.574833475706086)	(22, 35.53182213751719)	(27, 35.379546993120485)	(32, 35.32603127711517)	(37, 35.31309118008802)	(42, 35.27256914901428)	(47, 35.2408960495044)	(52, 35.19770894191927)	(57, 35.205001467741624)	(62, 35.251174747073875)	(67, 35.12742133800408)	(72, 35.09479773112122)	(77, 35.08568242765672)	(82, 35.1169063572078)	(87, 35.20882042192649)	(92, 35.227644787396024)	(97, 35.23467857169189)	(102, 35.174950890203924)	(107, 35.04115737889066)	(112, 35.01131404024287)	(117, 34.9521918254714)	(122, 34.8406507029069)	(127, 34.79068596026262)	(132, 34.69974092420201)	(137, 34.62095516895603)	(142, 34.39091602710371)	(147, 34.23297233342651)	(150, 33.74079634566369)
SRR14240756_1	(1, 34.85519694563668)	(2, 34.61540175458288)	(3, 34.827289266026284)	(4, 34.91079123265587)	(5, 34.9307720821656)	(6, 34.905576641131795)	(7, 34.80433808899764)	(8, 34.88882752327991)	(9, 34.89072521627713)	(12, 34.895268904195085)	(17, 34.887699023263295)	(22, 34.85467207732755)	(27, 34.78018905874849)	(32, 34.754721012820575)	(37, 35.80505824659313)	(42, 35.99787409990505)	(47, 35.98485859304518)	(52, 36.01407393807501)	(57, 35.99047643653567)	(62, 35.929696787598225)	(67, 35.93326536879173)	(72, 35.89364676144112)	(77, 35.899498134559224)	(82, 35.86540314342883)	(87, 35.812996381456564)	(92, 35.792113710071916)	(97, 35.75882273013364)	(102, 35.68531308046235)	(107, 35.64093364684549)	(112, 35.59385117899389)	(117, 35.547112148508596)	(122, 35.48390130784622)	(127, 35.34720556317491)	(132, 35.3725316037597)	(137, 35.284660535733046)	(142, 35.1826556729923)	(147, 35.10880462587032)	(150, 34.85262720716295)
SRR14240756_2	(1, 35.59099813141691)	(2, 35.62944751574856)	(3, 35.65259253427297)	(4, 35.62393842130444)	(5, 35.73298569744406)	(6, 35.7351319060886)	(7, 35.44119411183498)	(8, 35.29311612188797)	(9, 35.35257539630206)	(12, 35.25472868386642)	(17, 35.28852307477004)	(22, 35.27379388316442)	(27, 35.03497081412595)	(32, 34.92983913620088)	(37, 34.918829950709274)	(42, 34.9019859489989)	(47, 34.91584150922477)	(52, 34.78080352311108)	(57, 34.8974004672828)	(62, 35.05703919984394)	(67, 34.84574790593574)	(72, 34.73460070122208)	(77, 34.735048170410465)	(82, 34.93942441905858)	(87, 35.16241863826873)	(92, 35.22970847598752)	(97, 35.25357572096155)	(102, 35.19184789244482)	(107, 35.12697779127355)	(112, 35.07442356904656)	(117, 34.99504777932579)	(122, 34.882719615651396)	(127, 34.87021744122509)	(132, 34.68492287655448)	(137, 34.65220351566577)	(142, 34.424386871827224)	(147, 34.34127458241902)	(150, 33.99137576329173)
SRR14240757_1	(1, 34.61536973377216)	(2, 34.41645982397645)	(3, 34.70737255237751)	(4, 34.76772768783224)	(5, 34.80064749110505)	(6, 34.79917245304291)	(7, 34.68721484705975)	(8, 34.77560960933186)	(9, 34.76698834003455)	(12, 34.79659205582779)	(17, 34.80364052821394)	(22, 34.77249826354851)	(27, 34.70397584134162)	(32, 34.681206078599786)	(37, 35.82201142183015)	(42, 36.06588548319237)	(47, 36.03782777611461)	(52, 36.07383032928037)	(57, 36.028834958448904)	(62, 36.00487769631611)	(67, 35.98442960859818)	(72, 35.92807966903929)	(77, 35.93916763520553)	(82, 35.91873042563746)	(87, 35.87704674983181)	(92, 35.866762079980916)	(97, 35.80459871594593)	(102, 35.722032018617014)	(107, 35.68998567795915)	(112, 35.66951265172634)	(117, 35.6019151115518)	(122, 35.51746492395189)	(127, 35.494036681035446)	(132, 35.458170404399496)	(137, 35.37393922635596)	(142, 35.32166080890461)	(147, 35.25694642704923)	(150, 35.05772866805358)
SRR14240757_2	(1, 35.491340151242504)	(2, 35.467937825642586)	(3, 35.5406978232717)	(4, 35.49717498145054)	(5, 35.611051640010345)	(6, 35.62363331636004)	(7, 35.26763693842022)	(8, 35.11529020747583)	(9, 35.17025863569902)	(12, 35.03288517444956)	(17, 35.09927438298291)	(22, 35.05795058792843)	(27, 34.80961873873523)	(32, 34.744752855218245)	(37, 34.836646676212595)	(42, 34.722178134916945)	(47, 34.67702553355734)	(52, 34.62782722974846)	(57, 34.66438511805701)	(62, 34.804672261187946)	(67, 34.61973464115886)	(72, 34.56412505686579)	(77, 34.5564668118085)	(82, 34.68816669472914)	(87, 34.94785644139509)	(92, 35.06036664070898)	(97, 35.10834782333454)	(102, 35.06851673701615)	(107, 34.93486749779244)	(112, 34.923958277449756)	(117, 34.88429242353621)	(122, 34.76120893330548)	(127, 34.72666583919583)	(132, 34.640810495774204)	(137, 34.57017386261043)	(142, 34.33725181790827)	(147, 34.189158225745906)	(150, 33.71018087016935)
SRR14240758_1	(1, 35.96986084731972)	(2, 35.741208160268606)	(3, 36.03865688903152)	(4, 36.08344765883767)	(5, 36.10685028183947)	(6, 36.09458685408263)	(7, 35.988320141670776)	(8, 36.101955991578635)	(9, 36.081546041068925)	(12, 36.10540293543046)	(17, 36.10800673906522)	(22, 36.08073348196144)	(27, 36.01185742153772)	(32, 35.99287159118678)	(37, 36.1013253134294)	(42, 36.09031374172799)	(47, 36.060753916933)	(52, 36.052254610642144)	(57, 36.035454385907386)	(62, 36.01652462812887)	(67, 36.007781164143225)	(72, 35.980148834376436)	(77, 35.97021268733337)	(82, 35.96209383458354)	(87, 35.91997995527724)	(92, 35.9084869667644)	(97, 35.844813486869455)	(102, 35.78932438348669)	(107, 35.7568821458283)	(112, 35.74046258609167)	(117, 35.68970387255511)	(122, 35.60230660619244)	(127, 35.589176971415164)	(132, 35.56084514982038)	(137, 35.48263657966152)	(142, 35.46688818984717)	(147, 35.41087226862339)	(150, 35.17745757680578)
SRR14240758_2	(1, 35.493858323793745)	(2, 35.459939133054135)	(3, 35.66002966435965)	(4, 35.665691503427304)	(5, 35.740677729250294)	(6, 35.68321311614907)	(7, 35.6416340282045)	(8, 35.69841134858036)	(9, 35.70119743763893)	(12, 35.66315659090796)	(17, 35.673910625295576)	(22, 35.64119148505814)	(27, 35.55494002435879)	(32, 35.51441223893194)	(37, 35.46091701052965)	(42, 35.442982043008655)	(47, 35.4056138784623)	(52, 35.36366878246717)	(57, 35.33287010038884)	(62, 35.35136783394209)	(67, 35.27124170833581)	(72, 35.23414318567528)	(77, 35.20591248989333)	(82, 35.1541615560054)	(87, 35.14304986174944)	(92, 35.13296761585089)	(97, 35.13756387914134)	(102, 35.08347852362655)	(107, 34.93679918789296)	(112, 34.93845541595832)	(117, 34.90316825081116)	(122, 34.79438790986539)	(127, 34.786236153003685)	(132, 34.716494026468766)	(137, 34.65994579063916)	(142, 34.4493864911492)	(147, 34.331242696593065)	(150, 33.872630955309496)
SRR14240759_1	(1, 35.7118088030856)	(2, 35.488687878588195)	(3, 35.806139837876216)	(4, 35.84795211198098)	(5, 35.87451771964581)	(6, 35.87515207297519)	(7, 35.76180979062997)	(8, 35.86069491061262)	(9, 35.8390982453418)	(12, 35.85962285813584)	(17, 35.864494370200006)	(22, 35.82472285873811)	(27, 35.75328036109936)	(32, 35.73836302963377)	(37, 36.03733000335745)	(42, 36.08973435725274)	(47, 36.055993379920075)	(52, 36.045664628157034)	(57, 35.9947380632162)	(62, 35.97929842150392)	(67, 35.960891894002444)	(72, 35.91821026617704)	(77, 35.91131133090388)	(82, 35.887181365886505)	(87, 35.840174906622096)	(92, 35.8144606090368)	(97, 35.758152220495646)	(102, 35.68231954403468)	(107, 35.64925253068174)	(112, 35.619951004605504)	(117, 35.55870189615871)	(122, 35.45126610937573)	(127, 35.44141234079918)	(132, 35.40100068425864)	(137, 35.31659905240281)	(142, 35.30700783218215)	(147, 35.2399213158408)	(150, 34.99270327200087)
SRR14240759_2	(1, 35.397034993258124)	(2, 35.30827946566676)	(3, 35.535940592165254)	(4, 35.54861749545995)	(5, 35.64350733422186)	(6, 35.592323020535964)	(7, 35.550836901778396)	(8, 35.577841435271296)	(9, 35.58371570785409)	(12, 35.55858422717169)	(17, 35.56935601124897)	(22, 35.51538483408192)	(27, 35.3663906502311)	(32, 35.2998436447136)	(37, 35.259854343145676)	(42, 35.24595057461976)	(47, 35.1843824628986)	(52, 35.13867258357842)	(57, 35.14549927497071)	(62, 35.19028821743692)	(67, 35.07315825426063)	(72, 35.01076131284418)	(77, 34.995985537785074)	(82, 34.992460378639706)	(87, 35.01494796299099)	(92, 34.99572878890935)	(97, 34.98995819204386)	(102, 34.920605936069215)	(107, 34.7664115421468)	(112, 34.748051945648456)	(117, 34.695071018033424)	(122, 34.57282931390945)	(127, 34.53646734266007)	(132, 34.447382865290315)	(137, 34.37905815420909)	(142, 34.15004045513803)	(147, 34.00414526960623)	(150, 33.52164315944036)
SRR14240760_1	(1, 35.899039423863535)	(2, 35.677998833509726)	(3, 36.01189552010678)	(4, 36.066502400975956)	(5, 36.090324383743116)	(6, 36.091917167575936)	(7, 35.9730043964236)	(8, 36.08477574352512)	(9, 36.064542598374004)	(12, 36.095262353846294)	(17, 36.09579182053295)	(22, 36.067495720493305)	(27, 36.002979551850544)	(32, 35.98496954265302)	(37, 36.089262117616855)	(42, 36.078757684178186)	(47, 36.051537395222915)	(52, 36.06129861569728)	(57, 36.01390088352063)	(62, 35.99595977284862)	(67, 35.99267812585601)	(72, 35.95075355518645)	(77, 35.947923581374305)	(82, 35.944407194844004)	(87, 35.898918713129966)	(92, 35.88718169706757)	(97, 35.82665201901568)	(102, 35.76653817574179)	(107, 35.72932470050552)	(112, 35.71529554617639)	(117, 35.662231477034005)	(122, 35.582921589059744)	(127, 35.56399413253372)	(132, 35.53663743144689)	(137, 35.459846360566324)	(142, 35.43316091912622)	(147, 35.38530027815942)	(150, 35.183102005941834)
SRR14240760_2	(1, 35.39796357131699)	(2, 35.38943533427666)	(3, 35.603228904838325)	(4, 35.62650789222825)	(5, 35.7066410795375)	(6, 35.67521718104206)	(7, 35.552345992067245)	(8, 35.67833236784093)	(9, 35.675457105594234)	(12, 35.670851361729476)	(17, 35.6772240026384)	(22, 35.646380390918736)	(27, 35.56969064153075)	(32, 35.52933099109772)	(37, 35.483898774722476)	(42, 35.48459891986885)	(47, 35.44996742372846)	(52, 35.39979472392419)	(57, 35.36183564758103)	(62, 35.38606132835614)	(67, 35.30348341871039)	(72, 35.27726173892963)	(77, 35.259416580378726)	(82, 35.19105561421403)	(87, 35.17403991932023)	(92, 35.17002807221529)	(97, 35.17441136029934)	(102, 35.12254560427639)	(107, 34.9691766585771)	(112, 34.9696409044034)	(117, 34.93950157072561)	(122, 34.809248416855596)	(127, 34.81542209270543)	(132, 34.75155341306695)	(137, 34.693890962529224)	(142, 34.47569998906419)	(147, 34.35469453605047)	(150, 33.91064200592825)
SRR14240761_1	(1, 34.25961607946098)	(2, 34.05216748238353)	(3, 34.31753822788617)	(4, 34.37446111710478)	(5, 34.39733743637417)	(6, 34.38332544241877)	(7, 34.28115493131553)	(8, 34.36937492422039)	(9, 34.36531687640228)	(12, 34.38826244568251)	(17, 34.392727179927874)	(22, 34.36696049167874)	(27, 34.30394635911343)	(32, 34.277687529613814)	(37, 35.75200882237816)	(42, 36.05877584381973)	(47, 36.03666449018484)	(52, 36.08586046000521)	(57, 36.052743652529415)	(62, 36.013849519756775)	(67, 36.00684295597476)	(72, 35.96640040418892)	(77, 35.96174656840698)	(82, 35.94491928621461)	(87, 35.925444418815545)	(92, 35.92809357934382)	(97, 35.85047095468385)	(102, 35.78474372023823)	(107, 35.758414774703525)	(112, 35.74301216773058)	(117, 35.677242299469654)	(122, 35.59493681504078)	(127, 35.576551832068304)	(132, 35.541562047089535)	(137, 35.45830467053922)	(142, 35.41472758904833)	(147, 35.35027188098944)	(150, 35.121926866895784)
SRR14240761_2	(1, 35.52926952336599)	(2, 35.405383746815424)	(3, 35.46331238786924)	(4, 35.4310614029579)	(5, 35.55991506853054)	(6, 35.59517432348746)	(7, 35.164351866163855)	(8, 34.973703107641064)	(9, 35.06733165737134)	(12, 34.90343124719636)	(17, 35.01704169108386)	(22, 34.98000068137391)	(27, 34.61782435563583)	(32, 34.538582555512434)	(37, 34.55435256943733)	(42, 34.430910699781045)	(47, 34.38928650142939)	(52, 34.3482380856224)	(57, 34.46701642235443)	(62, 34.64343198656667)	(67, 34.39742502891271)	(72, 34.27855393632064)	(77, 34.27598677012896)	(82, 34.53635363954012)	(87, 34.872556011682605)	(92, 35.01002905652539)	(97, 35.077897271008545)	(102, 35.04760340967122)	(107, 34.89678968853624)	(112, 34.90151440731823)	(117, 34.88441963898244)	(122, 34.76181998797454)	(127, 34.74418491015666)	(132, 34.65884213464862)	(137, 34.60115194685498)	(142, 34.37720673453386)	(147, 34.24116785843462)	(150, 33.73175482528123)
SRR14240762_1	(1, 35.96883718112392)	(2, 35.72968167700398)	(3, 36.01559704014583)	(4, 36.058460397205344)	(5, 36.08626826950041)	(6, 36.08528522121054)	(7, 35.97946571867008)	(8, 36.072330568429756)	(9, 36.055189532157804)	(12, 36.074627148761024)	(17, 36.07650029256988)	(22, 36.0392175703528)	(27, 35.977091390809164)	(32, 35.956580005547536)	(37, 36.11474452158015)	(42, 36.120220879529974)	(47, 36.097489956394334)	(52, 36.093940190220714)	(57, 36.048938138203084)	(62, 36.03044192883713)	(67, 36.01412072083185)	(72, 35.97676049949915)	(77, 35.97091112904248)	(82, 35.96836123568767)	(87, 35.917691921831135)	(92, 35.905364602668016)	(97, 35.84421201780932)	(102, 35.786259072027256)	(107, 35.744895236754715)	(112, 35.729266417120776)	(117, 35.67037451297034)	(122, 35.59008015784155)	(127, 35.56909854850222)	(132, 35.538410560937976)	(137, 35.45454593982656)	(142, 35.427502191193966)	(147, 35.37212950459447)	(150, 35.163081594902394)
SRR14240762_2	(1, 35.559337036695524)	(2, 35.49087552244587)	(3, 35.6798387938303)	(4, 35.71143745650845)	(5, 35.77476046961832)	(6, 35.72600432275331)	(7, 35.68208122316346)	(8, 35.740136739636846)	(9, 35.74130702564578)	(12, 35.719390782203234)	(17, 35.71881823002575)	(22, 35.674827538326255)	(27, 35.57674591195539)	(32, 35.527422781595746)	(37, 35.48013283899591)	(42, 35.47118572496099)	(47, 35.42250986748005)	(52, 35.38702054664229)	(57, 35.37236219955802)	(62, 35.406364616547556)	(67, 35.320671001585744)	(72, 35.26850190981996)	(77, 35.24800230818077)	(82, 35.20461741287103)	(87, 35.20641063275931)	(92, 35.18741921106539)	(97, 35.180872332697675)	(102, 35.11587036586328)	(107, 34.971425448073866)	(112, 34.94778200838429)	(117, 34.901369231940116)	(122, 34.77321471422351)	(127, 34.73889239508573)	(132, 34.64797692920773)	(137, 34.570393289757824)	(142, 34.33439556838725)	(147, 34.185228055932484)	(150, 33.72240304880438)
SRR14240763_1	(1, 35.540020095647456)	(2, 35.33171896435839)	(3, 35.629696071015374)	(4, 35.66595195132381)	(5, 35.692781523973586)	(6, 35.69493686206514)	(7, 35.5881683506331)	(8, 35.69095100312758)	(9, 35.669648548555344)	(12, 35.69125087473468)	(17, 35.689508129352774)	(22, 35.65923335736595)	(27, 35.58636102893977)	(32, 35.57262660078884)	(37, 36.020616852861934)	(42, 36.10866450324923)	(47, 36.07023249473404)	(52, 36.05854302071289)	(57, 36.005038230934964)	(62, 35.99026356276967)	(67, 35.97880323393397)	(72, 35.9454055556812)	(77, 35.93234801043795)	(82, 35.91441461274279)	(87, 35.85959276728124)	(92, 35.83860001868168)	(97, 35.77913542959777)	(102, 35.71253586852586)	(107, 35.67596589384944)	(112, 35.64978626224651)	(117, 35.58927211598987)	(122, 35.4908839374192)	(127, 35.48192856909177)	(132, 35.44498611035864)	(137, 35.36612291315831)	(142, 35.363302354298824)	(147, 35.302265482393175)	(150, 35.07299825097753)
SRR14240763_2	(1, 35.47427676787076)	(2, 35.399480385553034)	(3, 35.57388770032446)	(4, 35.56838130721142)	(5, 35.64781858250965)	(6, 35.600804844681676)	(7, 35.4634504917711)	(8, 35.483222602739424)	(9, 35.49182435080286)	(12, 35.491888263449695)	(17, 35.50312494333018)	(22, 35.46314591629565)	(27, 35.28066453958283)	(32, 35.20855222645936)	(37, 35.158538524292055)	(42, 35.179494371611554)	(47, 35.086727146044666)	(52, 35.057253018168176)	(57, 35.095288083644895)	(62, 35.15253480471806)	(67, 35.00247888820005)	(72, 34.93830878763057)	(77, 34.928088169195405)	(82, 34.96587376176193)	(87, 35.023223704423614)	(92, 35.02427644266727)	(97, 35.02599387787954)	(102, 34.96919364994538)	(107, 34.83865993172146)	(112, 34.82009909552481)	(117, 34.7798186118417)	(122, 34.66775908559081)	(127, 34.63645575176434)	(132, 34.54982950843938)	(137, 34.48772016069362)	(142, 34.26306655143523)	(147, 34.11931419844801)	(150, 33.61787947435339)
SRR14240764_1	(1, 35.40918365165642)	(2, 35.170812400261006)	(3, 35.48560752522224)	(4, 35.534981928246815)	(5, 35.55944371142734)	(6, 35.54946002381794)	(7, 35.42351101634457)	(8, 35.54168749262754)	(9, 35.513869907625256)	(12, 35.54641693958057)	(17, 35.5529449245671)	(22, 35.5190292543712)	(27, 35.446380822510214)	(32, 35.42903163406862)	(37, 35.95737740209442)	(42, 36.05983162654947)	(47, 36.02731250467947)	(52, 36.027250923485774)	(57, 35.98003721630865)	(62, 35.969277241717194)	(67, 35.95418494635129)	(72, 35.9242224443103)	(77, 35.921771644770715)	(82, 35.912005105612664)	(87, 35.86241715766293)	(92, 35.84320666432252)	(97, 35.78810092026284)	(102, 35.71553814402653)	(107, 35.68369192281038)	(112, 35.65362782722091)	(117, 35.5969112564864)	(122, 35.48547991697978)	(127, 35.47201150218406)	(132, 35.43089704041419)	(137, 35.34499313341705)	(142, 35.32788175046677)	(147, 35.25059131477825)	(150, 35.00838117454236)
SRR14240764_2	(1, 35.497381671926824)	(2, 35.285564568971665)	(3, 35.52289126719868)	(4, 35.570337641280005)	(5, 35.63695217961324)	(6, 35.59610658300609)	(7, 35.50686039740446)	(8, 35.583596933859454)	(9, 35.611695549687774)	(12, 35.53839397041828)	(17, 35.55347552507858)	(22, 35.5011034530727)	(27, 35.297769219395434)	(32, 35.208731443054724)	(37, 35.23360784542187)	(42, 35.24621571315669)	(47, 35.09166144938381)	(52, 35.063608944520524)	(57, 35.13893233136879)	(62, 35.21658679028049)	(67, 35.063905392874155)	(72, 34.92952323934968)	(77, 34.91895720549154)	(82, 34.99456066777837)	(87, 35.04315164402023)	(92, 35.03400687243753)	(97, 35.02069040469917)	(102, 34.95659371127751)	(107, 34.816258499463)	(112, 34.79403655697628)	(117, 34.75264969718224)	(122, 34.62443934611765)	(127, 34.579975606986324)	(132, 34.47627410883355)	(137, 34.390973300211975)	(142, 34.16083033268999)	(147, 34.00718564828615)	(150, 33.519123387254844)
SRR14240765_1	(1, 35.66682191742771)	(2, 35.439625267146916)	(3, 35.732608711800104)	(4, 35.78869756016086)	(5, 35.81237307200843)	(6, 35.8062913626507)	(7, 35.69966979082637)	(8, 35.80115257578643)	(9, 35.784852197370896)	(12, 35.80845448416424)	(17, 35.81108645711258)	(22, 35.78150375748553)	(27, 35.715203066836054)	(32, 35.69137999027286)	(37, 36.041003142482396)	(42, 36.076872378912455)	(47, 36.06417458860781)	(52, 36.07995485981539)	(57, 36.03724745721754)	(62, 36.01243679886769)	(67, 35.99845237354215)	(72, 35.95874280877696)	(77, 35.94007539284719)	(82, 35.886997914914744)	(87, 35.873091818599505)	(92, 35.873582786813685)	(97, 35.7756665043723)	(102, 35.70927209421836)	(107, 35.693695284770584)	(112, 35.668682298970126)	(117, 35.614603164229734)	(122, 35.540237398189475)	(127, 35.51808254909246)	(132, 35.491856313123776)	(137, 35.41728545290338)	(142, 35.37082651875699)	(147, 35.3288633306887)	(150, 35.119808702180464)
SRR14240765_2	(1, 35.61072726415438)	(2, 35.500778709832275)	(3, 35.66987136753498)	(4, 35.69705333442534)	(5, 35.770846486504304)	(6, 35.735593356375105)	(7, 35.61118003933956)	(8, 35.65990037474709)	(9, 35.665636284023435)	(12, 35.614089872504046)	(17, 35.62678352600672)	(22, 35.58377535730337)	(27, 35.429654447067165)	(32, 35.37561080853293)	(37, 35.34110544148722)	(42, 35.37776043232752)	(47, 35.32198889482949)	(52, 35.2822190668964)	(57, 35.30380495220234)	(62, 35.35785871671366)	(67, 35.25193536473266)	(72, 35.14782047672668)	(77, 35.108287574915785)	(82, 35.10446069881915)	(87, 35.1394547034416)	(92, 35.16775536699098)	(97, 35.18482118057958)	(102, 35.13588203506562)	(107, 34.99375010737903)	(112, 34.98479294575079)	(117, 34.95010486671492)	(122, 34.81845541335226)	(127, 34.79494900678032)	(132, 34.71276344205347)	(137, 34.64240948350634)	(142, 34.41887067096327)	(147, 34.285623378573035)	(150, 33.81864879212449)
SRR14240766_1	(1, 35.9987540498793)	(2, 35.76636490176488)	(3, 36.05280820086507)	(4, 36.11212413268926)	(5, 36.13502966815814)	(6, 36.12862168241732)	(7, 36.02171445954122)	(8, 36.11744746795761)	(9, 36.11166523593485)	(12, 36.13140466911206)	(17, 36.134319358453425)	(22, 36.09869838505789)	(27, 36.02891735909863)	(32, 36.00863863486483)	(37, 36.104792184408666)	(42, 36.080821024212895)	(47, 36.06616335585945)	(52, 36.101289873402315)	(57, 36.05816441339941)	(62, 36.04513878055382)	(67, 36.02351521418883)	(72, 35.98575067471663)	(77, 35.98460610375752)	(82, 35.972098334853634)	(87, 35.94491127157862)	(92, 35.933015793807115)	(97, 35.87418939270092)	(102, 35.81094987127498)	(107, 35.776638593105346)	(112, 35.7506287058426)	(117, 35.69129652489369)	(122, 35.607027072207224)	(127, 35.58624734911255)	(132, 35.54879103041664)	(137, 35.46170408840995)	(142, 35.42665537995236)	(147, 35.35193646291172)	(150, 35.1244503033157)
SRR14240766_2	(1, 35.77314987974313)	(2, 35.676050860275865)	(3, 35.83752204048489)	(4, 35.859312354517215)	(5, 35.917138879971084)	(6, 35.871726033653225)	(7, 35.81387018619894)	(8, 35.880376734194655)	(9, 35.887459011361145)	(12, 35.84549599521516)	(17, 35.8459636828405)	(22, 35.80801043821965)	(27, 35.72761046184225)	(32, 35.6829328770025)	(37, 35.63880379052315)	(42, 35.620024124329206)	(47, 35.57975712943171)	(52, 35.537057714164916)	(57, 35.51783457167828)	(62, 35.5393474600064)	(67, 35.46667028018809)	(72, 35.416644430176625)	(77, 35.39181922547235)	(82, 35.363298993133924)	(87, 35.352495725279894)	(92, 35.33899086367718)	(97, 35.327009968131236)	(102, 35.264076949925055)	(107, 35.10391666874118)	(112, 35.08591786818325)	(117, 35.047792805617135)	(122, 34.90760284831727)	(127, 34.87666957364379)	(132, 34.78360644387912)	(137, 34.707352055382394)	(142, 34.48082762230566)	(147, 34.33992749297982)	(150, 33.86769513436643)
