Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
SRR14240756_1	(37, 2210276.0)	(42, 10581.0)	(47, 18819.0)	(52, 34250.0)	(57, 55390.0)	(62, 109038.0)	(67, 194710.0)	(72, 334765.0)	(77, 568225.0)	(82, 888211.0)	(87, 1294341.0)	(92, 1814867.0)	(97, 2441468.0)	(102, 2628192.0)	(107, 2851368.0)	(112, 2726761.0)	(117, 3010222.0)	(122, 2702164.0)	(127, 2731251.0)	(132, 2363573.0)	(137, 2345187.0)	(142, 2038094.0)	(147, 3871994.0)	(151, 19163164.0)
SRR14240756_2	(37, 21900.0)	(42, 10271.0)	(47, 18445.0)	(52, 33561.0)	(57, 54155.0)	(62, 106536.0)	(67, 190708.0)	(72, 327462.0)	(77, 557011.0)	(82, 869813.0)	(87, 1269675.0)	(92, 1780532.0)	(97, 2397132.0)	(102, 2581291.0)	(107, 2800278.0)	(112, 2676929.0)	(117, 2958667.0)	(122, 2652863.0)	(127, 2680837.0)	(132, 2321989.0)	(137, 2307284.0)	(142, 2024836.0)	(147, 4379507.0)	(151, 21385229.0)
SRR14240757_1	(37, 3473848.0)	(42, 17264.0)	(47, 28543.0)	(52, 50632.0)	(57, 77274.0)	(62, 142099.0)	(67, 237343.0)	(72, 385002.0)	(77, 646011.0)	(82, 1027984.0)	(87, 1484610.0)	(92, 2132610.0)	(97, 2967112.0)	(102, 3281421.0)	(107, 3437157.0)	(112, 3398173.0)	(117, 3751171.0)	(122, 3589097.0)	(127, 3565601.0)	(132, 3179544.0)	(137, 3112911.0)	(142, 2818349.0)	(147, 5583758.0)	(151, 31447714.0)
SRR14240757_2	(37, 39863.0)	(42, 16964.0)	(47, 28088.0)	(52, 50058.0)	(57, 76002.0)	(62, 139567.0)	(67, 233881.0)	(72, 378350.0)	(77, 634446.0)	(82, 1008965.0)	(87, 1457036.0)	(92, 2093452.0)	(97, 2911590.0)	(102, 3227951.0)	(107, 3374899.0)	(112, 3326481.0)	(117, 3673134.0)	(122, 3511121.0)	(127, 3484152.0)	(132, 3106318.0)	(137, 3046377.0)	(142, 2794770.0)	(147, 6509078.0)	(151, 34712685.0)
SRR14240758_1	(37, 308935.0)	(42, 2640.0)	(47, 4946.0)	(52, 10556.0)	(57, 20196.0)	(62, 45111.0)	(67, 87393.0)	(72, 164951.0)	(77, 287316.0)	(82, 459453.0)	(87, 661926.0)	(92, 943332.0)	(97, 1261707.0)	(102, 1440824.0)	(107, 1579694.0)	(112, 1775836.0)	(117, 2059691.0)	(122, 2098789.0)	(127, 2117681.0)	(132, 2055292.0)	(137, 2152972.0)	(142, 2078670.0)	(147, 5027836.0)	(151, 28963746.0)
SRR14240758_2	(37, 5272.0)	(42, 2490.0)	(47, 4871.0)	(52, 10414.0)	(57, 19885.0)	(62, 44365.0)	(67, 85897.0)	(72, 162150.0)	(77, 282524.0)	(82, 451573.0)	(87, 651272.0)	(92, 927396.0)	(97, 1241420.0)	(102, 1418135.0)	(107, 1553988.0)	(112, 1742535.0)	(117, 2023324.0)	(122, 2060502.0)	(127, 2081733.0)	(132, 2020298.0)	(137, 2120592.0)	(142, 2060682.0)	(147, 5707454.0)	(151, 28930721.0)
SRR14240759_1	(37, 563261.0)	(42, 5102.0)	(47, 9595.0)	(52, 20806.0)	(57, 39667.0)	(62, 84879.0)	(67, 158094.0)	(72, 285490.0)	(77, 484895.0)	(82, 767653.0)	(87, 1032788.0)	(92, 1348101.0)	(97, 1632396.0)	(102, 1708983.0)	(107, 1787958.0)	(112, 1803507.0)	(117, 1901073.0)	(122, 1824158.0)	(127, 1796191.0)	(132, 1662112.0)	(137, 1655487.0)	(142, 1507923.0)	(147, 3490623.0)	(151, 19591786.0)
SRR14240759_2	(37, 9119.0)	(42, 5000.0)	(47, 9468.0)	(52, 20558.0)	(57, 39087.0)	(62, 83499.0)	(67, 155767.0)	(72, 280820.0)	(77, 476790.0)	(82, 753848.0)	(87, 1015527.0)	(92, 1325568.0)	(97, 1606530.0)	(102, 1684061.0)	(107, 1760047.0)	(112, 1772707.0)	(117, 1868883.0)	(122, 1792247.0)	(127, 1763838.0)	(132, 1629983.0)	(137, 1626074.0)	(142, 1495121.0)	(147, 3847969.0)	(151, 20140017.0)
SRR14240760_1	(37, 515161.0)	(42, 6299.0)	(47, 12635.0)	(52, 27006.0)	(57, 50136.0)	(62, 106243.0)	(67, 196737.0)	(72, 362064.0)	(77, 627810.0)	(82, 1036758.0)	(87, 1520361.0)	(92, 2158276.0)	(97, 2810066.0)	(102, 3088150.0)	(107, 3312769.0)	(112, 3474896.0)	(117, 3800291.0)	(122, 3808181.0)	(127, 3737161.0)	(132, 3492670.0)	(137, 3477793.0)	(142, 3331676.0)	(147, 8274938.0)	(151, 53058245.0)
SRR14240760_2	(37, 13378.0)	(42, 6200.0)	(47, 12581.0)	(52, 26813.0)	(57, 49655.0)	(62, 104819.0)	(67, 194529.0)	(72, 357610.0)	(77, 620021.0)	(82, 1022980.0)	(87, 1500835.0)	(92, 2130207.0)	(97, 2775035.0)	(102, 3050487.0)	(107, 3270096.0)	(112, 3422822.0)	(117, 3744963.0)	(122, 3755141.0)	(127, 3683629.0)	(132, 3438182.0)	(137, 3431153.0)	(142, 3307537.0)	(147, 9546536.0)	(151, 52821113.0)
SRR14240761_1	(37, 3973043.0)	(42, 13136.0)	(47, 23748.0)	(52, 44683.0)	(57, 81235.0)	(62, 173005.0)	(67, 312514.0)	(72, 544235.0)	(77, 867947.0)	(82, 1255458.0)	(87, 1619378.0)	(92, 2146145.0)	(97, 2797128.0)	(102, 3033588.0)	(107, 2923642.0)	(112, 2967083.0)	(117, 3390102.0)	(122, 3168818.0)	(127, 2956565.0)	(132, 2604645.0)	(137, 2540834.0)	(142, 2332201.0)	(147, 4767502.0)	(151, 26466964.0)
SRR14240761_2	(37, 20715.0)	(42, 12883.0)	(47, 23370.0)	(52, 43902.0)	(57, 79679.0)	(62, 169829.0)	(67, 306816.0)	(72, 534468.0)	(77, 851842.0)	(82, 1231245.0)	(87, 1588856.0)	(92, 2104831.0)	(97, 2744265.0)	(102, 2979899.0)	(107, 2869977.0)	(112, 2890735.0)	(117, 3308776.0)	(122, 3105712.0)	(127, 2899562.0)	(132, 2555711.0)	(137, 2495037.0)	(142, 2313714.0)	(147, 5603913.0)	(151, 30267862.0)
SRR14240762_1	(37, 1053143.0)	(42, 17167.0)	(47, 33551.0)	(52, 73078.0)	(57, 132600.0)	(62, 280642.0)	(67, 509169.0)	(72, 937784.0)	(77, 1599668.0)	(82, 2506142.0)	(87, 3632604.0)	(92, 4970649.0)	(97, 6276104.0)	(102, 6793757.0)	(107, 7182440.0)	(112, 7224592.0)	(117, 7556615.0)	(122, 7296981.0)	(127, 7165825.0)	(132, 6517322.0)	(137, 6319315.0)	(142, 5729426.0)	(147, 11391172.0)	(151, 58983931.0)
SRR14240762_2	(37, 20932.0)	(42, 16969.0)	(47, 33164.0)	(52, 72315.0)	(57, 131037.0)	(62, 276844.0)	(67, 502589.0)	(72, 925275.0)	(77, 1578363.0)	(82, 2469706.0)	(87, 3581690.0)	(92, 4897417.0)	(97, 6186067.0)	(102, 6693746.0)	(107, 7073698.0)	(112, 7112140.0)	(117, 7440587.0)	(122, 7177927.0)	(127, 7043075.0)	(132, 6398289.0)	(137, 6213111.0)	(142, 5671465.0)	(147, 12711026.0)	(151, 59956245.0)
SRR14240763_1	(37, 1224258.0)	(42, 6672.0)	(47, 12833.0)	(52, 26732.0)	(57, 54545.0)	(62, 119956.0)	(67, 242383.0)	(72, 408998.0)	(77, 688870.0)	(82, 1071272.0)	(87, 1286566.0)	(92, 1638510.0)	(97, 1894130.0)	(102, 1995512.0)	(107, 2137953.0)	(112, 2177948.0)	(117, 2367969.0)	(122, 2376793.0)	(127, 2426044.0)	(132, 2370249.0)	(137, 2440882.0)	(142, 2305204.0)	(147, 5849939.0)	(151, 33585188.0)
SRR14240763_2	(37, 11820.0)	(42, 6562.0)	(47, 12593.0)	(52, 26307.0)	(57, 53640.0)	(62, 117865.0)	(67, 238321.0)	(72, 401849.0)	(77, 677472.0)	(82, 1052271.0)	(87, 1265253.0)	(92, 1609518.0)	(97, 1862075.0)	(102, 1961834.0)	(107, 2100832.0)	(112, 2139825.0)	(117, 2328510.0)	(122, 2333688.0)	(127, 2380293.0)	(132, 2323892.0)	(137, 2398780.0)	(142, 2286185.0)	(147, 6407048.0)	(151, 34712973.0)
SRR14240764_1	(37, 1841667.0)	(42, 12034.0)	(47, 24292.0)	(52, 53042.0)	(57, 102085.0)	(62, 223897.0)	(67, 415668.0)	(72, 747651.0)	(77, 1204663.0)	(82, 1775667.0)	(87, 2352844.0)	(92, 2993429.0)	(97, 3658735.0)	(102, 3868909.0)	(107, 3936029.0)	(112, 3900236.0)	(117, 4150627.0)	(122, 3887562.0)	(127, 3741575.0)	(132, 3440691.0)	(137, 3417424.0)	(142, 3110324.0)	(147, 6286239.0)	(151, 32613766.0)
SRR14240764_2	(37, 23865.0)	(42, 11808.0)	(47, 23779.0)	(52, 52091.0)	(57, 100309.0)	(62, 219749.0)	(67, 408542.0)	(72, 734508.0)	(77, 1184051.0)	(82, 1743429.0)	(87, 2311703.0)	(92, 2937796.0)	(97, 3591971.0)	(102, 3798806.0)	(107, 3863039.0)	(112, 3818773.0)	(117, 4066100.0)	(122, 3808099.0)	(127, 3662850.0)	(132, 3365328.0)	(137, 3347242.0)	(142, 3068573.0)	(147, 7036476.0)	(151, 34580169.0)
SRR14240765_1	(37, 1785026.0)	(42, 11499.0)	(47, 22496.0)	(52, 48945.0)	(57, 95293.0)	(62, 210246.0)	(67, 403560.0)	(72, 748515.0)	(77, 1264029.0)	(82, 1938354.0)	(87, 2659137.0)	(92, 3573970.0)	(97, 4622924.0)	(102, 5002854.0)	(107, 5012616.0)	(112, 5196097.0)	(117, 5795863.0)	(122, 5508812.0)	(127, 5345841.0)	(132, 4828164.0)	(137, 4757219.0)	(142, 4342486.0)	(147, 9440494.0)	(151, 52452043.0)
SRR14240765_2	(37, 19856.0)	(42, 11320.0)	(47, 22171.0)	(52, 48270.0)	(57, 94016.0)	(62, 207050.0)	(67, 397720.0)	(72, 737135.0)	(77, 1244585.0)	(82, 1906317.0)	(87, 2617224.0)	(92, 3514086.0)	(97, 4545695.0)	(102, 4923473.0)	(107, 4928478.0)	(112, 5082125.0)	(117, 5673322.0)	(122, 5401473.0)	(127, 5240364.0)	(132, 4733791.0)	(137, 4666954.0)	(142, 4302536.0)	(147, 10788483.0)	(151, 53960039.0)
SRR14240766_1	(37, 463110.0)	(42, 10971.0)	(47, 20950.0)	(52, 42545.0)	(57, 79213.0)	(62, 166605.0)	(67, 305887.0)	(72, 555989.0)	(77, 929458.0)	(82, 1418934.0)	(87, 1965077.0)	(92, 2687423.0)	(97, 3536917.0)	(102, 3881996.0)	(107, 3901727.0)	(112, 3981601.0)	(117, 4418430.0)	(122, 4207599.0)	(127, 4115077.0)	(132, 3661504.0)	(137, 3528435.0)	(142, 3182244.0)	(147, 6350758.0)	(151, 33859904.0)
SRR14240766_2	(37, 20791.0)	(42, 10812.0)	(47, 20731.0)	(52, 41986.0)	(57, 78084.0)	(62, 163940.0)	(67, 301462.0)	(72, 547877.0)	(77, 915665.0)	(82, 1396933.0)	(87, 1935572.0)	(92, 2645166.0)	(97, 3485298.0)	(102, 3828966.0)	(107, 3846448.0)	(112, 3900962.0)	(117, 4331167.0)	(122, 4143209.0)	(127, 4051858.0)	(132, 3606120.0)	(137, 3477361.0)	(142, 3162437.0)	(147, 7273817.0)	(151, 34085692.0)
SRR14240767_1	(37, 399462.0)	(42, 7253.0)	(47, 14939.0)	(52, 33143.0)	(57, 63384.0)	(62, 139109.0)	(67, 262153.0)	(72, 485069.0)	(77, 821347.0)	(82, 1299226.0)	(87, 1819078.0)	(92, 2438707.0)	(97, 3089105.0)	(102, 3379426.0)	(107, 3530489.0)	(112, 3616444.0)	(117, 3843564.0)	(122, 3772073.0)	(127, 3641016.0)	(132, 3431824.0)	(137, 3363510.0)	(142, 3140315.0)	(147, 6671074.0)	(151, 36090095.0)
SRR14240767_2	(37, 6859.0)	(42, 7148.0)	(47, 14748.0)	(52, 32732.0)	(57, 62418.0)	(62, 136878.0)	(67, 258014.0)	(72, 477559.0)	(77, 808285.0)	(82, 1277678.0)	(87, 1789567.0)	(92, 2398195.0)	(97, 3040052.0)	(102, 3326913.0)	(107, 3473462.0)	(112, 3544693.0)	(117, 3769145.0)	(122, 3701347.0)	(127, 3574960.0)	(132, 3369514.0)	(137, 3312411.0)	(142, 3106694.0)	(147, 7389708.0)	(151, 36472825.0)
SRR14240768_1	(37, 373534.0)	(42, 3732.0)	(47, 7769.0)	(52, 16155.0)	(57, 31986.0)	(62, 71840.0)	(67, 134632.0)	(72, 255672.0)	(77, 435045.0)	(82, 683449.0)	(87, 953190.0)	(92, 1309241.0)	(97, 1765436.0)	(102, 1956694.0)	(107, 1973681.0)	(112, 2097731.0)	(117, 2513738.0)	(122, 2368733.0)	(127, 2317901.0)	(132, 2081324.0)	(137, 2109853.0)	(142, 1967478.0)	(147, 4732516.0)	(151, 29565543.0)
SRR14240768_2	(37, 12325.0)	(42, 3661.0)	(47, 7639.0)	(52, 15900.0)	(57, 31450.0)	(62, 70124.0)	(67, 132432.0)	(72, 251379.0)	(77, 427546.0)	(82, 670888.0)	(87, 936621.0)	(92, 1286217.0)	(97, 1734408.0)	(102, 1924541.0)	(107, 1939451.0)	(112, 2049933.0)	(117, 2458669.0)	(122, 2320304.0)	(127, 2270499.0)	(132, 2037751.0)	(137, 2070386.0)	(142, 1941593.0)	(147, 5517741.0)	(151, 29615415.0)
SRR14240769_1	(37, 1879835.0)	(42, 12096.0)	(47, 24343.0)	(52, 50511.0)	(57, 89608.0)	(62, 188621.0)	(67, 347313.0)	(72, 629083.0)	(77, 1067921.0)	(82, 1662806.0)	(87, 2391202.0)	(92, 3281588.0)	(97, 4409473.0)	(102, 4924259.0)	(107, 5053413.0)	(112, 5102761.0)	(117, 5753472.0)	(122, 5442965.0)	(127, 5403689.0)	(132, 4833782.0)	(137, 4714224.0)	(142, 4280965.0)	(147, 8907090.0)	(151, 48837349.0)
SRR14240769_2	(37, 23028.0)	(42, 11932.0)	(47, 24036.0)	(52, 49898.0)	(57, 88351.0)	(62, 185891.0)	(67, 342384.0)	(72, 620127.0)	(77, 1052292.0)	(82, 1637300.0)	(87, 2355318.0)	(92, 3232275.0)	(97, 4343432.0)	(102, 4855877.0)	(107, 4981265.0)	(112, 5012443.0)	(117, 5649176.0)	(122, 5352873.0)	(127, 5313849.0)	(132, 4751837.0)	(137, 4641446.0)	(142, 4237139.0)	(147, 10032987.0)	(151, 50493213.0)
SRR14240770_1	(37, 1724879.0)	(42, 14858.0)	(47, 28114.0)	(52, 56581.0)	(57, 105574.0)	(62, 216051.0)	(67, 384992.0)	(72, 663449.0)	(77, 1063762.0)	(82, 1554763.0)	(87, 2080469.0)	(92, 2711525.0)	(97, 3404863.0)	(102, 3784511.0)	(107, 3816809.0)	(112, 3805198.0)	(117, 4148205.0)	(122, 3928281.0)	(127, 3679017.0)	(132, 3337806.0)	(137, 3224260.0)	(142, 2961161.0)	(147, 6002628.0)	(151, 32497065.0)
SRR14240770_2	(37, 56531.0)	(42, 14605.0)	(47, 27600.0)	(52, 55558.0)	(57, 103540.0)	(62, 211700.0)	(67, 377760.0)	(72, 651436.0)	(77, 1043051.0)	(82, 1523841.0)	(87, 2042259.0)	(92, 2658705.0)	(97, 3340083.0)	(102, 3717885.0)	(107, 3748277.0)	(112, 3711505.0)	(117, 4042477.0)	(122, 3846462.0)	(127, 3603256.0)	(132, 3268458.0)	(137, 3160909.0)	(142, 2925107.0)	(147, 6863228.0)	(151, 34200588.0)
SRR14240771_1	(37, 2059429.0)	(42, 5189.0)	(47, 9185.0)	(52, 17666.0)	(57, 31069.0)	(62, 65049.0)	(67, 120503.0)	(72, 214629.0)	(77, 386326.0)	(82, 682899.0)	(87, 976258.0)	(92, 1386403.0)	(97, 1824474.0)	(102, 1976068.0)	(107, 2188095.0)	(112, 2265259.0)	(117, 2478833.0)	(122, 2471182.0)	(127, 2528541.0)	(132, 2424508.0)	(137, 2480898.0)	(142, 2323714.0)	(147, 5567180.0)	(151, 32288083.0)
SRR14240771_2	(37, 10592.0)	(42, 5119.0)	(47, 9070.0)	(52, 17501.0)	(57, 30728.0)	(62, 64204.0)	(67, 119171.0)	(72, 211773.0)	(77, 381365.0)	(82, 673213.0)	(87, 963754.0)	(92, 1367991.0)	(97, 1801505.0)	(102, 1953620.0)	(107, 2160028.0)	(112, 2240764.0)	(117, 2452766.0)	(122, 2444094.0)	(127, 2497634.0)	(132, 2388346.0)	(137, 2446190.0)	(142, 2318503.0)	(147, 6119462.0)	(151, 34094047.0)
SRR14240772_1	(37, 1766878.0)	(42, 9435.0)	(47, 17286.0)	(52, 33991.0)	(57, 60573.0)	(62, 127475.0)	(67, 242688.0)	(72, 445373.0)	(77, 766449.0)	(82, 1235951.0)	(87, 1721206.0)	(92, 2447652.0)	(97, 3177940.0)	(102, 3346140.0)	(107, 3401302.0)	(112, 3546005.0)	(117, 3880902.0)	(122, 3797020.0)	(127, 3684925.0)	(132, 3309753.0)	(137, 3274687.0)	(142, 3001492.0)	(147, 6473373.0)	(151, 36758204.0)
SRR14240772_2	(37, 27555.0)	(42, 9083.0)	(47, 16709.0)	(52, 33062.0)	(57, 58899.0)	(62, 124150.0)	(67, 236763.0)	(72, 434152.0)	(77, 747204.0)	(82, 1203590.0)	(87, 1678549.0)	(92, 2383691.0)	(97, 3099630.0)	(102, 3266604.0)	(107, 3314674.0)	(112, 3445631.0)	(117, 3778521.0)	(122, 3685219.0)	(127, 3579208.0)	(132, 3214298.0)	(137, 3191380.0)	(142, 2939688.0)	(147, 7429537.0)	(151, 38628903.0)
SRR14240773_1	(37, 1224924.0)	(42, 8461.0)	(47, 16487.0)	(52, 36594.0)	(57, 69388.0)	(62, 150510.0)	(67, 284957.0)	(72, 523318.0)	(77, 903972.0)	(82, 1468930.0)	(87, 2059717.0)	(92, 2751898.0)	(97, 3370399.0)	(102, 3545732.0)	(107, 3732255.0)	(112, 3721620.0)	(117, 3840390.0)	(122, 3706033.0)	(127, 3602908.0)	(132, 3334339.0)	(137, 3246405.0)	(142, 2968107.0)	(147, 6630378.0)	(151, 37039978.0)
SRR14240773_2	(37, 12713.0)	(42, 8290.0)	(47, 16158.0)	(52, 35954.0)	(57, 68027.0)	(62, 147678.0)	(67, 279594.0)	(72, 512750.0)	(77, 885493.0)	(82, 1437704.0)	(87, 2016204.0)	(92, 2691967.0)	(97, 3298144.0)	(102, 3469875.0)	(107, 3647203.0)	(112, 3634967.0)	(117, 3751851.0)	(122, 3613557.0)	(127, 3508816.0)	(132, 3242334.0)	(137, 3161406.0)	(142, 2911126.0)	(147, 7327578.0)	(151, 38558311.0)
SRR14240774_1	(37, 378219.0)	(42, 2836.0)	(47, 5124.0)	(52, 10253.0)	(57, 18892.0)	(62, 41042.0)	(67, 79451.0)	(72, 140817.0)	(77, 244636.0)	(82, 400569.0)	(87, 551730.0)	(92, 771044.0)	(97, 968908.0)	(102, 1008351.0)	(107, 1044660.0)	(112, 1092156.0)	(117, 1194744.0)	(122, 1164607.0)	(127, 1104354.0)	(132, 1031770.0)	(137, 1051311.0)	(142, 982365.0)	(147, 2129477.0)	(151, 12000582.0)
SRR14240774_2	(37, 6711.0)	(42, 2790.0)	(47, 5034.0)	(52, 10109.0)	(57, 18578.0)	(62, 40385.0)	(67, 78409.0)	(72, 138809.0)	(77, 241291.0)	(82, 394486.0)	(87, 544179.0)	(92, 759540.0)	(97, 955111.0)	(102, 994568.0)	(107, 1029397.0)	(112, 1075179.0)	(117, 1178186.0)	(122, 1148163.0)	(127, 1088310.0)	(132, 1016917.0)	(137, 1037301.0)	(142, 973776.0)	(147, 2449502.0)	(151, 12231167.0)
SRR14240775_1	(37, 2405700.0)	(42, 17240.0)	(47, 30004.0)	(52, 59186.0)	(57, 100491.0)	(62, 198239.0)	(67, 354493.0)	(72, 633147.0)	(77, 1093339.0)	(82, 1789699.0)	(87, 2677781.0)	(92, 3895446.0)	(97, 5107937.0)	(102, 5553863.0)	(107, 5946918.0)	(112, 5995506.0)	(117, 6171538.0)	(122, 6041235.0)	(127, 5879813.0)	(132, 5300520.0)	(137, 5091624.0)	(142, 4605555.0)	(147, 9000209.0)	(151, 48288381.0)
SRR14240775_2	(37, 22751.0)	(42, 16730.0)	(47, 29337.0)	(52, 58138.0)	(57, 98432.0)	(62, 193655.0)	(67, 347114.0)	(72, 619380.0)	(77, 1070227.0)	(82, 1748606.0)	(87, 2619357.0)	(92, 3805187.0)	(97, 4993479.0)	(102, 5433433.0)	(107, 5810533.0)	(112, 5851214.0)	(117, 6025853.0)	(122, 5893941.0)	(127, 5728811.0)	(132, 5163006.0)	(137, 4970199.0)	(142, 4539062.0)	(147, 10152525.0)	(151, 51046894.0)
SRR14240776_1	(37, 533936.0)	(42, 8545.0)	(47, 16146.0)	(52, 36074.0)	(57, 65669.0)	(62, 142121.0)	(67, 259396.0)	(72, 485239.0)	(77, 843769.0)	(82, 1369342.0)	(87, 2052075.0)	(92, 2873469.0)	(97, 3766681.0)	(102, 4187527.0)	(107, 4517180.0)	(112, 4636687.0)	(117, 4887113.0)	(122, 4774914.0)	(127, 4689131.0)	(132, 4306537.0)	(137, 4172241.0)	(142, 3773586.0)	(147, 7479137.0)	(151, 37370481.0)
SRR14240776_2	(37, 11917.0)	(42, 8439.0)	(47, 16047.0)	(52, 35857.0)	(57, 65026.0)	(62, 140526.0)	(67, 256566.0)	(72, 479326.0)	(77, 833698.0)	(82, 1351480.0)	(87, 2026269.0)	(92, 2834552.0)	(97, 3717690.0)	(102, 4133098.0)	(107, 4455520.0)	(112, 4568310.0)	(117, 4816579.0)	(122, 4707924.0)	(127, 4619649.0)	(132, 4243942.0)	(137, 4107548.0)	(142, 3749212.0)	(147, 8078559.0)	(151, 37989262.0)
SRR14240777_1	(37, 1047798.0)	(42, 8728.0)	(47, 15456.0)	(52, 33726.0)	(57, 58842.0)	(62, 120873.0)	(67, 221532.0)	(72, 402193.0)	(77, 708080.0)	(82, 1160101.0)	(87, 1742894.0)	(92, 2455340.0)	(97, 3266247.0)	(102, 3675228.0)	(107, 3989382.0)	(112, 4075662.0)	(117, 4256831.0)	(122, 4171863.0)	(127, 4110632.0)	(132, 3818850.0)	(137, 3674595.0)	(142, 3353507.0)	(147, 6627967.0)	(151, 33096901.0)
SRR14240777_2	(37, 30411.0)	(42, 8536.0)	(47, 15186.0)	(52, 33226.0)	(57, 57868.0)	(62, 118753.0)	(67, 217603.0)	(72, 394964.0)	(77, 695526.0)	(82, 1138932.0)	(87, 1712239.0)	(92, 2411998.0)	(97, 3210012.0)	(102, 3612769.0)	(107, 3919378.0)	(112, 4000619.0)	(117, 4179904.0)	(122, 4094730.0)	(127, 4034319.0)	(132, 3744441.0)	(137, 3607382.0)	(142, 3315196.0)	(147, 7145184.0)	(151, 34394052.0)
SRR14240778_1	(37, 1208159.0)	(42, 9183.0)	(47, 17197.0)	(52, 35388.0)	(57, 62585.0)	(62, 132120.0)	(67, 246982.0)	(72, 444760.0)	(77, 776055.0)	(82, 1257964.0)	(87, 1853801.0)	(92, 2588649.0)	(97, 3374098.0)	(102, 3681599.0)	(107, 3969737.0)	(112, 3954405.0)	(117, 4223849.0)	(122, 4021188.0)	(127, 3987133.0)	(132, 3652165.0)	(137, 3624692.0)	(142, 3313871.0)	(147, 6921061.0)	(151, 36962528.0)
SRR14240778_2	(37, 20756.0)	(42, 8972.0)	(47, 16834.0)	(52, 34797.0)	(57, 61346.0)	(62, 129277.0)	(67, 242351.0)	(72, 436343.0)	(77, 761146.0)	(82, 1233132.0)	(87, 1818235.0)	(92, 2537698.0)	(97, 3308086.0)	(102, 3611265.0)	(107, 3890738.0)	(112, 3871507.0)	(117, 4135412.0)	(122, 3938010.0)	(127, 3901573.0)	(132, 3571109.0)	(137, 3550755.0)	(142, 3265356.0)	(147, 7672744.0)	(151, 38301727.0)
SRR14240779_1	(37, 1426441.0)	(42, 12943.0)	(47, 24896.0)	(52, 52092.0)	(57, 92335.0)	(62, 193420.0)	(67, 361397.0)	(72, 652053.0)	(77, 1119052.0)	(82, 1771597.0)	(87, 2595341.0)	(92, 3609884.0)	(97, 4732915.0)	(102, 5257723.0)	(107, 5583623.0)	(112, 5623939.0)	(117, 6017893.0)	(122, 5789301.0)	(127, 5668771.0)	(132, 5215616.0)	(137, 5097549.0)	(142, 4685608.0)	(147, 9266467.0)	(151, 47418430.0)
SRR14240779_2	(37, 19555.0)	(42, 12785.0)	(47, 24618.0)	(52, 51490.0)	(57, 91173.0)	(62, 190530.0)	(67, 356557.0)	(72, 642110.0)	(77, 1101897.0)	(82, 1743203.0)	(87, 2553559.0)	(92, 3548884.0)	(97, 4651264.0)	(102, 5168761.0)	(107, 5482399.0)	(112, 5507770.0)	(117, 5893595.0)	(122, 5675675.0)	(127, 5549936.0)	(132, 5106126.0)	(137, 4989961.0)	(142, 4638590.0)	(147, 10297495.0)	(151, 48971353.0)
SRR14240780_1	(37, 2369725.0)	(42, 14933.0)	(47, 26340.0)	(52, 51176.0)	(57, 87747.0)	(62, 178525.0)	(67, 320157.0)	(72, 559920.0)	(77, 968069.0)	(82, 1618775.0)	(87, 2366854.0)	(92, 3274249.0)	(97, 4262620.0)	(102, 4654075.0)	(107, 4965838.0)	(112, 4955419.0)	(117, 5175961.0)	(122, 4971321.0)	(127, 4917251.0)	(132, 4572265.0)	(137, 4456677.0)	(142, 4089972.0)	(147, 8721114.0)	(151, 47562897.0)
SRR14240780_2	(37, 33539.0)	(42, 14699.0)	(47, 25938.0)	(52, 50474.0)	(57, 86416.0)	(62, 175698.0)	(67, 315310.0)	(72, 550855.0)	(77, 952165.0)	(82, 1590022.0)	(87, 2326973.0)	(92, 3216401.0)	(97, 4189008.0)	(102, 4574532.0)	(107, 4874797.0)	(112, 4861582.0)	(117, 5077475.0)	(122, 4865611.0)	(127, 4808867.0)	(132, 4466220.0)	(137, 4361466.0)	(142, 4026042.0)	(147, 9709288.0)	(151, 49988502.0)
SRR14240781_1	(37, 2399828.0)	(42, 14164.0)	(47, 25260.0)	(52, 49878.0)	(57, 84081.0)	(62, 169119.0)	(67, 297155.0)	(72, 514870.0)	(77, 863327.0)	(82, 1338412.0)	(87, 1890752.0)	(92, 2543794.0)	(97, 3321968.0)	(102, 3570074.0)	(107, 3671079.0)	(112, 3536598.0)	(117, 3797190.0)	(122, 3519518.0)	(127, 3484879.0)	(132, 3095221.0)	(137, 3028900.0)	(142, 2706434.0)	(147, 5280373.0)	(151, 27426392.0)
SRR14240781_2	(37, 30252.0)	(42, 13958.0)	(47, 24934.0)	(52, 49264.0)	(57, 82869.0)	(62, 166280.0)	(67, 292735.0)	(72, 506692.0)	(77, 848848.0)	(82, 1314828.0)	(87, 1858970.0)	(92, 2499626.0)	(97, 3264874.0)	(102, 3512189.0)	(107, 3606755.0)	(112, 3468524.0)	(117, 3725034.0)	(122, 3450436.0)	(127, 3414669.0)	(132, 3032920.0)	(137, 2972040.0)	(142, 2683363.0)	(147, 5942832.0)	(151, 29866374.0)
